country,ISO_A3,spei,date
Mozambique,MOZ,0.56609786,2022-03-16
Myanmar,MMR,1.0006874,2022-03-16
Namibia,NAM,0.5089887,2022-03-16
Nepal,NPL,0.23335376,2022-03-16
Netherlands,NLD,-0.9969201,2022-03-16
New Caledonia,NCL,1.589763,2022-03-16
New Zealand,NZL,-0.21456781,2022-03-16
Nicaragua,NIC,-0.47250217,2022-03-16
Niger,NER,0.58765453,2022-03-16
Nigeria,NGA,0.12885459,2022-03-16
North Korea,PRK,0.47071156,2022-03-16
North Macedonia,MKD,-0.93387246,2022-03-16
Norway,NOR,0.46267948,2022-03-16
Oman,OMN,-0.96468437,2022-03-16
Pakistan,PAK,-1.0270646,2022-03-16
Palestine,PSE,1.0157362,2022-03-16
Panama,PAN,-0.10858889,2022-03-16
Papua New Guinea,PNG,-0.15055422,2022-03-16
Paraguay,PRY,-1.5315099,2022-03-16
Peru,PER,-0.61471355,2022-03-16
Philippines,PHL,0.81466615,2022-03-16
Poland,POL,-1.242849,2022-03-16
Portugal,PRT,-0.9731051,2022-03-16
Puerto Rico,PRI,0.40992522,2022-03-16
Qatar,QAT,-0.53125757,2022-03-16
Republic of Serbia,SRB,-1.8303001,2022-03-16
Republic of the Congo,COG,-1.5989938,2022-03-16
Romania,ROU,-1.9479324,2022-03-16
Russia,RUS,0.084132805,2022-03-16
Rwanda,RWA,1.2806357,2022-03-16
Saint Vincent and the Grenadines,VCT,-0.04489422,2022-03-16
Samoa,WSM,-0.029728033,2022-03-16
Saudi Arabia,SAU,-0.26175207,2022-03-16
Senegal,SEN,-1.5282706,2022-03-16
Siachen Glacier,SIA,-0.5085145,2022-03-16
Sierra Leone,SLE,-0.33892563,2022-03-16
Slovakia,SVK,-2.0061867,2022-03-16
Slovenia,SVN,-1.6536615,2022-03-16
Solomon Islands,SLB,0.03714139,2022-03-16
Somalia,SOM,-0.056102835,2022-03-16
Somaliland,SOL,-1.5642035,2022-03-16
South Africa,ZAF,0.14280117,2022-03-16
South Georgia and the Islands,SGS,-0.8651525,2022-03-16
South Korea,KOR,-0.63185847,2022-03-16
South Sudan,SSD,0.34132245,2022-03-16
Spain,ESP,-0.531759,2022-03-16
Sri Lanka,LKA,-0.01708168,2022-03-16
Sudan,SDN,0.44381854,2022-03-16
Suriname,SUR,0.8094518,2022-03-16
Sweden,SWE,-0.03204695,2022-03-16
Switzerland,CHE,-1.5033531,2022-03-16
Syria,SYR,0.28179663,2022-03-16
Taiwan,TWN,0.37635726,2022-03-16
Tajikistan,TJK,0.697125,2022-03-16
Thailand,THA,1.8092663,2022-03-16
The Bahamas,BHS,0.5697828,2022-03-16
Togo,TGO,-1.5756427,2022-03-16
Trinidad and Tobago,TTO,0.7771332,2022-03-16
Tunisia,TUN,-0.98855704,2022-03-16
Turkey,TUR,0.5642626,2022-03-16
Turkmenistan,TKM,-0.48609045,2022-03-16
Uganda,UGA,0.5624747,2022-03-16
Ukraine,UKR,-1.1468996,2022-03-16
United Arab Emirates,ARE,-1.3370607,2022-03-16
United Kingdom,GBR,-0.7059573,2022-03-16
United Republic of Tanzania,TZA,0.48930588,2022-03-16
United States Virgin Islands,VIR,0.13119322,2022-03-16
United States of America,USA,-0.20878224,2022-03-16
Uruguay,URY,0.4441547,2022-03-16
Uzbekistan,UZB,0.20046338,2022-03-16
Vanuatu,VUT,0.11274115,2022-03-16
Venezuela,VEN,0.08268561,2022-03-16
Vietnam,VNM,1.277129,2022-03-16
Western Sahara,ESH,-0.6395944,2022-03-16
Yemen,YEM,-0.21309061,2022-03-16
Zambia,ZMB,0.19753705,2022-03-16
Zimbabwe,ZWE,0.07546527,2022-03-16
eSwatini,SWZ,-1.5435009,2022-03-16
Afghanistan,AFG,-1.6974938,2022-04-16
Aland,ALA,-0.025145704,2022-04-16
Albania,ALB,-0.57042414,2022-04-16
Algeria,DZA,-0.18920171,2022-04-16
Angola,AGO,0.08434541,2022-04-16
Argentina,ARG,0.07229723,2022-04-16
Armenia,ARM,-1.1158943,2022-04-16
Australia,AUS,-0.0922338,2022-04-16
Austria,AUT,-1.3597507,2022-04-16
Azerbaijan,AZE,-1.1030859,2022-04-16
Bangladesh,BGD,-0.360366,2022-04-16
Belarus,BLR,-0.5002695,2022-04-16
Belgium,BEL,-1.1856586,2022-04-16
Belize,BLZ,1.5863982,2022-04-16
Benin,BEN,-0.19411464,2022-04-16
Bhutan,BTN,0.6398382,2022-04-16
Bolivia,BOL,-1.1845016,2022-04-16
Bosnia and Herzegovina,BIH,-1.1820093,2022-04-16
Botswana,BWA,0.14748292,2022-04-16
Brazil,BRA,-0.25264028,2022-04-16
Brunei,BRN,1.7529852,2022-04-16
Bulgaria,BGR,-0.6911839,2022-04-16
Burkina Faso,BFA,-0.4756853,2022-04-16
Burundi,BDI,1.1340473,2022-04-16
Cabo Verde,CPV,-0.6686204,2022-04-16
Cambodia,KHM,1.5094007,2022-04-16
Cameroon,CMR,-0.6004743,2022-04-16
Canada,CAN,0.11628175,2022-04-16
Central African Republic,CAF,-0.57883227,2022-04-16
Chad,TCD,0.24661092,2022-04-16
Chile,CHL,0.07056929,2022-04-16
China,CHN,-0.46287113,2022-04-16
Colombia,COL,1.0117997,2022-04-16
Comoros,COM,1.2779434,2022-04-16
Costa Rica,CRI,0.34871787,2022-04-16
Croatia,HRV,-1.280579,2022-04-16
Cuba,CUB,0.23488982,2022-04-16
Cyprus,CYP,-0.0076747155,2022-04-16
Czechia,CZE,-1.5546592,2022-04-16
Democratic Republic of the Congo,COD,0.09444724,2022-04-16
Denmark,DNK,-0.096240185,2022-04-16
Djibouti,DJI,-0.3802163,2022-04-16
Dominican Republic,DOM,0.46499696,2022-04-16
East Timor,TLS,-1.295808,2022-04-16
Ecuador,ECU,0.109294854,2022-04-16
Egypt,EGY,-0.32416698,2022-04-16
El Salvador,SLV,0.22181283,2022-04-16
Equatorial Guinea,GNQ,-0.96665543,2022-04-16
Eritrea,ERI,0.07596101,2022-04-16
Estonia,EST,-0.33894962,2022-04-16
Ethiopia,ETH,0.2222828,2022-04-16
Falkland Islands,FLK,1.2142717,2022-04-16
Faroe Islands,FRO,-0.1658986,2022-04-16
Fiji,FJI,1.6091149,2022-04-16
Finland,FIN,0.74611056,2022-04-16
France,FRA,-0.9115382,2022-04-16
French Polynesia,PYF,-1.8607379,2022-04-16
French Southern and Antarctic Lands,ATF,-0.5276981,2022-04-16
Gabon,GAB,-1.3631662,2022-04-16
Gambia,GMB,-1.1174027,2022-04-16
Georgia,GEO,-0.5015545,2022-04-16
Germany,DEU,-1.0297241,2022-04-16
Ghana,GHA,-0.58016926,2022-04-16
Greece,GRC,-0.801714,2022-04-16
Greenland,GRL,0.2365231,2022-04-16
Guatemala,GTM,0.57626164,2022-04-16
Guinea,GIN,0.014651342,2022-04-16
Guinea-Bissau,GNB,-1.032713,2022-04-16
Guyana,GUY,1.5210909,2022-04-16
Haiti,HTI,0.87706655,2022-04-16
Honduras,HND,0.7380281,2022-04-16
Hungary,HUN,-1.458662,2022-04-16
Iceland,ISL,1.6478975,2022-04-16
India,IND,-0.79328257,2022-04-16
Indonesia,IDN,0.016962437,2022-04-16
Iran,IRN,-1.4869978,2022-04-16
Iraq,IRQ,-1.3675072,2022-04-16
Ireland,IRL,0.037715964,2022-04-16
Israel,ISR,-0.17700376,2022-04-16
Italy,ITA,-1.614152,2022-04-16
Ivory Coast,CIV,-0.16972575,2022-04-16
Jamaica,JAM,1.2867507,2022-04-16
Japan,JPN,-1.0257512,2022-04-16
Jordan,JOR,-0.2283137,2022-04-16
Kazakhstan,KAZ,-0.90315473,2022-04-16
Kenya,KEN,0.72340536,2022-04-16
Kosovo,XKX,-0.9632788,2022-04-16
Kuwait,KWT,-1.8328253,2022-04-16
Kyrgyzstan,KGZ,0.40275094,2022-04-16
Laos,LAO,1.9189827,2022-04-16
Latvia,LVA,-0.89604676,2022-04-16
Lebanon,LBN,-0.5069351,2022-04-16
Lesotho,LSO,1.0107607,2022-04-16
Liberia,LBR,-0.4009062,2022-04-16
Libya,LBY,-0.0048768176,2022-04-16
Lithuania,LTU,-0.77100104,2022-04-16
Luxembourg,LUX,-0.74539214,2022-04-16
Madagascar,MDG,-0.035434652,2022-04-16
Malawi,MWI,0.8718503,2022-04-16
Malaysia,MYS,1.0780118,2022-04-16
Mali,MLI,-0.93530804,2022-04-16
Mauritania,MRT,-0.8747095,2022-04-16
Mauritius,MUS,1.7805015,2022-04-16
Mexico,MEX,-1.0615443,2022-04-16
Moldova,MDA,-1.2874283,2022-04-16
Mongolia,MNG,-1.3648396,2022-04-16
Montenegro,MNE,-1.0241982,2022-04-16
Morocco,MAR,-0.5272675,2022-04-16
Mozambique,MOZ,0.59067076,2022-04-16
Myanmar,MMR,0.99391735,2022-04-16
Namibia,NAM,0.17446163,2022-04-16
Nepal,NPL,-0.32975405,2022-04-16
Netherlands,NLD,-0.8266072,2022-04-16
New Caledonia,NCL,1.1980587,2022-04-16
New Zealand,NZL,0.24031492,2022-04-16
Nicaragua,NIC,0.2680451,2022-04-16
Niger,NER,0.15220305,2022-04-16
Nigeria,NGA,0.13909137,2022-04-16
North Korea,PRK,-0.7337126,2022-04-16
North Macedonia,MKD,-0.7732906,2022-04-16
Norway,NOR,0.22833444,2022-04-16
Oman,OMN,-0.969283,2022-04-16
Pakistan,PAK,-2.258005,2022-04-16
Palestine,PSE,-0.17626822,2022-04-16
Panama,PAN,0.9001713,2022-04-16
Papua New Guinea,PNG,-0.2967335,2022-04-16
Paraguay,PRY,-0.64872533,2022-04-16
Peru,PER,-0.3931336,2022-04-16
Philippines,PHL,1.5488855,2022-04-16
Poland,POL,-1.1157727,2022-04-16
Portugal,PRT,-0.49524054,2022-04-16
Puerto Rico,PRI,0.5916552,2022-04-16
Qatar,QAT,-1.6309525,2022-04-16
Republic of Serbia,SRB,-1.1593,2022-04-16
Republic of the Congo,COG,-0.93609565,2022-04-16
Romania,ROU,-1.3068727,2022-04-16
Russia,RUS,-0.06807438,2022-04-16
Rwanda,RWA,0.9216329,2022-04-16
Saint Vincent and the Grenadines,VCT,0.47930372,2022-04-16
Samoa,WSM,-1.0518649,2022-04-16
Saudi Arabia,SAU,-1.1911255,2022-04-16
Senegal,SEN,-1.2208747,2022-04-16
Siachen Glacier,SIA,-1.273653,2022-04-16
Sierra Leone,SLE,-0.22521372,2022-04-16
Slovakia,SVK,-1.4293255,2022-04-16
Slovenia,SVN,-1.3943439,2022-04-16
Solomon Islands,SLB,-0.00087223406,2022-04-16
Somalia,SOM,0.928995,2022-04-16
Somaliland,SOL,-0.6989691,2022-04-16
South Africa,ZAF,0.46592987,2022-04-16
South Georgia and the Islands,SGS,-0.7521018,2022-04-16
South Korea,KOR,-0.92885417,2022-04-16
South Sudan,SSD,-0.03425946,2022-04-16
Spain,ESP,0.14987805,2022-04-16
Sri Lanka,LKA,1.0728854,2022-04-16
Sudan,SDN,0.07561807,2022-04-16
Suriname,SUR,1.0800481,2022-04-16
Sweden,SWE,-0.08325718,2022-04-16
Switzerland,CHE,-0.96968246,2022-04-16
Syria,SYR,-0.93128204,2022-04-16
Taiwan,TWN,-0.08569174,2022-04-16
Tajikistan,TJK,-0.13040845,2022-04-16
Thailand,THA,1.654601,2022-04-16
The Bahamas,BHS,-0.13778721,2022-04-16
Togo,TGO,-0.55280447,2022-04-16
Trinidad and Tobago,TTO,1.45268,2022-04-16
Tunisia,TUN,-1.001814,2022-04-16
Turkey,TUR,-0.6442084,2022-04-16
Turkmenistan,TKM,-1.1206557,2022-04-16
Uganda,UGA,-0.064988576,2022-04-16
Ukraine,UKR,-0.66372615,2022-04-16
United Arab Emirates,ARE,-1.3668146,2022-04-16
United Kingdom,GBR,-0.064026356,2022-04-16
United Republic of Tanzania,TZA,0.04970331,2022-04-16
United States Virgin Islands,VIR,0.77331954,2022-04-16
United States of America,USA,-0.06096083,2022-04-16
Uruguay,URY,0.27042428,2022-04-16
Uzbekistan,UZB,-0.9205372,2022-04-16
Vanuatu,VUT,0.013381009,2022-04-16
Venezuela,VEN,0.37377152,2022-04-16
Vietnam,VNM,1.1348596,2022-04-16
Western Sahara,ESH,-0.4886415,2022-04-16
Yemen,YEM,-0.07014954,2022-04-16
Zambia,ZMB,0.069721565,2022-04-16
Zimbabwe,ZWE,-0.15902717,2022-04-16
eSwatini,SWZ,-0.091282204,2022-04-16
Afghanistan,AFG,-1.35981,2022-05-16
Aland,ALA,-0.8592596,2022-05-16
Albania,ALB,-1.3648405,2022-05-16
Algeria,DZA,-0.62245417,2022-05-16
Angola,AGO,0.1273245,2022-05-16
Argentina,ARG,-0.46061295,2022-05-16
Armenia,ARM,-0.010686294,2022-05-16
Australia,AUS,0.01935253,2022-05-16
Austria,AUT,-1.5278455,2022-05-16
Azerbaijan,AZE,0.5152168,2022-05-16
Bangladesh,BGD,-0.1763021,2022-05-16
Belarus,BLR,-0.5283405,2022-05-16
Belgium,BEL,-1.8647063,2022-05-16
Belize,BLZ,1.7868515,2022-05-16
Benin,BEN,-0.5031973,2022-05-16
Bhutan,BTN,0.6152623,2022-05-16
Bolivia,BOL,-1.0904454,2022-05-16
Bosnia and Herzegovina,BIH,-1.6903007,2022-05-16
Botswana,BWA,0.49366933,2022-05-16
Brazil,BRA,-0.31867284,2022-05-16
Brunei,BRN,1.5218451,2022-05-16
Bulgaria,BGR,-1.5548491,2022-05-16
Burkina Faso,BFA,-0.722362,2022-05-16
Burundi,BDI,-0.59392226,2022-05-16
Cabo Verde,CPV,-0.45989427,2022-05-16
Cambodia,KHM,1.0546771,2022-05-16
Cameroon,CMR,-0.23710907,2022-05-16
Canada,CAN,0.112809524,2022-05-16
Central African Republic,CAF,-0.024883285,2022-05-16
Chad,TCD,-0.082145065,2022-05-16
Chile,CHL,-0.2608366,2022-05-16
China,CHN,-0.5928536,2022-05-16
Colombia,COL,0.46283385,2022-05-16
Comoros,COM,1.0140983,2022-05-16
Costa Rica,CRI,0.61029553,2022-05-16
Croatia,HRV,-1.6323673,2022-05-16
Cuba,CUB,0.09331385,2022-05-16
Cyprus,CYP,-0.20799004,2022-05-16
Czechia,CZE,-1.8422645,2022-05-16
Democratic Republic of the Congo,COD,0.053497694,2022-05-16
Denmark,DNK,-1.700714,2022-05-16
Djibouti,DJI,-0.97358066,2022-05-16
Dominican Republic,DOM,0.20334505,2022-05-16
East Timor,TLS,-0.7429204,2022-05-16
Ecuador,ECU,0.14731899,2022-05-16
Egypt,EGY,-0.4467092,2022-05-16
El Salvador,SLV,0.24595554,2022-05-16
Equatorial Guinea,GNQ,-0.3842091,2022-05-16
Eritrea,ERI,-0.7532002,2022-05-16
Estonia,EST,-1.1767337,2022-05-16
Ethiopia,ETH,-0.23708062,2022-05-16
Falkland Islands,FLK,0.733973,2022-05-16
Faroe Islands,FRO,-0.30183724,2022-05-16
Fiji,FJI,0.86934155,2022-05-16
Finland,FIN,-0.5388567,2022-05-16
France,FRA,-1.3761699,2022-05-16
French Polynesia,PYF,-0.76410675,2022-05-16
French Southern and Antarctic Lands,ATF,-1.0734409,2022-05-16
Gabon,GAB,-0.49275166,2022-05-16
Gambia,GMB,-0.19306895,2022-05-16
Georgia,GEO,0.45622218,2022-05-16
Germany,DEU,-1.7135949,2022-05-16
Ghana,GHA,-0.33909848,2022-05-16
Greece,GRC,-1.5477536,2022-05-16
Greenland,GRL,0.24946684,2022-05-16
Guatemala,GTM,1.4275304,2022-05-16
Guinea,GIN,0.45767182,2022-05-16
Guinea-Bissau,GNB,0.6032961,2022-05-16
Guyana,GUY,1.1933609,2022-05-16
Haiti,HTI,0.73019475,2022-05-16
Honduras,HND,0.94711035,2022-05-16
Hungary,HUN,-1.672583,2022-05-16
Iceland,ISL,1.6056536,2022-05-16
India,IND,-0.3752295,2022-05-16
Indonesia,IDN,-0.22989732,2022-05-16
Iran,IRN,-1.2238567,2022-05-16
Iraq,IRQ,-1.0640429,2022-05-16
Ireland,IRL,-0.9731247,2022-05-16
Israel,ISR,-0.14511293,2022-05-16
Italy,ITA,-1.8572145,2022-05-16
Ivory Coast,CIV,-0.2207918,2022-05-16
Jamaica,JAM,1.0140123,2022-05-16
Japan,JPN,-0.8976329,2022-05-16
Jordan,JOR,-0.16774154,2022-05-16
Kazakhstan,KAZ,-0.34289747,2022-05-16
Kenya,KEN,0.7891202,2022-05-16
Kosovo,XKX,-1.6308714,2022-05-16
Kuwait,KWT,-1.6544921,2022-05-16
Kyrgyzstan,KGZ,1.380452,2022-05-16
Laos,LAO,1.164243,2022-05-16
Latvia,LVA,-1.0526805,2022-05-16
Lebanon,LBN,-0.2067765,2022-05-16
Lesotho,LSO,1.6443576,2022-05-16
Liberia,LBR,-0.40477493,2022-05-16
Libya,LBY,-0.41625223,2022-05-16
Lithuania,LTU,-0.79949945,2022-05-16
Luxembourg,LUX,-1.723245,2022-05-16
Madagascar,MDG,0.07655061,2022-05-16
Malawi,MWI,0.46870226,2022-05-16
Malaysia,MYS,0.9340427,2022-05-16
Mali,MLI,-0.72071844,2022-05-16
Mauritania,MRT,-0.8086153,2022-05-16
Mauritius,MUS,1.9796188,2022-05-16
Mexico,MEX,-1.390278,2022-05-16
Moldova,MDA,-1.4458096,2022-05-16
Mongolia,MNG,-1.9165255,2022-05-16
Montenegro,MNE,-1.4838142,2022-05-16
Morocco,MAR,-0.6584547,2022-05-16
Mozambique,MOZ,0.70726424,2022-05-16
Myanmar,MMR,0.9272892,2022-05-16
Namibia,NAM,0.13775545,2022-05-16
Nepal,NPL,-0.24388984,2022-05-16
Netherlands,NLD,-1.7226528,2022-05-16
New Caledonia,NCL,0.08234116,2022-05-16
New Zealand,NZL,-0.74017435,2022-05-16
Nicaragua,NIC,1.1295153,2022-05-16
Niger,NER,-0.5836041,2022-05-16
Nigeria,NGA,-0.591195,2022-05-16
North Korea,PRK,-1.2504436,2022-05-16
North Macedonia,MKD,-1.7574737,2022-05-16
Norway,NOR,-0.04048608,2022-05-16
Oman,OMN,-1.1165745,2022-05-16
Pakistan,PAK,-2.280154,2022-05-16
Palestine,PSE,0.021891654,2022-05-16
Panama,PAN,0.7175167,2022-05-16
Papua New Guinea,PNG,-0.37849554,2022-05-16
Paraguay,PRY,-0.13443424,2022-05-16
Peru,PER,-0.53825426,2022-05-16
Philippines,PHL,1.5856425,2022-05-16
Poland,POL,-1.7619749,2022-05-16
Portugal,PRT,-0.29491785,2022-05-16
Puerto Rico,PRI,-0.43165186,2022-05-16
Qatar,QAT,-1.5095367,2022-05-16
Republic of Serbia,SRB,-1.5754385,2022-05-16
Republic of the Congo,COG,-0.07216306,2022-05-16
Romania,ROU,-1.3800051,2022-05-16
Russia,RUS,-0.26072648,2022-05-16
Rwanda,RWA,-0.54550266,2022-05-16
Saint Vincent and the Grenadines,VCT,-0.44116506,2022-05-16
Samoa,WSM,-1.5545218,2022-05-16
Saudi Arabia,SAU,-1.1648942,2022-05-16
Senegal,SEN,-0.12376129,2022-05-16
Siachen Glacier,SIA,-0.43260378,2022-05-16
Sierra Leone,SLE,-0.027272642,2022-05-16
Slovakia,SVK,-1.8275614,2022-05-16
Slovenia,SVN,-1.549556,2022-05-16
Solomon Islands,SLB,0.002725708,2022-05-16
Somalia,SOM,0.4736477,2022-05-16
Somaliland,SOL,-0.8268489,2022-05-16
South Africa,ZAF,0.75784206,2022-05-16
South Georgia and the Islands,SGS,-0.70121187,2022-05-16
South Korea,KOR,-1.823555,2022-05-16
South Sudan,SSD,-0.3257912,2022-05-16
Spain,ESP,-0.13203304,2022-05-16
Sri Lanka,LKA,1.2441717,2022-05-16
Sudan,SDN,-0.5245123,2022-05-16
Suriname,SUR,0.664198,2022-05-16
Sweden,SWE,-0.6221818,2022-05-16
Switzerland,CHE,-1.6023417,2022-05-16
Syria,SYR,-0.12863843,2022-05-16
Taiwan,TWN,0.37454224,2022-05-16
Tajikistan,TJK,0.893856,2022-05-16
Thailand,THA,1.4356791,2022-05-16
The Bahamas,BHS,-0.09176871,2022-05-16
Togo,TGO,-0.37673968,2022-05-16
Trinidad and Tobago,TTO,0.06819372,2022-05-16
Tunisia,TUN,-0.95851517,2022-05-16
Turkey,TUR,-0.6823607,2022-05-16
Turkmenistan,TKM,-0.10016163,2022-05-16
Uganda,UGA,-0.6828186,2022-05-16
Ukraine,UKR,-0.83408505,2022-05-16
United Arab Emirates,ARE,-1.4716568,2022-05-16
United Kingdom,GBR,-0.86300457,2022-05-16
United Republic of Tanzania,TZA,-0.72917634,2022-05-16
United States Virgin Islands,VIR,-0.9012969,2022-05-16
United States of America,USA,-0.22873282,2022-05-16
Uruguay,URY,0.1509515,2022-05-16
Uzbekistan,UZB,0.044182688,2022-05-16
Vanuatu,VUT,-0.0033603115,2022-05-16
Venezuela,VEN,0.018278405,2022-05-16
Vietnam,VNM,0.94508004,2022-05-16
Western Sahara,ESH,-0.82015985,2022-05-16
Yemen,YEM,-0.19069053,2022-05-16
Zambia,ZMB,0.24360922,2022-05-16
Zimbabwe,ZWE,0.29028958,2022-05-16
eSwatini,SWZ,1.4837692,2022-05-16
Afghanistan,AFG,-1.4073628,2022-06-16
Aland,ALA,-0.5866616,2022-06-16
Albania,ALB,-1.3851284,2022-06-16
Algeria,DZA,-1.1116109,2022-06-16
Angola,AGO,0.18971997,2022-06-16
Argentina,ARG,-0.79404914,2022-06-16
Armenia,ARM,-0.65023327,2022-06-16
Australia,AUS,0.14195871,2022-06-16
Austria,AUT,-0.98844314,2022-06-16
Azerbaijan,AZE,-0.28806576,2022-06-16
Bangladesh,BGD,-0.5617813,2022-06-16
Belarus,BLR,-0.37838292,2022-06-16
Belgium,BEL,-1.2822473,2022-06-16
Belize,BLZ,1.3812284,2022-06-16
Benin,BEN,0.113705315,2022-06-16
Bhutan,BTN,0.7932926,2022-06-16
Bolivia,BOL,-1.5081615,2022-06-16
Bosnia and Herzegovina,BIH,-1.6762227,2022-06-16
Botswana,BWA,0.42734838,2022-06-16
Brazil,BRA,-0.46779945,2022-06-16
Brunei,BRN,0.950765,2022-06-16
Bulgaria,BGR,-0.9246959,2022-06-16
Burkina Faso,BFA,-0.23379192,2022-06-16
Burundi,BDI,-1.0139848,2022-06-16
Cabo Verde,CPV,-0.52903587,2022-06-16
Cambodia,KHM,-0.16379099,2022-06-16
Cameroon,CMR,0.13721727,2022-06-16
Canada,CAN,-0.24115022,2022-06-16
Central African Republic,CAF,0.2276614,2022-06-16
Chad,TCD,-0.27132657,2022-06-16
Chile,CHL,-0.56167096,2022-06-16
China,CHN,-0.30250505,2022-06-16
Colombia,COL,0.9855915,2022-06-16
Comoros,COM,0.8349938,2022-06-16
Costa Rica,CRI,1.2108954,2022-06-16
Croatia,HRV,-1.6928381,2022-06-16
Cuba,CUB,0.50703114,2022-06-16
Cyprus,CYP,-0.8223863,2022-06-16
Czechia,CZE,-1.4513699,2022-06-16
Democratic Republic of the Congo,COD,0.18781778,2022-06-16
Denmark,DNK,-1.1128633,2022-06-16
Djibouti,DJI,-1.4414955,2022-06-16
Dominican Republic,DOM,-0.33038712,2022-06-16
East Timor,TLS,-1.0671257,2022-06-16
Ecuador,ECU,0.68201256,2022-06-16
Egypt,EGY,-1.159102,2022-06-16
El Salvador,SLV,0.18411756,2022-06-16
Equatorial Guinea,GNQ,0.42810678,2022-06-16
Eritrea,ERI,-0.74578124,2022-06-16
Estonia,EST,-0.6014031,2022-06-16
Ethiopia,ETH,0.1588421,2022-06-16
Falkland Islands,FLK,-0.10384427,2022-06-16
Faroe Islands,FRO,-0.29288122,2022-06-16
Fiji,FJI,-0.045495186,2022-06-16
Finland,FIN,-0.40759212,2022-06-16
France,FRA,-1.2321367,2022-06-16
French Polynesia,PYF,-0.22146212,2022-06-16
French Southern and Antarctic Lands,ATF,-0.0715857,2022-06-16
Gabon,GAB,1.0652919,2022-06-16
Gambia,GMB,0.8583303,2022-06-16
Georgia,GEO,0.058388248,2022-06-16
Germany,DEU,-1.4509403,2022-06-16
Ghana,GHA,0.06509537,2022-06-16
Greece,GRC,-1.3882998,2022-06-16
Greenland,GRL,0.17683738,2022-06-16
Guatemala,GTM,1.2955058,2022-06-16
Guinea,GIN,0.5967788,2022-06-16
Guinea-Bissau,GNB,0.94676024,2022-06-16
Guyana,GUY,0.65299386,2022-06-16
Haiti,HTI,-0.3196923,2022-06-16
Honduras,HND,0.61211216,2022-06-16
Hungary,HUN,-1.8410151,2022-06-16
Iceland,ISL,0.80197126,2022-06-16
India,IND,0.13072254,2022-06-16
Indonesia,IDN,-0.0035512964,2022-06-16
Iran,IRN,-1.129432,2022-06-16
Iraq,IRQ,-1.5301758,2022-06-16
Ireland,IRL,-0.022404116,2022-06-16
Israel,ISR,-0.7856937,2022-06-16
Italy,ITA,-1.9489021,2022-06-16
Ivory Coast,CIV,0.020843355,2022-06-16
Jamaica,JAM,0.7762865,2022-06-16
Japan,JPN,-0.5924022,2022-06-16
Jordan,JOR,-0.7552368,2022-06-16
Kazakhstan,KAZ,-0.9071431,2022-06-16
Kenya,KEN,1.1406454,2022-06-16
Kosovo,XKX,-1.3216046,2022-06-16
Kuwait,KWT,-1.6527332,2022-06-16
Kyrgyzstan,KGZ,-0.1703472,2022-06-16
Laos,LAO,0.2974758,2022-06-16
Latvia,LVA,-0.07623994,2022-06-16
Lebanon,LBN,-1.5021076,2022-06-16
Lesotho,LSO,1.9043249,2022-06-16
Liberia,LBR,-0.21360706,2022-06-16
Libya,LBY,-1.262345,2022-06-16
Lithuania,LTU,0.29013005,2022-06-16
Luxembourg,LUX,-1.2445858,2022-06-16
Madagascar,MDG,-0.32847703,2022-06-16
Malawi,MWI,1.0149152,2022-06-16
Malaysia,MYS,1.3151486,2022-06-16
Mali,MLI,-0.23251763,2022-06-16
Mauritania,MRT,-0.69155586,2022-06-16
Mauritius,MUS,1.5098044,2022-06-16
Mexico,MEX,-0.7153062,2022-06-16
Moldova,MDA,-1.5703727,2022-06-16
Mongolia,MNG,-1.7782491,2022-06-16
Montenegro,MNE,-1.4102364,2022-06-16
Morocco,MAR,-1.0776281,2022-06-16
Mozambique,MOZ,1.225829,2022-06-16
Myanmar,MMR,0.79925925,2022-06-16
Namibia,NAM,-0.5312745,2022-06-16
Nepal,NPL,-0.10555333,2022-06-16
Netherlands,NLD,-0.84523827,2022-06-16
New Caledonia,NCL,-0.208441,2022-06-16
New Zealand,NZL,0.40606958,2022-06-16
Nicaragua,NIC,1.5473974,2022-06-16
Niger,NER,-0.7535652,2022-06-16
Nigeria,NGA,-0.29049757,2022-06-16
North Korea,PRK,0.86793786,2022-06-16
North Macedonia,MKD,-0.97477573,2022-06-16
Norway,NOR,-0.106141955,2022-06-16
Oman,OMN,-0.3987838,2022-06-16
Pakistan,PAK,-0.74380726,2022-06-16
Palestine,PSE,-0.78355485,2022-06-16
Panama,PAN,1.1478527,2022-06-16
Papua New Guinea,PNG,-0.19326904,2022-06-16
Paraguay,PRY,-0.27244768,2022-06-16
Peru,PER,-0.5938469,2022-06-16
Philippines,PHL,1.031222,2022-06-16
Poland,POL,-1.5387777,2022-06-16
Portugal,PRT,-1.4383014,2022-06-16
Puerto Rico,PRI,-1.0415045,2022-06-16
Qatar,QAT,-1.5815357,2022-06-16
Republic of Serbia,SRB,-1.596914,2022-06-16
Republic of the Congo,COG,1.505345,2022-06-16
Romania,ROU,-1.6900166,2022-06-16
Russia,RUS,-0.26161695,2022-06-16
Rwanda,RWA,-0.8559847,2022-06-16
Saint Vincent and the Grenadines,VCT,0.019119482,2022-06-16
Samoa,WSM,-0.96366584,2022-06-16
Saudi Arabia,SAU,-1.5450482,2022-06-16
Senegal,SEN,0.7848416,2022-06-16
Siachen Glacier,SIA,0.8828204,2022-06-16
Sierra Leone,SLE,-0.09116339,2022-06-16
