country,iso3,spei,spei_date,year,month,spei_lag1,spei_lag2,spei_lag3
Nicaragua,NIC,0.04767251,2021-05-16,2021,5,-0.22668062,-0.014821859,0.1953559
Niger,NER,-1.7166284,2021-05-16,2021,5,-0.8004732,-0.158372,-0.13117655
Nigeria,NGA,-1.268883,2021-05-16,2021,5,-0.8195937,-0.30303115,-0.7065841
North Korea,PRK,0.94027275,2021-05-16,2021,5,0.5659024,0.9623182,-0.8394007
North Macedonia,MKD,-0.5954621,2021-05-16,2021,5,-0.23165436,1.1808547,1.6142961
Northern Cyprus,-99,-0.9841907,2021-05-16,2021,5,-0.40565014,-0.4724856,-0.047199316
Norway,-99,0.4890063,2021-05-16,2021,5,-0.9841907,-0.40565014,-0.4724856
Oman,OMN,-2.1325598,2021-05-16,2021,5,-2.1218762,-2.4502997,-1.5567867
Pakistan,PAK,-0.48343664,2021-05-16,2021,5,-1.22444,-1.616787,-1.3768903
Palestine,PSE,-1.2575144,2021-05-16,2021,5,-0.88344353,-0.87173104,-0.7843125
Panama,PAN,0.9587119,2021-05-16,2021,5,0.9807742,0.5968067,0.41514966
Papua New Guinea,PNG,0.26298642,2021-05-16,2021,5,0.32035163,0.4095006,0.26256517
Paraguay,PRY,-0.9089776,2021-05-16,2021,5,-0.9820457,0.44010478,0.43592757
Peru,PER,0.21357217,2021-05-16,2021,5,0.105289444,0.24130291,0.12807195
Philippines,PHL,0.39406955,2021-05-16,2021,5,0.27733037,0.82902926,0.8974829
Poland,POL,0.35242048,2021-05-16,2021,5,-0.38055065,0.20973064,0.14305337
Portugal,PRT,-0.8792997,2021-05-16,2021,5,0.25059396,0.08027806,0.22129953
Puerto Rico,PRI,-0.44795516,2021-05-16,2021,5,-0.086768515,-0.27328086,-0.3166461
Qatar,QAT,-2.291623,2021-05-16,2021,5,-1.9542197,-1.5882797,-0.9191683
Republic of Serbia,SRB,0.031055251,2021-05-16,2021,5,-0.2418966,0.30589435,0.7671612
Republic of the Congo,COG,-0.19303212,2021-05-16,2021,5,-0.34181684,0.20984855,0.6552242
Romania,ROU,0.6726447,2021-05-16,2021,5,0.35755292,0.6956194,0.84748966
Russia,RUS,-0.23226686,2021-05-16,2021,5,0.39513162,0.6093576,0.3866194
Rwanda,RWA,0.34907106,2021-05-16,2021,5,-0.3287174,1.7665704,1.5214
Saint Vincent and the Grenadines,VCT,0.8378476,2021-05-16,2021,5,1.5252427,1.3597183,-0.64172864
Samoa,WSM,-1.0030141,2021-05-16,2021,5,-0.26598153,0.6455724,0.6334385
Saudi Arabia,SAU,-1.8109535,2021-05-16,2021,5,-1.5683558,-1.4541131,-0.73183787
Senegal,SEN,-1.1618316,2021-05-16,2021,5,-1.0136068,-0.85815936,-1.9530091
Siachen Glacier,-99,0.8753536,2021-05-16,2021,5,0.4890063,-0.9841907,-0.40565014
Sierra Leone,SLE,-0.28067225,2021-05-16,2021,5,-0.52112633,-0.9692366,-1.0943714
Slovakia,SVK,-0.12942603,2021-05-16,2021,5,-0.3992014,-0.04551526,0.59698
Slovenia,SVN,0.2845219,2021-05-16,2021,5,-1.36852,-0.89804184,0.24886242
Solomon Islands,SLB,0.006883861,2021-05-16,2021,5,-0.00087223406,0.03714139,0.038447328
Somalia,SOM,0.23219946,2021-05-16,2021,5,0.47283104,-0.32917845,-0.5380387
Somaliland,-99,0.07096619,2021-05-16,2021,5,0.8753536,0.4890063,-0.9841907
South Africa,ZAF,-1.0528301,2021-05-16,2021,5,-0.6916221,0.44276124,0.7114935
South Georgia and the Islands,SGS,-2.194632,2021-05-16,2021,5,-2.412191,-2.221387,-2.7540572
South Korea,KOR,1.0124335,2021-05-16,2021,5,0.20724757,0.47208944,-1.4246347
South Sudan,SSD,-0.08021007,2021-05-16,2021,5,-0.22433588,-0.50541,-0.7002149
Spain,ESP,-1.0875205,2021-05-16,2021,5,-0.42332208,-0.27630132,0.16981882
Sri Lanka,LKA,0.34719065,2021-05-16,2021,5,-0.61207443,0.3534506,0.69358015
Sudan,SDN,-0.6409295,2021-05-16,2021,5,-0.45099697,-1.0618252,-1.2339082
Suriname,SUR,1.2089667,2021-05-16,2021,5,0.72061366,0.46929753,0.74006975
Sweden,SWE,0.3688598,2021-05-16,2021,5,0.0015553047,0.22632508,0.21699381
Switzerland,CHE,0.010439708,2021-05-16,2021,5,-1.3581886,0.3419284,0.6109532
Syria,SYR,-1.7654973,2021-05-16,2021,5,-1.4923416,-0.9254515,-1.2448739
Taiwan,TWN,-0.7382149,2021-05-16,2021,5,-0.7541603,-0.73841405,-0.65539545
Tajikistan,TJK,-0.32456478,2021-05-16,2021,5,-0.57164675,-0.80083257,-1.3162181
Thailand,THA,0.21768422,2021-05-16,2021,5,1.5157382,-0.05520821,0.09397725
The Bahamas,BHS,-1.3803934,2021-05-16,2021,5,-1.2818228,-1.0862316,-0.8982428
Togo,TGO,-1.3273836,2021-05-16,2021,5,-1.1407094,-0.9257747,-2.2125406
Trinidad and Tobago,TTO,2.0454235,2021-05-16,2021,5,1.8865398,1.6162493,-0.75412416
Tunisia,TUN,-0.9250408,2021-05-16,2021,5,-1.1341753,-1.4880396,-1.3833303
Turkey,TUR,-1.1722727,2021-05-16,2021,5,-0.77452576,0.1855086,-0.9957133
Turkmenistan,TKM,-1.7113528,2021-05-16,2021,5,-1.630419,-1.1040503,-1.4055322
Uganda,UGA,0.43365803,2021-05-16,2021,5,0.009893288,0.90400225,0.8393457
Ukraine,UKR,0.68034005,2021-05-16,2021,5,0.6733006,1.2295029,1.0657562
United Arab Emirates,ARE,-2.063461,2021-05-16,2021,5,-1.9230484,-1.5891435,-0.46834216
United Kingdom,GBR,-0.046047658,2021-05-16,2021,5,-0.95694095,0.60743874,1.3016217
United Republic of Tanzania,TZA,-0.37138343,2021-05-16,2021,5,0.07126802,0.67717254,0.76145864
United States Virgin Islands,VIR,-1.1876584,2021-05-16,2021,5,-0.63647765,-0.6874707,-0.6516832
United States of America,USA,-0.14907336,2021-05-16,2021,5,0.010004205,0.05388929,-0.10483165
Uruguay,URY,-0.27580562,2021-05-16,2021,5,0.13953525,0.6126531,0.33851463
Uzbekistan,UZB,-1.5821242,2021-05-16,2021,5,-1.3318434,-0.89490354,-1.6021339
Vanuatu,VUT,0.056465372,2021-05-16,2021,5,0.048444297,0.1215323,0.10704603
Venezuela,VEN,0.2555532,2021-05-16,2021,5,0.45724183,0.26826832,-0.25419235
Vietnam,VNM,-0.17003661,2021-05-16,2021,5,0.69119996,-0.25013536,-0.05086437
Western Sahara,ESH,-0.9607815,2021-05-16,2021,5,-1.026725,-0.8606694,-0.64264023
Yemen,YEM,-0.52699685,2021-05-16,2021,5,-0.58804125,-1.4989582,-1.0712134
Zambia,ZMB,0.095656164,2021-05-16,2021,5,0.05657928,-0.0374255,0.059306275
Zimbabwe,ZWE,-0.41583067,2021-05-16,2021,5,-0.17595828,-0.26386794,-0.0013758967
eSwatini,SWZ,-1.1535162,2021-05-16,2021,5,0.8364401,1.0990403,1.2755642
Afghanistan,AFG,-1.6761936,2021-06-16,2021,6,-1.214041,-1.6156082,-1.7137523
Aland,ALA,-0.1936673,2021-06-16,2021,6,0.56836456,-0.44966838,0.55543524
Albania,ALB,-1.3612174,2021-06-16,2021,6,-0.8523145,-0.73185295,0.64207184
Algeria,DZA,-0.8935759,2021-06-16,2021,6,-0.1556753,-0.36462635,-0.30939978
Angola,AGO,0.06647789,2021-06-16,2021,6,0.10444163,0.11535347,0.12048392
Antarctica,ATA,,2021-06-16,2021,6,,,
Argentina,ARG,-0.25485313,2021-06-16,2021,6,-0.000781576,-0.15184456,0.04492307
Armenia,ARM,-2.873511,2021-06-16,2021,6,-2.13043,-1.3404847,0.38696256
Australia,AUS,-0.30639392,2021-06-16,2021,6,0.08594741,0.26812863,0.43952966
Austria,AUT,-0.65107286,2021-06-16,2021,6,0.048290975,-1.2135912,-0.4677005
Azerbaijan,AZE,-2.3206742,2021-06-16,2021,6,-1.2640028,-0.9587671,0.37870786
Bangladesh,BGD,-0.5657984,2021-06-16,2021,6,-1.0378836,-1.4683948,-1.2092761
Belarus,BLR,-0.20617959,2021-06-16,2021,6,0.68431556,-0.3571145,1.050929
Belgium,BEL,0.7153035,2021-06-16,2021,6,-0.08531949,-0.8858504,0.49890977
Belize,BLZ,-0.051404674,2021-06-16,2021,6,0.040670615,0.24741913,0.61917996
Benin,BEN,-1.6768038,2021-06-16,2021,6,-1.7613637,-1.6504765,-1.0827942
Bhutan,BTN,-0.8749533,2021-06-16,2021,6,0.369554,-0.4913364,0.47915107
Bolivia,BOL,-0.18555674,2021-06-16,2021,6,0.15787868,-0.07613663,-0.062292676
Bosnia and Herzegovina,BIH,-1.2258738,2021-06-16,2021,6,-0.34078005,-0.7806082,-0.16718498
Botswana,BWA,-0.6661526,2021-06-16,2021,6,-0.55505896,-0.26230055,0.07938152
Brazil,BRA,-0.47425956,2021-06-16,2021,6,-0.35498872,0.017980557,0.019569535
Brunei,BRN,-0.49786875,2021-06-16,2021,6,-0.27457058,-0.5590159,0.9002422
Bulgaria,BGR,1.1010451,2021-06-16,2021,6,0.55108166,0.3588455,1.3936651
Burkina Faso,BFA,-0.5449965,2021-06-16,2021,6,-0.9927867,-2.2568662,-1.9031808
Burundi,BDI,-0.5039576,2021-06-16,2021,6,-0.2787297,-0.72405493,1.8075699
Cabo Verde,CPV,-0.8225929,2021-06-16,2021,6,-0.6927825,-1.2255065,-1.2703568
Cambodia,KHM,0.180712,2021-06-16,2021,6,0.4121787,1.5597668,-0.0533186
Cameroon,CMR,-0.06998311,2021-06-16,2021,6,0.5141901,0.38039643,0.37742215
Canada,CAN,-0.2851249,2021-06-16,2021,6,-0.14565496,-0.23428228,-0.17383116
Cayman Islands,CYM,,2021-06-16,2021,6,,,
Central African Republic,CAF,-0.27314627,2021-06-16,2021,6,-0.111808054,-0.088898465,0.30963647
Chad,TCD,-0.7591872,2021-06-16,2021,6,-1.1585717,-0.60840887,-0.8368711
Chile,CHL,-0.82727027,2021-06-16,2021,6,-0.8047842,-0.9054669,-0.58898604
China,CHN,0.04044025,2021-06-16,2021,6,-0.06436716,-0.31658155,-0.65568596
Colombia,COL,0.35552296,2021-06-16,2021,6,0.4627663,0.6536344,0.58441806
Comoros,COM,0.73708767,2021-06-16,2021,6,-0.5934852,0.60741615,-0.980291
Costa Rica,CRI,0.0757204,2021-06-16,2021,6,0.87753594,0.7441618,0.22878736
Croatia,HRV,-1.101122,2021-06-16,2021,6,-0.23522308,-1.046122,-0.53066427
Cuba,CUB,-0.57524395,2021-06-16,2021,6,-1.1116662,-1.270293,-0.9348137
Cyprus,CYP,-1.4373934,2021-06-16,2021,6,-1.2311455,-1.1570032,-0.70106494
Czechia,CZE,-0.57503146,2021-06-16,2021,6,0.072958805,-0.736663,-0.092668235
Democratic Republic of the Congo,COD,0.02021598,2021-06-16,2021,6,-0.03304759,-0.095417514,0.15514857
Denmark,DNK,-0.46394497,2021-06-16,2021,6,0.555816,-0.8929306,0.2641252
Djibouti,DJI,-0.13046835,2021-06-16,2021,6,-0.73549634,-0.9630894,-2.0528839
Dominican Republic,DOM,-0.73953027,2021-06-16,2021,6,-0.6154893,-0.8176286,-0.39465916
East Timor,TLS,-0.9565363,2021-06-16,2021,6,-1.7151874,-1.9829574,-2.1558745
Ecuador,ECU,-0.22207344,2021-06-16,2021,6,0.24205668,0.15158805,0.17930946
Egypt,EGY,-1.1675448,2021-06-16,2021,6,-1.4413097,-1.1586525,-1.5527487
El Salvador,SLV,-0.31372783,2021-06-16,2021,6,-0.04374651,-0.32285407,-0.77502745
Equatorial Guinea,GNQ,0.34012195,2021-06-16,2021,6,0.8837955,0.041187473,-0.34563693
Eritrea,ERI,0.49194878,2021-06-16,2021,6,0.08506587,0.0796091,-0.7732709
Estonia,EST,-0.06386527,2021-06-16,2021,6,1.1790817,-0.32555503,0.9163062
Ethiopia,ETH,0.14500776,2021-06-16,2021,6,0.43708503,0.60555774,-0.11584623
Falkland Islands,FLK,-0.6747756,2021-06-16,2021,6,-1.0355662,-1.331414,-0.90356743
Faroe Islands,FRO,-0.41847005,2021-06-16,2021,6,-0.024793528,-0.21815912,-0.3307539
Fiji,FJI,-0.76337636,2021-06-16,2021,6,-0.6368366,-0.65822744,0.7609324
Finland,FIN,-0.046643037,2021-06-16,2021,6,1.0972857,0.42189702,0.8100024
France,-99,0.47010016,2021-06-16,2021,6,0.07096619,0.8753536,0.4890063
French Polynesia,PYF,-1.3115864,2021-06-16,2021,6,-2.3734403,-1.6231403,-2.4044366
French Southern and Antarctic Lands,ATF,0.9208156,2021-06-16,2021,6,-0.47672743,0.5642199,-0.09141065
Gabon,GAB,0.013355391,2021-06-16,2021,6,-0.1681304,-0.5669459,-0.2236114
Gambia,GMB,-0.50987065,2021-06-16,2021,6,-1.0450767,-0.9429444,-0.82472867
Georgia,GEO,-2.1067338,2021-06-16,2021,6,-1.1339034,-0.26858923,0.33252394
Germany,DEU,0.20533389,2021-06-16,2021,6,0.21125184,-0.73452485,0.15822613
Ghana,GHA,-1.0542765,2021-06-16,2021,6,-1.048977,-1.1915363,-1.0468109
Greece,GRC,-1.1847748,2021-06-16,2021,6,-1.272392,-1.0363243,0.12009262
Greenland,GRL,-0.3177231,2021-06-16,2021,6,0.31050515,0.7196416,0.64748824
Guatemala,GTM,0.00877098,2021-06-16,2021,6,0.6900345,-0.40877104,-0.18977024
Guinea,GIN,-0.8316293,2021-06-16,2021,6,-0.52036476,-1.1660748,-1.3722317
Guinea-Bissau,GNB,-1.1304916,2021-06-16,2021,6,-1.3540847,-1.0354501,-0.94704664
Guyana,GUY,1.6564322,2021-06-16,2021,6,1.6990014,1.3485675,0.8440434
Haiti,HTI,-1.0872638,2021-06-16,2021,6,-0.78971124,-0.72148037,-0.5885416
Honduras,HND,-0.21677843,2021-06-16,2021,6,-0.076927505,-0.28485858,-0.02102288
Hungary,HUN,-1.2626438,2021-06-16,2021,6,-0.13750806,-0.52026665,-0.3503437
Iceland,ISL,-0.5987531,2021-06-16,2021,6,-0.14526287,-0.39422783,-0.045298878
India,IND,0.6058702,2021-06-16,2021,6,0.71101046,-0.35422087,-0.5192249
Indonesia,IDN,0.092722975,2021-06-16,2021,6,0.095937364,-0.31792256,0.20813632
Iran,IRN,-2.0316315,2021-06-16,2021,6,-1.8508992,-1.8849062,-1.7327688
Iraq,IRQ,-2.4677968,2021-06-16,2021,6,-2.1318965,-1.8674968,-1.4839472
Ireland,IRL,-0.5308267,2021-06-16,2021,6,0.011349365,-0.44876012,0.9752592
Israel,ISR,-1.1584076,2021-06-16,2021,6,-1.4093912,-0.9660066,-1.0702138
Italy,ITA,-0.8172124,2021-06-16,2021,6,-0.47442538,-1.0894331,-0.62449455
Ivory Coast,CIV,-0.29873404,2021-06-16,2021,6,-0.44500586,-0.69730747,-0.65902287
Jamaica,JAM,-0.6118998,2021-06-16,2021,6,-1.2956895,-0.69237113,-0.3865838
Japan,JPN,-0.1393861,2021-06-16,2021,6,0.9390918,0.2826109,0.3328055
Jordan,JOR,-1.1580906,2021-06-16,2021,6,-1.3235619,-1.0258721,-1.020501
Kazakhstan,KAZ,-1.9647845,2021-06-16,2021,6,-1.5976187,-0.35010403,0.91108984
Kenya,KEN,0.009321578,2021-06-16,2021,6,0.66372657,0.87363595,1.3667839
Kiribati,KIR,,2021-06-16,2021,6,,,
Kosovo,-99,-1.2317473,2021-06-16,2021,6,0.47010016,0.07096619,0.8753536
Kuwait,KWT,-2.6024446,2021-06-16,2021,6,-2.5526543,-2.2912173,-2.2425866
Kyrgyzstan,KGZ,-1.683113,2021-06-16,2021,6,-0.83603346,-0.21239041,0.4932509
Laos,LAO,-0.101080395,2021-06-16,2021,6,-0.29527894,1.6919206,0.2412992
Latvia,LVA,0.015027232,2021-06-16,2021,6,0.99574596,-0.88926893,0.4956433
Lebanon,LBN,-1.5306268,2021-06-16,2021,6,-1.4729296,-1.0531361,-0.6739807
Lesotho,LSO,-0.73132896,2021-06-16,2021,6,-0.3663459,0.023259426,1.1990284
Liberia,LBR,-0.13931267,2021-06-16,2021,6,-0.28301394,-0.2806225,-0.46349517
Libya,LBY,-1.4651748,2021-06-16,2021,6,-1.1260221,-0.86752206,-1.0236642
Lithuania,LTU,0.06054904,2021-06-16,2021,6,0.8301493,-1.2342963,0.119020425
Luxembourg,LUX,0.70822906,2021-06-16,2021,6,0.031717334,-0.46203533,0.8055855
Madagascar,MDG,-0.43712318,2021-06-16,2021,6,-0.31522733,-0.51643443,-0.8974945
Malawi,MWI,-0.7658749,2021-06-16,2021,6,-0.3502988,-0.59861386,-0.623922
Malaysia,MYS,0.2657164,2021-06-16,2021,6,0.6687797,-0.35171345,0.7804108
Mali,MLI,-0.85570294,2021-06-16,2021,6,-0.9287824,-1.429592,-1.506197
Mauritania,MRT,-0.8320806,2021-06-16,2021,6,-0.97667944,-1.0934552,-1.1519523
Mauritius,MUS,1.4111387,2021-06-16,2021,6,0.763372,0.22380908,-2.5356998
Mexico,MEX,0.3789071,2021-06-16,2021,6,-0.42578465,-0.79172033,-0.5911925
Moldova,MDA,1.358662,2021-06-16,2021,6,0.8780396,0.35892537,0.77870333
Mongolia,MNG,-0.0076624625,2021-06-16,2021,6,-0.44973972,-1.2695999,-2.0666747
Montenegro,MNE,-1.1372393,2021-06-16,2021,6,-0.41087678,-0.6941492,0.32980517
Morocco,MAR,-1.0259801,2021-06-16,2021,6,-0.9136807,-0.9928068,-0.5682735
Mozambique,MOZ,-0.2695839,2021-06-16,2021,6,-0.28323448,0.34261116,0.19235042
Myanmar,MMR,-1.1569326,2021-06-16,2021,6,-1.5035462,0.15852645,-0.14217183
Namibia,NAM,-0.2210744,2021-06-16,2021,6,0.022211872,0.0044839997,0.32697296
Nepal,NPL,1.0308535,2021-06-16,2021,6,0.92895806,-0.120850876,-0.4785878
Netherlands,NLD,0.97927207,2021-06-16,2021,6,0.45848405,-0.74846226,0.40595534
New Caledonia,NCL,0.9680419,2021-06-16,2021,6,0.49360678,0.6225368,1.1995968
New Zealand,NZL,-0.25136226,2021-06-16,2021,6,0.35783994,0.18432124,0.31523126
Nicaragua,NIC,-0.50419563,2021-06-16,2021,6,0.04767251,-0.22668062,-0.014821859
Niger,NER,-2.0484872,2021-06-16,2021,6,-1.7166284,-0.8004732,-0.158372
Nigeria,NGA,-1.2769377,2021-06-16,2021,6,-1.268883,-0.8195937,-0.30303115
North Korea,PRK,0.8878546,2021-06-16,2021,6,0.94027275,0.5659024,0.9623182
North Macedonia,MKD,-0.9642733,2021-06-16,2021,6,-0.5954621,-0.23165436,1.1808547
Northern Cyprus,-99,-1.374049,2021-06-16,2021,6,-1.2317473,0.47010016,0.07096619
Norway,-99,-0.33274397,2021-06-16,2021,6,-1.374049,-1.2317473,0.47010016
Oman,OMN,-1.6227939,2021-06-16,2021,6,-2.1325598,-2.1218762,-2.4502997
Pakistan,PAK,-0.3752215,2021-06-16,2021,6,-0.48343664,-1.22444,-1.616787
Palestine,PSE,-0.9204343,2021-06-16,2021,6,-1.2575144,-0.88344353,-0.87173104
Panama,PAN,0.28491795,2021-06-16,2021,6,0.9587119,0.9807742,0.5968067
Papua New Guinea,PNG,0.09069715,2021-06-16,2021,6,0.26298642,0.32035163,0.4095006
Paraguay,PRY,-0.9678612,2021-06-16,2021,6,-0.9089776,-0.9820457,0.44010478
Peru,PER,0.06855317,2021-06-16,2021,6,0.21357217,0.105289444,0.24130291
Philippines,PHL,0.024564378,2021-06-16,2021,6,0.39406955,0.27733037,0.82902926
Poland,POL,-0.4464156,2021-06-16,2021,6,0.35242048,-0.38055065,0.20973064
Portugal,PRT,-0.1627451,2021-06-16,2021,6,-0.8792997,0.25059396,0.08027806
Puerto Rico,PRI,0.26743758,2021-06-16,2021,6,-0.44795516,-0.086768515,-0.27328086
Qatar,QAT,-2.3166583,2021-06-16,2021,6,-2.291623,-1.9542197,-1.5882797
Republic of Serbia,SRB,-1.0985136,2021-06-16,2021,6,0.031055251,-0.2418966,0.30589435
Republic of the Congo,COG,0.07332069,2021-06-16,2021,6,-0.19303212,-0.34181684,0.20984855
Romania,ROU,0.21782988,2021-06-16,2021,6,0.6726447,0.35755292,0.6956194
Russia,RUS,-0.7280132,2021-06-16,2021,6,-0.23226686,0.39513162,0.6093576
Rwanda,RWA,-0.31733766,2021-06-16,2021,6,0.34907106,-0.3287174,1.7665704
Saint Vincent and the Grenadines,VCT,0.06853033,2021-06-16,2021,6,0.8378476,1.5252427,1.3597183
Samoa,WSM,-0.33931795,2021-06-16,2021,6,-1.0030141,-0.26598153,0.6455724
Saudi Arabia,SAU,-1.6424837,2021-06-16,2021,6,-1.8109535,-1.5683558,-1.4541131
Senegal,SEN,-0.86798334,2021-06-16,2021,6,-1.1618316,-1.0136068,-0.85815936
Siachen Glacier,-99,-0.015659967,2021-06-16,2021,6,-0.33274397,-1.374049,-1.2317473
Sierra Leone,SLE,-0.26425865,2021-06-16,2021,6,-0.28067225,-0.52112633,-0.9692366
Slovakia,SVK,-1.0945534,2021-06-16,2021,6,-0.12942603,-0.3992014,-0.04551526
Slovenia,SVN,-0.6432663,2021-06-16,2021,6,0.2845219,-1.36852,-0.89804184
Solomon Islands,SLB,0.034936644,2021-06-16,2021,6,0.006883861,-0.00087223406,0.03714139
Somalia,SOM,0.23987505,2021-06-16,2021,6,0.23219946,0.47283104,-0.32917845
Somaliland,-99,0.37693062,2021-06-16,2021,6,-0.015659967,-0.33274397,-1.374049
South Africa,ZAF,-1.2497485,2021-06-16,2021,6,-1.0528301,-0.6916221,0.44276124
South Georgia and the Islands,SGS,-2.2280598,2021-06-16,2021,6,-2.194632,-2.412191,-2.221387
South Korea,KOR,-0.17305568,2021-06-16,2021,6,1.0124335,0.20724757,0.47208944
South Sudan,SSD,-0.11417544,2021-06-16,2021,6,-0.08021007,-0.22433588,-0.50541
Spain,ESP,-0.30237263,2021-06-16,2021,6,-1.0875205,-0.42332208,-0.27630132
Sri Lanka,LKA,0.52661926,2021-06-16,2021,6,0.34719065,-0.61207443,0.3534506
Sudan,SDN,-0.14300026,2021-06-16,2021,6,-0.6409295,-0.45099697,-1.0618252
Suriname,SUR,1.4329758,2021-06-16,2021,6,1.2089667,0.72061366,0.46929753
Sweden,SWE,-0.31445587,2021-06-16,2021,6,0.3688598,0.0015553047,0.22632508
Switzerland,CHE,0.55390066,2021-06-16,2021,6,0.010439708,-1.3581886,0.3419284
Syria,SYR,-2.160439,2021-06-16,2021,6,-1.7654973,-1.4923416,-0.9254515
Taiwan,TWN,-0.5683817,2021-06-16,2021,6,-0.7382149,-0.7541603,-0.73841405
Tajikistan,TJK,-1.2943825,2021-06-16,2021,6,-0.32456478,-0.57164675,-0.80083257
Thailand,THA,-0.0003029759,2021-06-16,2021,6,0.21768422,1.5157382,-0.05520821
The Bahamas,BHS,-1.0959053,2021-06-16,2021,6,-1.3803934,-1.2818228,-1.0862316
Togo,TGO,-1.6078445,2021-06-16,2021,6,-1.3273836,-1.1407094,-0.9257747
Trinidad and Tobago,TTO,0.96248543,2021-06-16,2021,6,2.0454235,1.8865398,1.6162493
Tunisia,TUN,-1.3086629,2021-06-16,2021,6,-0.9250408,-1.1341753,-1.4880396
Turkey,TUR,-1.4190108,2021-06-16,2021,6,-1.1722727,-0.77452576,0.1855086
Turkmenistan,TKM,-2.5819447,2021-06-16,2021,6,-1.7113528,-1.630419,-1.1040503
Uganda,UGA,-0.24882832,2021-06-16,2021,6,0.43365803,0.009893288,0.90400225
Ukraine,UKR,0.80459994,2021-06-16,2021,6,0.68034005,0.6733006,1.2295029
United Arab Emirates,ARE,-1.9989296,2021-06-16,2021,6,-2.063461,-1.9230484,-1.5891435
United Kingdom,GBR,-0.30508548,2021-06-16,2021,6,-0.046047658,-0.95694095,0.60743874
United Republic of Tanzania,TZA,-0.5559037,2021-06-16,2021,6,-0.37138343,0.07126802,0.67717254
United States Virgin Islands,VIR,-0.25932735,2021-06-16,2021,6,-1.1876584,-0.63647765,-0.6874707
United States of America,USA,-0.4297204,2021-06-16,2021,6,-0.14907336,0.010004205,0.05388929
Uruguay,URY,0.073102124,2021-06-16,2021,6,-0.27580562,0.13953525,0.6126531
Uzbekistan,UZB,-2.3858898,2021-06-16,2021,6,-1.5821242,-1.3318434,-0.89490354
Vanuatu,VUT,0.08426567,2021-06-16,2021,6,0.056465372,0.048444297,0.1215323
Venezuela,VEN,-0.16229148,2021-06-16,2021,6,0.2555532,0.45724183,0.26826832
Vietnam,VNM,-0.20911454,2021-06-16,2021,6,-0.17003661,0.69119996,-0.25013536
Western Sahara,ESH,-1.0435734,2021-06-16,2021,6,-0.9607815,-1.026725,-0.8606694
Yemen,YEM,-0.01277382,2021-06-16,2021,6,-0.52699685,-0.58804125,-1.4989582
Zambia,ZMB,0.28253135,2021-06-16,2021,6,0.095656164,0.05657928,-0.0374255
Zimbabwe,ZWE,-0.075721055,2021-06-16,2021,6,-0.41583067,-0.17595828,-0.26386794
eSwatini,SWZ,-0.48197746,2021-06-16,2021,6,-1.1535162,0.8364401,1.0990403
Afghanistan,AFG,-1.5875882,2021-07-16,2021,7,-1.6761936,-1.214041,-1.6156082
Aland,ALA,-0.77870286,2021-07-16,2021,7,-0.1936673,0.56836456,-0.44966838
Albania,ALB,-1.6577812,2021-07-16,2021,7,-1.3612174,-0.8523145,-0.73185295
Algeria,DZA,-0.7816189,2021-07-16,2021,7,-0.8935759,-0.1556753,-0.36462635
Angola,AGO,-0.24170434,2021-07-16,2021,7,0.06647789,0.10444163,0.11535347
Antarctica,ATA,,2021-07-16,2021,7,,,
Argentina,ARG,-0.91038454,2021-07-16,2021,7,-0.25485313,-0.000781576,-0.15184456
Armenia,ARM,-1.9458165,2021-07-16,2021,7,-2.873511,-2.13043,-1.3404847
Australia,AUS,-0.23705676,2021-07-16,2021,7,-0.30639392,0.08594741,0.26812863
Austria,AUT,0.40481326,2021-07-16,2021,7,-0.65107286,0.048290975,-1.2135912
Azerbaijan,AZE,-1.3744465,2021-07-16,2021,7,-2.3206742,-1.2640028,-0.9587671
Bangladesh,BGD,-0.20736955,2021-07-16,2021,7,-0.5657984,-1.0378836,-1.4683948
Belarus,BLR,-0.7914047,2021-07-16,2021,7,-0.20617959,0.68431556,-0.3571145
Belgium,BEL,1.5973079,2021-07-16,2021,7,0.7153035,-0.08531949,-0.8858504
Belize,BLZ,-0.70694596,2021-07-16,2021,7,-0.051404674,0.040670615,0.24741913
Benin,BEN,-0.88946307,2021-07-16,2021,7,-1.6768038,-1.7613637,-1.6504765
Bhutan,BTN,-1.0956126,2021-07-16,2021,7,-0.8749533,0.369554,-0.4913364
Bolivia,BOL,-1.0435581,2021-07-16,2021,7,-0.18555674,0.15787868,-0.07613663
Bosnia and Herzegovina,BIH,-1.3718066,2021-07-16,2021,7,-1.2258738,-0.34078005,-0.7806082
Botswana,BWA,-0.8626353,2021-07-16,2021,7,-0.6661526,-0.55505896,-0.26230055
Brazil,BRA,-0.66116345,2021-07-16,2021,7,-0.47425956,-0.35498872,0.017980557
Brunei,BRN,0.8459878,2021-07-16,2021,7,-0.49786875,-0.27457058,-0.5590159
Bulgaria,BGR,0.32453427,2021-07-16,2021,7,1.1010451,0.55108166,0.3588455
Burkina Faso,BFA,0.36799678,2021-07-16,2021,7,-0.5449965,-0.9927867,-2.2568662
Burundi,BDI,0.36340198,2021-07-16,2021,7,-0.5039576,-0.2787297,-0.72405493
Cabo Verde,CPV,0.14248425,2021-07-16,2021,7,-0.8225929,-0.6927825,-1.2255065
Cambodia,KHM,-0.47940683,2021-07-16,2021,7,0.180712,0.4121787,1.5597668
Cameroon,CMR,-0.6948158,2021-07-16,2021,7,-0.06998311,0.5141901,0.38039643
