country,ISO_A3,date,spei
Cyprus,CYP,2021-04-16,-1.1570032
Czechia,CZE,2021-04-16,-0.736663
Democratic Republic of the Congo,COD,2021-04-16,-0.095417514
Denmark,DNK,2021-04-16,-0.8929306
Djibouti,DJI,2021-04-16,-0.9630894
Dominican Republic,DOM,2021-04-16,-0.8176286
East Timor,TLS,2021-04-16,-1.9829574
Ecuador,ECU,2021-04-16,0.15158805
Egypt,EGY,2021-04-16,-1.1586525
El Salvador,SLV,2021-04-16,-0.32285407
Equatorial Guinea,GNQ,2021-04-16,0.041187473
Eritrea,ERI,2021-04-16,0.0796091
Estonia,EST,2021-04-16,-0.32555503
Ethiopia,ETH,2021-04-16,0.60555774
Falkland Islands,FLK,2021-04-16,-1.331414
Faroe Islands,FRO,2021-04-16,-0.21815912
Fiji,FJI,2021-04-16,-0.65822744
Finland,FIN,2021-04-16,0.42189702
France,-99,2021-04-16,-1.1863884
French Polynesia,PYF,2021-04-16,-1.6231403
French Southern and Antarctic Lands,ATF,2021-04-16,0.5642199
Gabon,GAB,2021-04-16,-0.5669459
Gambia,GMB,2021-04-16,-0.9429444
Georgia,GEO,2021-04-16,-0.26858923
Germany,DEU,2021-04-16,-0.73452485
Ghana,GHA,2021-04-16,-1.1915363
Greece,GRC,2021-04-16,-1.0363243
Greenland,GRL,2021-04-16,0.7196416
Guatemala,GTM,2021-04-16,-0.40877104
Guinea,GIN,2021-04-16,-1.1660748
Guinea-Bissau,GNB,2021-04-16,-1.0354501
Guyana,GUY,2021-04-16,1.3485675
Haiti,HTI,2021-04-16,-0.72148037
Honduras,HND,2021-04-16,-0.28485858
Hungary,HUN,2021-04-16,-0.52026665
Iceland,ISL,2021-04-16,-0.39422783
India,IND,2021-04-16,-0.35422087
Indonesia,IDN,2021-04-16,-0.31792256
Iran,IRN,2021-04-16,-1.8849062
Iraq,IRQ,2021-04-16,-1.8674968
Ireland,IRL,2021-04-16,-0.44876012
Israel,ISR,2021-04-16,-0.9660066
Italy,ITA,2021-04-16,-1.0894331
Ivory Coast,CIV,2021-04-16,-0.69730747
Jamaica,JAM,2021-04-16,-0.69237113
Japan,JPN,2021-04-16,0.2826109
Jordan,JOR,2021-04-16,-1.0258721
Kazakhstan,KAZ,2021-04-16,-0.35010403
Kenya,KEN,2021-04-16,0.87363595
Kiribati,KIR,2021-04-16,
Kosovo,-99,2021-04-16,-0.49457934
Kuwait,KWT,2021-04-16,-2.2912173
Kyrgyzstan,KGZ,2021-04-16,-0.21239041
Laos,LAO,2021-04-16,1.6919206
Latvia,LVA,2021-04-16,-0.88926893
Lebanon,LBN,2021-04-16,-1.0531361
Lesotho,LSO,2021-04-16,0.023259426
Liberia,LBR,2021-04-16,-0.2806225
Libya,LBY,2021-04-16,-0.86752206
Lithuania,LTU,2021-04-16,-1.2342963
Luxembourg,LUX,2021-04-16,-0.46203533
Madagascar,MDG,2021-04-16,-0.51643443
Malawi,MWI,2021-04-16,-0.59861386
Malaysia,MYS,2021-04-16,-0.35171345
Mali,MLI,2021-04-16,-1.429592
Mauritania,MRT,2021-04-16,-1.0934552
Mauritius,MUS,2021-04-16,0.22380908
Mexico,MEX,2021-04-16,-0.79172033
Moldova,MDA,2021-04-16,0.35892537
Mongolia,MNG,2021-04-16,-1.2695999
Montenegro,MNE,2021-04-16,-0.6941492
Morocco,MAR,2021-04-16,-0.9928068
Mozambique,MOZ,2021-04-16,0.34261116
Myanmar,MMR,2021-04-16,0.15852645
Namibia,NAM,2021-04-16,0.0044839997
Nepal,NPL,2021-04-16,-0.120850876
Netherlands,NLD,2021-04-16,-0.74846226
New Caledonia,NCL,2021-04-16,0.6225368
New Zealand,NZL,2021-04-16,0.18432124
Nicaragua,NIC,2021-04-16,-0.22668062
Niger,NER,2021-04-16,-0.8004732
Nigeria,NGA,2021-04-16,-0.8195937
North Korea,PRK,2021-04-16,0.5659024
North Macedonia,MKD,2021-04-16,-0.23165436
Northern Cyprus,-99,2021-04-16,-1.0241691
Norway,-99,2021-04-16,0.1665645
Oman,OMN,2021-04-16,-2.1218762
Pakistan,PAK,2021-04-16,-1.22444
Palestine,PSE,2021-04-16,-0.88344353
Panama,PAN,2021-04-16,0.9807742
Papua New Guinea,PNG,2021-04-16,0.32035163
Paraguay,PRY,2021-04-16,-0.9820457
Peru,PER,2021-04-16,0.105289444
Philippines,PHL,2021-04-16,0.27733037
Poland,POL,2021-04-16,-0.38055065
Portugal,PRT,2021-04-16,0.25059396
Puerto Rico,PRI,2021-04-16,-0.086768515
Qatar,QAT,2021-04-16,-1.9542197
Republic of Serbia,SRB,2021-04-16,-0.2418966
Republic of the Congo,COG,2021-04-16,-0.34181684
Romania,ROU,2021-04-16,0.35755292
Russia,RUS,2021-04-16,0.39513162
Rwanda,RWA,2021-04-16,-0.3287174
Saint Vincent and the Grenadines,VCT,2021-04-16,1.5252427
Samoa,WSM,2021-04-16,-0.26598153
Saudi Arabia,SAU,2021-04-16,-1.5683558
Senegal,SEN,2021-04-16,-1.0136068
Siachen Glacier,-99,2021-04-16,1.3811685
Sierra Leone,SLE,2021-04-16,-0.52112633
Slovakia,SVK,2021-04-16,-0.3992014
Slovenia,SVN,2021-04-16,-1.36852
Solomon Islands,SLB,2021-04-16,-0.00087223406
Somalia,SOM,2021-04-16,0.47283104
Somaliland,-99,2021-04-16,-0.047199316
South Africa,ZAF,2021-04-16,-0.6916221
South Georgia and the Islands,SGS,2021-04-16,-2.412191
South Korea,KOR,2021-04-16,0.20724757
South Sudan,SSD,2021-04-16,-0.22433588
Spain,ESP,2021-04-16,-0.42332208
Sri Lanka,LKA,2021-04-16,-0.61207443
Sudan,SDN,2021-04-16,-0.45099697
Suriname,SUR,2021-04-16,0.72061366
Sweden,SWE,2021-04-16,0.0015553047
Switzerland,CHE,2021-04-16,-1.3581886
Syria,SYR,2021-04-16,-1.4923416
Taiwan,TWN,2021-04-16,-0.7541603
Tajikistan,TJK,2021-04-16,-0.57164675
Thailand,THA,2021-04-16,1.5157382
The Bahamas,BHS,2021-04-16,-1.2818228
Togo,TGO,2021-04-16,-1.1407094
Trinidad and Tobago,TTO,2021-04-16,1.8865398
Tunisia,TUN,2021-04-16,-1.1341753
Turkey,TUR,2021-04-16,-0.77452576
Turkmenistan,TKM,2021-04-16,-1.630419
Uganda,UGA,2021-04-16,0.009893288
Ukraine,UKR,2021-04-16,0.6733006
United Arab Emirates,ARE,2021-04-16,-1.9230484
United Kingdom,GBR,2021-04-16,-0.95694095
United Republic of Tanzania,TZA,2021-04-16,0.07126802
United States Virgin Islands,VIR,2021-04-16,-0.63647765
United States of America,USA,2021-04-16,0.010004205
Uruguay,URY,2021-04-16,0.13953525
Uzbekistan,UZB,2021-04-16,-1.3318434
Vanuatu,VUT,2021-04-16,0.048444297
Venezuela,VEN,2021-04-16,0.45724183
Vietnam,VNM,2021-04-16,0.69119996
Western Sahara,ESH,2021-04-16,-1.026725
Yemen,YEM,2021-04-16,-0.58804125
Zambia,ZMB,2021-04-16,0.05657928
Zimbabwe,ZWE,2021-04-16,-0.17595828
eSwatini,SWZ,2021-04-16,0.8364401
Afghanistan,AFG,2021-05-16,-1.214041
Aland,ALA,2021-05-16,0.56836456
Albania,ALB,2021-05-16,-0.8523145
Algeria,DZA,2021-05-16,-0.1556753
Angola,AGO,2021-05-16,0.10444163
Antarctica,ATA,2021-05-16,
Argentina,ARG,2021-05-16,-0.000781576
Armenia,ARM,2021-05-16,-2.13043
Australia,AUS,2021-05-16,0.08594741
Austria,AUT,2021-05-16,0.048290975
Azerbaijan,AZE,2021-05-16,-1.2640028
Bangladesh,BGD,2021-05-16,-1.0378836
Belarus,BLR,2021-05-16,0.68431556
Belgium,BEL,2021-05-16,-0.08531949
Belize,BLZ,2021-05-16,0.040670615
Benin,BEN,2021-05-16,-1.7613637
Bhutan,BTN,2021-05-16,0.369554
Bolivia,BOL,2021-05-16,0.15787868
Bosnia and Herzegovina,BIH,2021-05-16,-0.34078005
Botswana,BWA,2021-05-16,-0.55505896
Brazil,BRA,2021-05-16,-0.35498872
Brunei,BRN,2021-05-16,-0.27457058
Bulgaria,BGR,2021-05-16,0.55108166
Burkina Faso,BFA,2021-05-16,-0.9927867
Burundi,BDI,2021-05-16,-0.2787297
Cabo Verde,CPV,2021-05-16,-0.6927825
Cambodia,KHM,2021-05-16,0.4121787
Cameroon,CMR,2021-05-16,0.5141901
Canada,CAN,2021-05-16,-0.14565496
Cayman Islands,CYM,2021-05-16,
Central African Republic,CAF,2021-05-16,-0.111808054
Chad,TCD,2021-05-16,-1.1585717
Chile,CHL,2021-05-16,-0.8047842
China,CHN,2021-05-16,-0.06436716
Colombia,COL,2021-05-16,0.4627663
Comoros,COM,2021-05-16,-0.5934852
Costa Rica,CRI,2021-05-16,0.87753594
Croatia,HRV,2021-05-16,-0.23522308
Cuba,CUB,2021-05-16,-1.1116662
Cyprus,CYP,2021-05-16,-1.2311455
Czechia,CZE,2021-05-16,0.072958805
Democratic Republic of the Congo,COD,2021-05-16,-0.03304759
Denmark,DNK,2021-05-16,0.555816
Djibouti,DJI,2021-05-16,-0.73549634
Dominican Republic,DOM,2021-05-16,-0.6154893
East Timor,TLS,2021-05-16,-1.7151874
Ecuador,ECU,2021-05-16,0.24205668
Egypt,EGY,2021-05-16,-1.4413097
El Salvador,SLV,2021-05-16,-0.04374651
Equatorial Guinea,GNQ,2021-05-16,0.8837955
Eritrea,ERI,2021-05-16,0.08506587
Estonia,EST,2021-05-16,1.1790817
Ethiopia,ETH,2021-05-16,0.43708503
Falkland Islands,FLK,2021-05-16,-1.0355662
Faroe Islands,FRO,2021-05-16,-0.024793528
Fiji,FJI,2021-05-16,-0.6368366
Finland,FIN,2021-05-16,1.0972857
France,-99,2021-05-16,-0.4724856
French Polynesia,PYF,2021-05-16,-2.3734403
French Southern and Antarctic Lands,ATF,2021-05-16,-0.47672743
Gabon,GAB,2021-05-16,-0.1681304
Gambia,GMB,2021-05-16,-1.0450767
Georgia,GEO,2021-05-16,-1.1339034
Germany,DEU,2021-05-16,0.21125184
Ghana,GHA,2021-05-16,-1.048977
Greece,GRC,2021-05-16,-1.272392
Greenland,GRL,2021-05-16,0.31050515
Guatemala,GTM,2021-05-16,0.6900345
Guinea,GIN,2021-05-16,-0.52036476
Guinea-Bissau,GNB,2021-05-16,-1.3540847
Guyana,GUY,2021-05-16,1.6990014
Haiti,HTI,2021-05-16,-0.78971124
Honduras,HND,2021-05-16,-0.076927505
Hungary,HUN,2021-05-16,-0.13750806
Iceland,ISL,2021-05-16,-0.14526287
India,IND,2021-05-16,0.71101046
Indonesia,IDN,2021-05-16,0.095937364
Iran,IRN,2021-05-16,-1.8508992
Iraq,IRQ,2021-05-16,-2.1318965
Ireland,IRL,2021-05-16,0.011349365
Israel,ISR,2021-05-16,-1.4093912
Italy,ITA,2021-05-16,-0.47442538
Ivory Coast,CIV,2021-05-16,-0.44500586
Jamaica,JAM,2021-05-16,-1.2956895
Japan,JPN,2021-05-16,0.9390918
Jordan,JOR,2021-05-16,-1.3235619
Kazakhstan,KAZ,2021-05-16,-1.5976187
Kenya,KEN,2021-05-16,0.66372657
Kiribati,KIR,2021-05-16,
Kosovo,-99,2021-05-16,-0.40565014
Kuwait,KWT,2021-05-16,-2.5526543
Kyrgyzstan,KGZ,2021-05-16,-0.83603346
Laos,LAO,2021-05-16,-0.29527894
Latvia,LVA,2021-05-16,0.99574596
Lebanon,LBN,2021-05-16,-1.4729296
Lesotho,LSO,2021-05-16,-0.3663459
Liberia,LBR,2021-05-16,-0.28301394
Libya,LBY,2021-05-16,-1.1260221
Lithuania,LTU,2021-05-16,0.8301493
Luxembourg,LUX,2021-05-16,0.031717334
Madagascar,MDG,2021-05-16,-0.31522733
Malawi,MWI,2021-05-16,-0.3502988
Malaysia,MYS,2021-05-16,0.6687797
Mali,MLI,2021-05-16,-0.9287824
Mauritania,MRT,2021-05-16,-0.97667944
Mauritius,MUS,2021-05-16,0.763372
Mexico,MEX,2021-05-16,-0.42578465
Moldova,MDA,2021-05-16,0.8780396
Mongolia,MNG,2021-05-16,-0.44973972
Montenegro,MNE,2021-05-16,-0.41087678
Morocco,MAR,2021-05-16,-0.9136807
Mozambique,MOZ,2021-05-16,-0.28323448
Myanmar,MMR,2021-05-16,-1.5035462
Namibia,NAM,2021-05-16,0.022211872
Nepal,NPL,2021-05-16,0.92895806
Netherlands,NLD,2021-05-16,0.45848405
New Caledonia,NCL,2021-05-16,0.49360678
New Zealand,NZL,2021-05-16,0.35783994
Nicaragua,NIC,2021-05-16,0.04767251
Niger,NER,2021-05-16,-1.7166284
Nigeria,NGA,2021-05-16,-1.268883
North Korea,PRK,2021-05-16,0.94027275
North Macedonia,MKD,2021-05-16,-0.5954621
Northern Cyprus,-99,2021-05-16,-0.9841907
Norway,-99,2021-05-16,0.4890063
Oman,OMN,2021-05-16,-2.1325598
Pakistan,PAK,2021-05-16,-0.48343664
Palestine,PSE,2021-05-16,-1.2575144
Panama,PAN,2021-05-16,0.9587119
Papua New Guinea,PNG,2021-05-16,0.26298642
Paraguay,PRY,2021-05-16,-0.9089776
Peru,PER,2021-05-16,0.21357217
Philippines,PHL,2021-05-16,0.39406955
Poland,POL,2021-05-16,0.35242048
Portugal,PRT,2021-05-16,-0.8792997
Puerto Rico,PRI,2021-05-16,-0.44795516
Qatar,QAT,2021-05-16,-2.291623
Republic of Serbia,SRB,2021-05-16,0.031055251
Republic of the Congo,COG,2021-05-16,-0.19303212
Romania,ROU,2021-05-16,0.6726447
Russia,RUS,2021-05-16,-0.23226686
Rwanda,RWA,2021-05-16,0.34907106
Saint Vincent and the Grenadines,VCT,2021-05-16,0.8378476
Samoa,WSM,2021-05-16,-1.0030141
Saudi Arabia,SAU,2021-05-16,-1.8109535
Senegal,SEN,2021-05-16,-1.1618316
Siachen Glacier,-99,2021-05-16,0.8753536
Sierra Leone,SLE,2021-05-16,-0.28067225
Slovakia,SVK,2021-05-16,-0.12942603
Slovenia,SVN,2021-05-16,0.2845219
Solomon Islands,SLB,2021-05-16,0.006883861
Somalia,SOM,2021-05-16,0.23219946
Somaliland,-99,2021-05-16,0.07096619
South Africa,ZAF,2021-05-16,-1.0528301
South Georgia and the Islands,SGS,2021-05-16,-2.194632
South Korea,KOR,2021-05-16,1.0124335
South Sudan,SSD,2021-05-16,-0.08021007
Spain,ESP,2021-05-16,-1.0875205
Sri Lanka,LKA,2021-05-16,0.34719065
Sudan,SDN,2021-05-16,-0.6409295
Suriname,SUR,2021-05-16,1.2089667
Sweden,SWE,2021-05-16,0.3688598
Switzerland,CHE,2021-05-16,0.010439708
Syria,SYR,2021-05-16,-1.7654973
Taiwan,TWN,2021-05-16,-0.7382149
Tajikistan,TJK,2021-05-16,-0.32456478
Thailand,THA,2021-05-16,0.21768422
The Bahamas,BHS,2021-05-16,-1.3803934
Togo,TGO,2021-05-16,-1.3273836
Trinidad and Tobago,TTO,2021-05-16,2.0454235
Tunisia,TUN,2021-05-16,-0.9250408
Turkey,TUR,2021-05-16,-1.1722727
Turkmenistan,TKM,2021-05-16,-1.7113528
Uganda,UGA,2021-05-16,0.43365803
Ukraine,UKR,2021-05-16,0.68034005
United Arab Emirates,ARE,2021-05-16,-2.063461
United Kingdom,GBR,2021-05-16,-0.046047658
United Republic of Tanzania,TZA,2021-05-16,-0.37138343
United States Virgin Islands,VIR,2021-05-16,-1.1876584
United States of America,USA,2021-05-16,-0.14907336
Uruguay,URY,2021-05-16,-0.27580562
Uzbekistan,UZB,2021-05-16,-1.5821242
Vanuatu,VUT,2021-05-16,0.056465372
Venezuela,VEN,2021-05-16,0.2555532
Vietnam,VNM,2021-05-16,-0.17003661
Western Sahara,ESH,2021-05-16,-0.9607815
Yemen,YEM,2021-05-16,-0.52699685
Zambia,ZMB,2021-05-16,0.095656164
Zimbabwe,ZWE,2021-05-16,-0.41583067
eSwatini,SWZ,2021-05-16,-1.1535162
Afghanistan,AFG,2021-06-16,-1.6761936
Aland,ALA,2021-06-16,-0.1936673
Albania,ALB,2021-06-16,-1.3612174
Algeria,DZA,2021-06-16,-0.8935759
Angola,AGO,2021-06-16,0.06647789
Antarctica,ATA,2021-06-16,
Argentina,ARG,2021-06-16,-0.25485313
Armenia,ARM,2021-06-16,-2.873511
Australia,AUS,2021-06-16,-0.30639392
Austria,AUT,2021-06-16,-0.65107286
Azerbaijan,AZE,2021-06-16,-2.3206742
Bangladesh,BGD,2021-06-16,-0.5657984
Belarus,BLR,2021-06-16,-0.20617959
Belgium,BEL,2021-06-16,0.7153035
Belize,BLZ,2021-06-16,-0.051404674
Benin,BEN,2021-06-16,-1.6768038
Bhutan,BTN,2021-06-16,-0.8749533
Bolivia,BOL,2021-06-16,-0.18555674
Bosnia and Herzegovina,BIH,2021-06-16,-1.2258738
Botswana,BWA,2021-06-16,-0.6661526
Brazil,BRA,2021-06-16,-0.47425956
Brunei,BRN,2021-06-16,-0.49786875
Bulgaria,BGR,2021-06-16,1.1010451
Burkina Faso,BFA,2021-06-16,-0.5449965
Burundi,BDI,2021-06-16,-0.5039576
Cabo Verde,CPV,2021-06-16,-0.8225929
Cambodia,KHM,2021-06-16,0.180712
Cameroon,CMR,2021-06-16,-0.06998311
Canada,CAN,2021-06-16,-0.2851249
Cayman Islands,CYM,2021-06-16,
Central African Republic,CAF,2021-06-16,-0.27314627
Chad,TCD,2021-06-16,-0.7591872
Chile,CHL,2021-06-16,-0.82727027
China,CHN,2021-06-16,0.04044025
Colombia,COL,2021-06-16,0.35552296
Comoros,COM,2021-06-16,0.73708767
Costa Rica,CRI,2021-06-16,0.0757204
Croatia,HRV,2021-06-16,-1.101122
Cuba,CUB,2021-06-16,-0.57524395
Cyprus,CYP,2021-06-16,-1.4373934
Czechia,CZE,2021-06-16,-0.57503146
Democratic Republic of the Congo,COD,2021-06-16,0.02021598
Denmark,DNK,2021-06-16,-0.46394497
Djibouti,DJI,2021-06-16,-0.13046835
Dominican Republic,DOM,2021-06-16,-0.73953027
East Timor,TLS,2021-06-16,-0.9565363
Ecuador,ECU,2021-06-16,-0.22207344
Egypt,EGY,2021-06-16,-1.1675448
El Salvador,SLV,2021-06-16,-0.31372783
Equatorial Guinea,GNQ,2021-06-16,0.34012195
Eritrea,ERI,2021-06-16,0.49194878
Estonia,EST,2021-06-16,-0.06386527
Ethiopia,ETH,2021-06-16,0.14500776
Falkland Islands,FLK,2021-06-16,-0.6747756
Faroe Islands,FRO,2021-06-16,-0.41847005
Fiji,FJI,2021-06-16,-0.76337636
Finland,FIN,2021-06-16,-0.046643037
France,-99,2021-06-16,0.47010016
French Polynesia,PYF,2021-06-16,-1.3115864
French Southern and Antarctic Lands,ATF,2021-06-16,0.9208156
Gabon,GAB,2021-06-16,0.013355391
Gambia,GMB,2021-06-16,-0.50987065
Georgia,GEO,2021-06-16,-2.1067338
Germany,DEU,2021-06-16,0.20533389
Ghana,GHA,2021-06-16,-1.0542765
Greece,GRC,2021-06-16,-1.1847748
Greenland,GRL,2021-06-16,-0.3177231
Guatemala,GTM,2021-06-16,0.00877098
Guinea,GIN,2021-06-16,-0.8316293
Guinea-Bissau,GNB,2021-06-16,-1.1304916
Guyana,GUY,2021-06-16,1.6564322
Haiti,HTI,2021-06-16,-1.0872638
Honduras,HND,2021-06-16,-0.21677843
Hungary,HUN,2021-06-16,-1.2626438
Iceland,ISL,2021-06-16,-0.5987531
India,IND,2021-06-16,0.6058702
Indonesia,IDN,2021-06-16,0.092722975
Iran,IRN,2021-06-16,-2.0316315
Iraq,IRQ,2021-06-16,-2.4677968
Ireland,IRL,2021-06-16,-0.5308267
Israel,ISR,2021-06-16,-1.1584076
Italy,ITA,2021-06-16,-0.8172124
Ivory Coast,CIV,2021-06-16,-0.29873404
Jamaica,JAM,2021-06-16,-0.6118998
Japan,JPN,2021-06-16,-0.1393861
Jordan,JOR,2021-06-16,-1.1580906
Kazakhstan,KAZ,2021-06-16,-1.9647845
Kenya,KEN,2021-06-16,0.009321578
Kiribati,KIR,2021-06-16,
Kosovo,-99,2021-06-16,-1.2317473
Kuwait,KWT,2021-06-16,-2.6024446
Kyrgyzstan,KGZ,2021-06-16,-1.683113
Laos,LAO,2021-06-16,-0.101080395
Latvia,LVA,2021-06-16,0.015027232
Lebanon,LBN,2021-06-16,-1.5306268
Lesotho,LSO,2021-06-16,-0.73132896
Liberia,LBR,2021-06-16,-0.13931267
Libya,LBY,2021-06-16,-1.4651748
Lithuania,LTU,2021-06-16,0.06054904
Luxembourg,LUX,2021-06-16,0.70822906
Madagascar,MDG,2021-06-16,-0.43712318
Malawi,MWI,2021-06-16,-0.7658749
Malaysia,MYS,2021-06-16,0.2657164
Mali,MLI,2021-06-16,-0.85570294
Mauritania,MRT,2021-06-16,-0.8320806
Mauritius,MUS,2021-06-16,1.4111387
Mexico,MEX,2021-06-16,0.3789071
Moldova,MDA,2021-06-16,1.358662
Mongolia,MNG,2021-06-16,-0.0076624625
Montenegro,MNE,2021-06-16,-1.1372393
Morocco,MAR,2021-06-16,-1.0259801
Mozambique,MOZ,2021-06-16,-0.2695839
Myanmar,MMR,2021-06-16,-1.1569326
Namibia,NAM,2021-06-16,-0.2210744
Nepal,NPL,2021-06-16,1.0308535
Netherlands,NLD,2021-06-16,0.97927207
New Caledonia,NCL,2021-06-16,0.9680419
New Zealand,NZL,2021-06-16,-0.25136226
Nicaragua,NIC,2021-06-16,-0.50419563
Niger,NER,2021-06-16,-2.0484872
Nigeria,NGA,2021-06-16,-1.2769377
North Korea,PRK,2021-06-16,0.8878546
North Macedonia,MKD,2021-06-16,-0.9642733
Northern Cyprus,-99,2021-06-16,-1.374049
Norway,-99,2021-06-16,-0.33274397
Oman,OMN,2021-06-16,-1.6227939
Pakistan,PAK,2021-06-16,-0.3752215
Palestine,PSE,2021-06-16,-0.9204343
Panama,PAN,2021-06-16,0.28491795
Papua New Guinea,PNG,2021-06-16,0.09069715
Paraguay,PRY,2021-06-16,-0.9678612
Peru,PER,2021-06-16,0.06855317
Philippines,PHL,2021-06-16,0.024564378
Poland,POL,2021-06-16,-0.4464156
Portugal,PRT,2021-06-16,-0.1627451
Puerto Rico,PRI,2021-06-16,0.26743758
Qatar,QAT,2021-06-16,-2.3166583
Republic of Serbia,SRB,2021-06-16,-1.0985136
Republic of the Congo,COG,2021-06-16,0.07332069
Romania,ROU,2021-06-16,0.21782988
Russia,RUS,2021-06-16,-0.7280132
Rwanda,RWA,2021-06-16,-0.31733766
Saint Vincent and the Grenadines,VCT,2021-06-16,0.06853033
Samoa,WSM,2021-06-16,-0.33931795
Saudi Arabia,SAU,2021-06-16,-1.6424837
Senegal,SEN,2021-06-16,-0.86798334
Siachen Glacier,-99,2021-06-16,-0.015659967
Sierra Leone,SLE,2021-06-16,-0.26425865
Slovakia,SVK,2021-06-16,-1.0945534
Slovenia,SVN,2021-06-16,-0.6432663
Solomon Islands,SLB,2021-06-16,0.034936644
Somalia,SOM,2021-06-16,0.23987505
Somaliland,-99,2021-06-16,0.37693062
South Africa,ZAF,2021-06-16,-1.2497485
South Georgia and the Islands,SGS,2021-06-16,-2.2280598
South Korea,KOR,2021-06-16,-0.17305568
South Sudan,SSD,2021-06-16,-0.11417544
Spain,ESP,2021-06-16,-0.30237263
Sri Lanka,LKA,2021-06-16,0.52661926
Sudan,SDN,2021-06-16,-0.14300026
Suriname,SUR,2021-06-16,1.4329758
Sweden,SWE,2021-06-16,-0.31445587
Switzerland,CHE,2021-06-16,0.55390066
Syria,SYR,2021-06-16,-2.160439
Taiwan,TWN,2021-06-16,-0.5683817
Tajikistan,TJK,2021-06-16,-1.2943825
Thailand,THA,2021-06-16,-0.0003029759
The Bahamas,BHS,2021-06-16,-1.0959053
Togo,TGO,2021-06-16,-1.6078445
Trinidad and Tobago,TTO,2021-06-16,0.96248543
Tunisia,TUN,2021-06-16,-1.3086629
Turkey,TUR,2021-06-16,-1.4190108
Turkmenistan,TKM,2021-06-16,-2.5819447
Uganda,UGA,2021-06-16,-0.24882832
Ukraine,UKR,2021-06-16,0.80459994
United Arab Emirates,ARE,2021-06-16,-1.9989296
United Kingdom,GBR,2021-06-16,-0.30508548
United Republic of Tanzania,TZA,2021-06-16,-0.5559037
United States Virgin Islands,VIR,2021-06-16,-0.25932735
United States of America,USA,2021-06-16,-0.4297204
Uruguay,URY,2021-06-16,0.073102124
Uzbekistan,UZB,2021-06-16,-2.3858898
Vanuatu,VUT,2021-06-16,0.08426567
Venezuela,VEN,2021-06-16,-0.16229148
Vietnam,VNM,2021-06-16,-0.20911454
Western Sahara,ESH,2021-06-16,-1.0435734
Yemen,YEM,2021-06-16,-0.01277382
Zambia,ZMB,2021-06-16,0.28253135
Zimbabwe,ZWE,2021-06-16,-0.075721055
eSwatini,SWZ,2021-06-16,-0.48197746
Afghanistan,AFG,2021-07-16,-1.5875882
Aland,ALA,2021-07-16,-0.77870286
Albania,ALB,2021-07-16,-1.6577812
Algeria,DZA,2021-07-16,-0.7816189
Angola,AGO,2021-07-16,-0.24170434
Antarctica,ATA,2021-07-16,
Argentina,ARG,2021-07-16,-0.91038454
Armenia,ARM,2021-07-16,-1.9458165
Australia,AUS,2021-07-16,-0.23705676
Austria,AUT,2021-07-16,0.40481326
Azerbaijan,AZE,2021-07-16,-1.3744465
Bangladesh,BGD,2021-07-16,-0.20736955
Belarus,BLR,2021-07-16,-0.7914047
Belgium,BEL,2021-07-16,1.5973079
Belize,BLZ,2021-07-16,-0.70694596
Benin,BEN,2021-07-16,-0.88946307
Bhutan,BTN,2021-07-16,-1.0956126
Bolivia,BOL,2021-07-16,-1.0435581
Bosnia and Herzegovina,BIH,2021-07-16,-1.3718066
Botswana,BWA,2021-07-16,-0.8626353
Brazil,BRA,2021-07-16,-0.66116345
Brunei,BRN,2021-07-16,0.8459878
Bulgaria,BGR,2021-07-16,0.32453427
Burkina Faso,BFA,2021-07-16,0.36799678
Burundi,BDI,2021-07-16,0.36340198
Cabo Verde,CPV,2021-07-16,0.14248425
Cambodia,KHM,2021-07-16,-0.47940683
Cameroon,CMR,2021-07-16,-0.6948158
Canada,CAN,2021-07-16,-0.48028824
Cayman Islands,CYM,2021-07-16,
Central African Republic,CAF,2021-07-16,0.102312244
Chad,TCD,2021-07-16,-0.5867316
Chile,CHL,2021-07-16,-0.8241476
China,CHN,2021-07-16,-0.11455083
Colombia,COL,2021-07-16,0.11847888
Comoros,COM,2021-07-16,-0.4007156
Costa Rica,CRI,2021-07-16,0.21188757
Croatia,HRV,2021-07-16,-1.1549174
Cuba,CUB,2021-07-16,0.11773012
Cyprus,CYP,2021-07-16,-1.3136066
Czechia,CZE,2021-07-16,0.0191041
Democratic Republic of the Congo,COD,2021-07-16,0.032960724
Denmark,DNK,2021-07-16,-0.20184614
Djibouti,DJI,2021-07-16,0.47039565
Dominican Republic,DOM,2021-07-16,-0.19015205
East Timor,TLS,2021-07-16,-0.451542
Ecuador,ECU,2021-07-16,-0.20037308
Egypt,EGY,2021-07-16,-1.4649844
El Salvador,SLV,2021-07-16,-0.39702755
Equatorial Guinea,GNQ,2021-07-16,0.023868296
Eritrea,ERI,2021-07-16,0.20617774
Estonia,EST,2021-07-16,-1.1074399
Ethiopia,ETH,2021-07-16,0.11848262
Falkland Islands,FLK,2021-07-16,-0.82284105
Faroe Islands,FRO,2021-07-16,-0.5030827
Fiji,FJI,2021-07-16,-0.06539366
Finland,FIN,2021-07-16,-1.0094627
France,-99,2021-07-16,1.2596388
French Polynesia,PYF,2021-07-16,-1.0716594
French Southern and Antarctic Lands,ATF,2021-07-16,0.7444702
Gabon,GAB,2021-07-16,0.29685646
Gambia,GMB,2021-07-16,-1.3050923
Georgia,GEO,2021-07-16,-1.4734625
Germany,DEU,2021-07-16,0.68903756
