spei_iso3,spei,spei_date,year,month
SOM,0.5131483,2021-12-16,2021,12
SOL,-0.41723928,2021-12-16,2021,12
ZAF,1.1203144,2021-12-16,2021,12
SGS,-1.305093,2021-12-16,2021,12
KOR,-0.06422101,2021-12-16,2021,12
SSD,-0.40754697,2021-12-16,2021,12
ESP,-0.7805647,2021-12-16,2021,12
LKA,0.5326834,2021-12-16,2021,12
SDN,-1.2383727,2021-12-16,2021,12
SUR,1.4916719,2021-12-16,2021,12
SWE,0.38596773,2021-12-16,2021,12
CHE,-0.57758147,2021-12-16,2021,12
SYR,-1.2009754,2021-12-16,2021,12
TWN,0.13963653,2021-12-16,2021,12
TJK,-1.1785691,2021-12-16,2021,12
THA,0.7446431,2021-12-16,2021,12
BHS,-0.4029057,2021-12-16,2021,12
TGO,-0.42228496,2021-12-16,2021,12
TTO,-1.3318777,2021-12-16,2021,12
TUN,-0.8878158,2021-12-16,2021,12
TUR,-0.8026975,2021-12-16,2021,12
TKM,-1.1211138,2021-12-16,2021,12
UGA,0.48520726,2021-12-16,2021,12
UKR,-0.62777764,2021-12-16,2021,12
ARE,-0.7622485,2021-12-16,2021,12
GBR,0.12435978,2021-12-16,2021,12
TZA,-0.59874284,2021-12-16,2021,12
VIR,-0.29876956,2021-12-16,2021,12
USA,0.091738984,2021-12-16,2021,12
URY,-1.8299198,2021-12-16,2021,12
UZB,-1.1927961,2021-12-16,2021,12
VUT,-0.04196297,2021-12-16,2021,12
VEN,0.22946337,2021-12-16,2021,12
VNM,0.93272287,2021-12-16,2021,12
ESH,0.05432768,2021-12-16,2021,12
YEM,-0.76630956,2021-12-16,2021,12
ZMB,-0.014005785,2021-12-16,2021,12
ZWE,-0.28239486,2021-12-16,2021,12
SWZ,1.0985464,2021-12-16,2021,12
AFG,-0.3873344,2022-01-16,2022,1
ALA,-0.5094265,2022-01-16,2022,1
ALB,-0.14981833,2022-01-16,2022,1
DZA,-0.37962863,2022-01-16,2022,1
AGO,0.025695449,2022-01-16,2022,1
ARG,-0.41187894,2022-01-16,2022,1
ARM,-0.30335885,2022-01-16,2022,1
AUS,0.3600394,2022-01-16,2022,1
AUT,-0.13474995,2022-01-16,2022,1
AZE,-0.6296854,2022-01-16,2022,1
BGD,0.97866774,2022-01-16,2022,1
BLR,1.0616779,2022-01-16,2022,1
BEL,-0.64054227,2022-01-16,2022,1
BLZ,-1.0100883,2022-01-16,2022,1
BEN,-1.4329867,2022-01-16,2022,1
BTN,0.22527745,2022-01-16,2022,1
BOL,0.13572605,2022-01-16,2022,1
BIH,0.7518562,2022-01-16,2022,1
BWA,0.7387008,2022-01-16,2022,1
BRA,0.21846554,2022-01-16,2022,1
BRN,-0.70814323,2022-01-16,2022,1
BGR,-0.1386724,2022-01-16,2022,1
BFA,-1.9513289,2022-01-16,2022,1
BDI,-0.47611278,2022-01-16,2022,1
CPV,-3.313311,2022-01-16,2022,1
KHM,-0.006284891,2022-01-16,2022,1
CMR,0.13866448,2022-01-16,2022,1
CAN,0.22263178,2022-01-16,2022,1
CAF,0.011820131,2022-01-16,2022,1
TCD,-1.075329,2022-01-16,2022,1
CHL,-0.46134213,2022-01-16,2022,1
CHN,0.0015695998,2022-01-16,2022,1
COL,-0.27138937,2022-01-16,2022,1
COM,-0.10144333,2022-01-16,2022,1
CRI,-0.8884786,2022-01-16,2022,1
HRV,0.2688045,2022-01-16,2022,1
CUB,-0.17908137,2022-01-16,2022,1
CYP,0.58743095,2022-01-16,2022,1
CZE,-0.3456536,2022-01-16,2022,1
COD,0.07373226,2022-01-16,2022,1
DNK,-0.39631677,2022-01-16,2022,1
DJI,-1.0617069,2022-01-16,2022,1
DOM,-1.3070481,2022-01-16,2022,1
TLS,0.05351612,2022-01-16,2022,1
ECU,-0.2912146,2022-01-16,2022,1
EGY,-0.42771333,2022-01-16,2022,1
SLV,-0.2021092,2022-01-16,2022,1
GNQ,-0.0054172343,2022-01-16,2022,1
ERI,0.36568132,2022-01-16,2022,1
EST,1.0464765,2022-01-16,2022,1
ETH,-0.41053483,2022-01-16,2022,1
FLK,-1.0428768,2022-01-16,2022,1
FRO,0.032518957,2022-01-16,2022,1
FJI,2.089323,2022-01-16,2022,1
FIN,0.30119976,2022-01-16,2022,1
FRA,-0.60204625,2022-01-16,2022,1
PYF,-0.18958542,2022-01-16,2022,1
ATF,-0.6856986,2022-01-16,2022,1
GAB,-0.3397632,2022-01-16,2022,1
GMB,-2.3355596,2022-01-16,2022,1
GEO,-0.17103568,2022-01-16,2022,1
DEU,-0.31167307,2022-01-16,2022,1
GHA,-0.3883987,2022-01-16,2022,1
GRC,-0.5057325,2022-01-16,2022,1
GRL,0.7193201,2022-01-16,2022,1
GTM,-0.7923721,2022-01-16,2022,1
GIN,-2.1315732,2022-01-16,2022,1
GNB,-2.4942756,2022-01-16,2022,1
GUY,0.23010843,2022-01-16,2022,1
HTI,-1.4288795,2022-01-16,2022,1
HND,-0.26852092,2022-01-16,2022,1
HUN,-0.17851378,2022-01-16,2022,1
ISL,0.6666313,2022-01-16,2022,1
IND,1.2691582,2022-01-16,2022,1
IDN,0.3234389,2022-01-16,2022,1
IRN,-0.6389797,2022-01-16,2022,1
IRQ,-0.6097409,2022-01-16,2022,1
IRL,-1.5247834,2022-01-16,2022,1
ISR,1.1519468,2022-01-16,2022,1
ITA,-0.69315594,2022-01-16,2022,1
CIV,-0.7026483,2022-01-16,2022,1
JAM,0.76406753,2022-01-16,2022,1
JPN,0.40586853,2022-01-16,2022,1
JOR,0.72287446,2022-01-16,2022,1
KAZ,-0.30975336,2022-01-16,2022,1
KEN,1.21442,2022-01-16,2022,1
XKX,0.88604766,2022-01-16,2022,1
KWT,0.1761884,2022-01-16,2022,1
KGZ,-1.2421833,2022-01-16,2022,1
LAO,-0.3157708,2022-01-16,2022,1
LVA,1.3252201,2022-01-16,2022,1
LBN,0.80697364,2022-01-16,2022,1
LSO,1.0068654,2022-01-16,2022,1
LBR,-0.6156253,2022-01-16,2022,1
LBY,-0.010659051,2022-01-16,2022,1
LTU,0.89577734,2022-01-16,2022,1
LUX,-0.541537,2022-01-16,2022,1
MDG,0.7104771,2022-01-16,2022,1
MWI,-1.4471664,2022-01-16,2022,1
MYS,-0.49180627,2022-01-16,2022,1
MLI,-1.6139075,2022-01-16,2022,1
MRT,-1.4334701,2022-01-16,2022,1
MUS,-0.78149885,2022-01-16,2022,1
MEX,-1.0583735,2022-01-16,2022,1
MDA,-0.37653774,2022-01-16,2022,1
MNG,-0.9120061,2022-01-16,2022,1
MNE,0.68903714,2022-01-16,2022,1
MAR,-0.6254199,2022-01-16,2022,1
MOZ,-0.5382972,2022-01-16,2022,1
MMR,0.19222336,2022-01-16,2022,1
NAM,0.37432256,2022-01-16,2022,1
NPL,0.75028235,2022-01-16,2022,1
NLD,-0.48327273,2022-01-16,2022,1
NCL,1.6042256,2022-01-16,2022,1
NZL,-0.011434758,2022-01-16,2022,1
NIC,-0.8943985,2022-01-16,2022,1
NER,-0.7549826,2022-01-16,2022,1
NGA,-0.8863966,2022-01-16,2022,1
PRK,-0.6189464,2022-01-16,2022,1
MKD,0.009116412,2022-01-16,2022,1
NOR,0.20224446,2022-01-16,2022,1
OMN,-0.8945691,2022-01-16,2022,1
PAK,0.5843006,2022-01-16,2022,1
PSE,0.86487466,2022-01-16,2022,1
PAN,-0.5276631,2022-01-16,2022,1
PNG,0.11200109,2022-01-16,2022,1
PRY,-1.6845609,2022-01-16,2022,1
PER,-0.4042949,2022-01-16,2022,1
PHL,-0.08097255,2022-01-16,2022,1
POL,-0.1392249,2022-01-16,2022,1
PRT,-1.5006253,2022-01-16,2022,1
PRI,-0.7846914,2022-01-16,2022,1
QAT,0.6217789,2022-01-16,2022,1
SRB,0.9707671,2022-01-16,2022,1
COG,-0.048175707,2022-01-16,2022,1
ROU,0.17595053,2022-01-16,2022,1
RUS,0.5453175,2022-01-16,2022,1
RWA,-0.38978234,2022-01-16,2022,1
VCT,-2.778209,2022-01-16,2022,1
WSM,-0.3254036,2022-01-16,2022,1
SAU,-0.41137174,2022-01-16,2022,1
SEN,-2.4527862,2022-01-16,2022,1
SIA,-0.5187311,2022-01-16,2022,1
SLE,-0.7291138,2022-01-16,2022,1
SVK,-0.4551591,2022-01-16,2022,1
SVN,0.024641585,2022-01-16,2022,1
SLB,0.060673326,2022-01-16,2022,1
SOM,-0.0059645916,2022-01-16,2022,1
SOL,-1.2198085,2022-01-16,2022,1
ZAF,0.9930421,2022-01-16,2022,1
SGS,-1.0514535,2022-01-16,2022,1
KOR,-1.4659206,2022-01-16,2022,1
SSD,-0.15770078,2022-01-16,2022,1
ESP,-1.1370078,2022-01-16,2022,1
LKA,0.19038463,2022-01-16,2022,1
SDN,-0.65265715,2022-01-16,2022,1
SUR,0.35300225,2022-01-16,2022,1
SWE,-0.20216644,2022-01-16,2022,1
CHE,-0.67455447,2022-01-16,2022,1
SYR,-0.6067701,2022-01-16,2022,1
TWN,-0.13816743,2022-01-16,2022,1
TJK,-1.0135926,2022-01-16,2022,1
THA,-0.17566575,2022-01-16,2022,1
BHS,0.577501,2022-01-16,2022,1
TGO,-1.053535,2022-01-16,2022,1
TTO,-1.9012973,2022-01-16,2022,1
TUN,-1.0247475,2022-01-16,2022,1
TUR,-0.17641804,2022-01-16,2022,1
TKM,-1.1481146,2022-01-16,2022,1
UGA,0.9025978,2022-01-16,2022,1
UKR,0.5028559,2022-01-16,2022,1
ARE,-0.26805303,2022-01-16,2022,1
GBR,-1.4625475,2022-01-16,2022,1
TZA,-0.23331074,2022-01-16,2022,1
VIR,-0.9284736,2022-01-16,2022,1
USA,-0.59780675,2022-01-16,2022,1
URY,-0.44310966,2022-01-16,2022,1
UZB,-0.7726874,2022-01-16,2022,1
VUT,-0.052867357,2022-01-16,2022,1
VEN,-0.4436735,2022-01-16,2022,1
VNM,0.35319057,2022-01-16,2022,1
ESH,0.12098607,2022-01-16,2022,1
YEM,-0.7878156,2022-01-16,2022,1
ZMB,0.19130974,2022-01-16,2022,1
ZWE,0.24534412,2022-01-16,2022,1
SWZ,0.41647586,2022-01-16,2022,1
AFG,-0.8671683,2022-02-15,2022,2
ALA,0.509705,2022-02-15,2022,2
ALB,-0.48569575,2022-02-15,2022,2
DZA,-0.83163345,2022-02-15,2022,2
AGO,0.00961228,2022-02-15,2022,2
ARG,-0.28422815,2022-02-15,2022,2
ARM,-0.5484126,2022-02-15,2022,2
AUS,-0.1378032,2022-02-15,2022,2
AUT,-0.608696,2022-02-15,2022,2
AZE,-0.72130543,2022-02-15,2022,2
BGD,1.9771904,2022-02-15,2022,2
BLR,1.1917454,2022-02-15,2022,2
BEL,0.05563898,2022-02-15,2022,2
BLZ,0.45526817,2022-02-15,2022,2
BEN,-1.5140082,2022-02-15,2022,2
BTN,2.2044368,2022-02-15,2022,2
BOL,-0.47686818,2022-02-15,2022,2
BIH,-0.37282428,2022-02-15,2022,2
BWA,0.47128785,2022-02-15,2022,2
BRA,-0.14907397,2022-02-15,2022,2
BRN,-0.03328689,2022-02-15,2022,2
BGR,0.12732546,2022-02-15,2022,2
BFA,-1.5203075,2022-02-15,2022,2
BDI,1.1677344,2022-02-15,2022,2
CPV,-2.4831386,2022-02-15,2022,2
KHM,1.4212325,2022-02-15,2022,2
CMR,-0.84868777,2022-02-15,2022,2
CAN,0.16219573,2022-02-15,2022,2
CAF,-1.0082138,2022-02-15,2022,2
TCD,0.102584735,2022-02-15,2022,2
CHL,-0.27904192,2022-02-15,2022,2
CHN,0.19200334,2022-02-15,2022,2
COL,0.22285892,2022-02-15,2022,2
COM,0.070157304,2022-02-15,2022,2
CRI,-1.0876617,2022-02-15,2022,2
HRV,-0.72899616,2022-02-15,2022,2
CUB,-0.81156534,2022-02-15,2022,2
CYP,0.82430494,2022-02-15,2022,2
CZE,-1.1244419,2022-02-15,2022,2
COD,0.049510118,2022-02-15,2022,2
DNK,1.016594,2022-02-15,2022,2
DJI,-1.3330203,2022-02-15,2022,2
DOM,-0.24960093,2022-02-15,2022,2
TLS,-1.0724084,2022-02-15,2022,2
ECU,-0.85477376,2022-02-15,2022,2
EGY,-0.07097269,2022-02-15,2022,2
SLV,-0.24540426,2022-02-15,2022,2
GNQ,-0.41256008,2022-02-15,2022,2
ERI,0.07037026,2022-02-15,2022,2
EST,1.3168923,2022-02-15,2022,2
ETH,-0.7014355,2022-02-15,2022,2
FLK,-0.7195785,2022-02-15,2022,2
FRO,0.027762415,2022-02-15,2022,2
FJI,2.300878,2022-02-15,2022,2
FIN,1.1738838,2022-02-15,2022,2
FRA,-0.50706387,2022-02-15,2022,2
PYF,-0.8894562,2022-02-15,2022,2
ATF,-0.95875293,2022-02-15,2022,2
GAB,-0.8221053,2022-02-15,2022,2
GMB,-2.2841642,2022-02-15,2022,2
GEO,-0.3507208,2022-02-15,2022,2
DEU,-0.105142735,2022-02-15,2022,2
GHA,-1.6492975,2022-02-15,2022,2
GRC,-0.2817736,2022-02-15,2022,2
GRL,0.42985585,2022-02-15,2022,2
GTM,-0.10075526,2022-02-15,2022,2
GIN,-1.9553124,2022-02-15,2022,2
GNB,-2.3699002,2022-02-15,2022,2
GUY,0.9272573,2022-02-15,2022,2
HTI,-0.53157395,2022-02-15,2022,2
HND,0.12558138,2022-02-15,2022,2
HUN,-1.151425,2022-02-15,2022,2
ISL,1.0533738,2022-02-15,2022,2
IND,1.1350696,2022-02-15,2022,2
IDN,-0.0064948085,2022-02-15,2022,2
IRN,-1.0387394,2022-02-15,2022,2
IRQ,-0.7618571,2022-02-15,2022,2
IRL,-0.046224933,2022-02-15,2022,2
ISR,1.2293718,2022-02-15,2022,2
ITA,-1.2859501,2022-02-15,2022,2
CIV,-1.321269,2022-02-15,2022,2
JAM,-1.2617483,2022-02-15,2022,2
JPN,-0.3315771,2022-02-15,2022,2
JOR,0.85491574,2022-02-15,2022,2
KAZ,-0.5909905,2022-02-15,2022,2
KEN,0.11127917,2022-02-15,2022,2
XKX,-0.038302056,2022-02-15,2022,2
KWT,0.20213667,2022-02-15,2022,2
KGZ,-1.1792604,2022-02-15,2022,2
LAO,1.003176,2022-02-15,2022,2
LVA,1.3294163,2022-02-15,2022,2
LBN,0.81812686,2022-02-15,2022,2
LSO,0.6949404,2022-02-15,2022,2
LBR,-0.451185,2022-02-15,2022,2
LBY,0.5223601,2022-02-15,2022,2
LTU,1.1907711,2022-02-15,2022,2
LUX,0.2550305,2022-02-15,2022,2
MDG,0.4009546,2022-02-15,2022,2
MWI,-0.88629836,2022-02-15,2022,2
MYS,0.074922755,2022-02-15,2022,2
MLI,-1.2442112,2022-02-15,2022,2
MRT,-1.5467795,2022-02-15,2022,2
MUS,-0.20708747,2022-02-15,2022,2
MEX,-0.94600844,2022-02-15,2022,2
MDA,-0.52175474,2022-02-15,2022,2
MNG,-0.2598329,2022-02-15,2022,2
MNE,-0.3981407,2022-02-15,2022,2
MAR,-1.2052412,2022-02-15,2022,2
MOZ,-0.12792471,2022-02-15,2022,2
MMR,1.2296855,2022-02-15,2022,2
NAM,0.40292943,2022-02-15,2022,2
NPL,0.8727057,2022-02-15,2022,2
NLD,0.39441976,2022-02-15,2022,2
NCL,2.048865,2022-02-15,2022,2
NZL,0.7649171,2022-02-15,2022,2
NIC,-0.72674525,2022-02-15,2022,2
NER,0.41254205,2022-02-15,2022,2
NGA,-0.14064103,2022-02-15,2022,2
PRK,-1.8488911,2022-02-15,2022,2
MKD,0.034669187,2022-02-15,2022,2
NOR,0.3040721,2022-02-15,2022,2
OMN,-0.7909595,2022-02-15,2022,2
PAK,-0.094290555,2022-02-15,2022,2
PSE,0.9354253,2022-02-15,2022,2
PAN,-0.52177775,2022-02-15,2022,2
PNG,0.095425144,2022-02-15,2022,2
PRY,-2.433994,2022-02-15,2022,2
PER,-0.5376769,2022-02-15,2022,2
PHL,0.41349003,2022-02-15,2022,2
POL,-0.026501453,2022-02-15,2022,2
PRT,-1.5533868,2022-02-15,2022,2
PRI,-0.33327326,2022-02-15,2022,2
QAT,0.14059028,2022-02-15,2022,2
SRB,-0.13488363,2022-02-15,2022,2
COG,-0.8382326,2022-02-15,2022,2
ROU,-0.41003644,2022-02-15,2022,2
RUS,0.3348054,2022-02-15,2022,2
RWA,1.0927187,2022-02-15,2022,2
VCT,-1.4957517,2022-02-15,2022,2
WSM,-0.13445891,2022-02-15,2022,2
SAU,-0.1189671,2022-02-15,2022,2
SEN,-2.2986705,2022-02-15,2022,2
SIA,-0.38874796,2022-02-15,2022,2
SLE,-1.1190339,2022-02-15,2022,2
SVK,-1.1725713,2022-02-15,2022,2
SVN,-0.6953816,2022-02-15,2022,2
SLB,0.031490184,2022-02-15,2022,2
SOM,-0.69344836,2022-02-15,2022,2
SOL,-1.8913023,2022-02-15,2022,2
ZAF,0.71784496,2022-02-15,2022,2
SGS,-1.2928803,2022-02-15,2022,2
KOR,-2.3105912,2022-02-15,2022,2
SSD,0.15616885,2022-02-15,2022,2
ESP,-1.7716771,2022-02-15,2022,2
LKA,-0.34320983,2022-02-15,2022,2
SDN,0.16415611,2022-02-15,2022,2
SUR,0.4739787,2022-02-15,2022,2
SWE,0.11389732,2022-02-15,2022,2
CHE,-0.22851416,2022-02-15,2022,2
SYR,-0.687358,2022-02-15,2022,2
TWN,0.27429986,2022-02-15,2022,2
TJK,-1.1424401,2022-02-15,2022,2
THA,1.3844802,2022-02-15,2022,2
BHS,0.0456765,2022-02-15,2022,2
TGO,-1.8920825,2022-02-15,2022,2
TTO,0.10340236,2022-02-15,2022,2
TUN,-1.4003476,2022-02-15,2022,2
TUR,0.032930132,2022-02-15,2022,2
TKM,-1.3846232,2022-02-15,2022,2
UGA,0.7433638,2022-02-15,2022,2
UKR,0.33568865,2022-02-15,2022,2
ARE,-0.61248016,2022-02-15,2022,2
GBR,-0.1688585,2022-02-15,2022,2
TZA,0.34200996,2022-02-15,2022,2
VIR,-0.6638275,2022-02-15,2022,2
USA,-0.11861017,2022-02-15,2022,2
URY,-0.366198,2022-02-15,2022,2
UZB,-1.0309263,2022-02-15,2022,2
VUT,0.053005185,2022-02-15,2022,2
VEN,-0.018215725,2022-02-15,2022,2
VNM,1.1524299,2022-02-15,2022,2
ESH,-0.98345166,2022-02-15,2022,2
YEM,-0.46745744,2022-02-15,2022,2
ZMB,0.05727384,2022-02-15,2022,2
ZWE,-0.0011793993,2022-02-15,2022,2
SWZ,-0.26444474,2022-02-15,2022,2
AFG,-0.78670526,2022-03-16,2022,3
ALA,0.25517336,2022-03-16,2022,3
ALB,-0.9304015,2022-03-16,2022,3
DZA,-0.2972964,2022-03-16,2022,3
AGO,0.016260596,2022-03-16,2022,3
ARG,0.03130846,2022-03-16,2022,3
ARM,0.30612734,2022-03-16,2022,3
AUS,-0.05395818,2022-03-16,2022,3
AUT,-1.7751414,2022-03-16,2022,3
AZE,-0.26744625,2022-03-16,2022,3
BGD,0.17208429,2022-03-16,2022,3
BLR,-0.46601394,2022-03-16,2022,3
BEL,-1.192221,2022-03-16,2022,3
BLZ,1.2958204,2022-03-16,2022,3
BEN,-0.9771893,2022-03-16,2022,3
BTN,0.40379128,2022-03-16,2022,3
BOL,-0.94779134,2022-03-16,2022,3
BIH,-1.9412065,2022-03-16,2022,3
BWA,0.3506398,2022-03-16,2022,3
BRA,-0.20711523,2022-03-16,2022,3
BRN,1.0315973,2022-03-16,2022,3
BGR,-1.2554771,2022-03-16,2022,3
BFA,-0.37308165,2022-03-16,2022,3
BDI,1.3836952,2022-03-16,2022,3
CPV,-1.7517191,2022-03-16,2022,3
KHM,1.7656306,2022-03-16,2022,3
CMR,-0.7734477,2022-03-16,2022,3
CAN,0.11541355,2022-03-16,2022,3
CAF,-0.61863095,2022-03-16,2022,3
TCD,0.19586605,2022-03-16,2022,3
CHL,-0.15433629,2022-03-16,2022,3
CHN,0.02350117,2022-03-16,2022,3
COL,0.6481,2022-03-16,2022,3
COM,0.45039895,2022-03-16,2022,3
CRI,-0.41744488,2022-03-16,2022,3
HRV,-1.871163,2022-03-16,2022,3
CUB,-0.4592336,2022-03-16,2022,3
CYP,0.8638499,2022-03-16,2022,3
CZE,-2.094772,2022-03-16,2022,3
COD,0.005217466,2022-03-16,2022,3
DNK,-0.1533135,2022-03-16,2022,3
DJI,-0.78984004,2022-03-16,2022,3
DOM,0.35997516,2022-03-16,2022,3
TLS,-0.83367354,2022-03-16,2022,3
ECU,-0.55346197,2022-03-16,2022,3
EGY,0.71712327,2022-03-16,2022,3
SLV,0.12455346,2022-03-16,2022,3
GNQ,-1.0845091,2022-03-16,2022,3
ERI,0.15648293,2022-03-16,2022,3
EST,0.52864784,2022-03-16,2022,3
ETH,-0.28608993,2022-03-16,2022,3
FLK,0.73870546,2022-03-16,2022,3
FRO,-0.083665974,2022-03-16,2022,3
FJI,2.2836425,2022-03-16,2022,3
FIN,0.8964321,2022-03-16,2022,3
FRA,-1.2221591,2022-03-16,2022,3
PYF,-0.62629455,2022-03-16,2022,3
ATF,-0.69349635,2022-03-16,2022,3
GAB,-1.7977026,2022-03-16,2022,3
GMB,-1.4687911,2022-03-16,2022,3
GEO,0.53891873,2022-03-16,2022,3
DEU,-1.3197913,2022-03-16,2022,3
GHA,-1.2764733,2022-03-16,2022,3
GRC,-0.58998144,2022-03-16,2022,3
GRL,0.54022145,2022-03-16,2022,3
GTM,0.044177227,2022-03-16,2022,3
GIN,0.5645617,2022-03-16,2022,3
GNB,-1.1894894,2022-03-16,2022,3
GUY,1.2061204,2022-03-16,2022,3
HTI,0.82782227,2022-03-16,2022,3
HND,0.5256049,2022-03-16,2022,3
HUN,-2.093296,2022-03-16,2022,3
ISL,1.8002319,2022-03-16,2022,3
IND,0.1595741,2022-03-16,2022,3
IDN,-0.0053929253,2022-03-16,2022,3
IRN,-1.2100948,2022-03-16,2022,3
IRQ,-0.6859722,2022-03-16,2022,3
IRL,-0.9276808,2022-03-16,2022,3
ISR,1.1572034,2022-03-16,2022,3
ITA,-1.6812572,2022-03-16,2022,3
CIV,-0.26747575,2022-03-16,2022,3
JAM,-1.3115216,2022-03-16,2022,3
JPN,-0.7069632,2022-03-16,2022,3
JOR,1.0615046,2022-03-16,2022,3
KAZ,0.4284636,2022-03-16,2022,3
KEN,-0.08799656,2022-03-16,2022,3
XKX,-1.4913049,2022-03-16,2022,3
KWT,-0.62783796,2022-03-16,2022,3
KGZ,1.520203,2022-03-16,2022,3
LAO,1.834458,2022-03-16,2022,3
LVA,-0.07153584,2022-03-16,2022,3
LBN,0.95815593,2022-03-16,2022,3
LSO,-0.5730962,2022-03-16,2022,3
LBR,-0.39928183,2022-03-16,2022,3
LBY,0.79137063,2022-03-16,2022,3
LTU,-0.22544898,2022-03-16,2022,3
LUX,-0.7029251,2022-03-16,2022,3
MDG,0.4155272,2022-03-16,2022,3
MWI,0.48214674,2022-03-16,2022,3
MYS,0.3569512,2022-03-16,2022,3
MLI,-0.66663957,2022-03-16,2022,3
MRT,-1.0734718,2022-03-16,2022,3
MUS,0.41386983,2022-03-16,2022,3
MEX,-1.1202798,2022-03-16,2022,3
MDA,-1.9010893,2022-03-16,2022,3
MNG,-0.8052685,2022-03-16,2022,3
MNE,-1.6551334,2022-03-16,2022,3
MAR,-0.75372976,2022-03-16,2022,3
MOZ,0.56609786,2022-03-16,2022,3
MMR,1.0006874,2022-03-16,2022,3
NAM,0.5089887,2022-03-16,2022,3
NPL,0.23335376,2022-03-16,2022,3
NLD,-0.9969201,2022-03-16,2022,3
NCL,1.589763,2022-03-16,2022,3
NZL,-0.21456781,2022-03-16,2022,3
NIC,-0.47250217,2022-03-16,2022,3
NER,0.58765453,2022-03-16,2022,3
NGA,0.12885459,2022-03-16,2022,3
PRK,0.47071156,2022-03-16,2022,3
MKD,-0.93387246,2022-03-16,2022,3
NOR,0.46267948,2022-03-16,2022,3
OMN,-0.96468437,2022-03-16,2022,3
PAK,-1.0270646,2022-03-16,2022,3
PSE,1.0157362,2022-03-16,2022,3
PAN,-0.10858889,2022-03-16,2022,3
PNG,-0.15055422,2022-03-16,2022,3
PRY,-1.5315099,2022-03-16,2022,3
PER,-0.61471355,2022-03-16,2022,3
PHL,0.81466615,2022-03-16,2022,3
POL,-1.242849,2022-03-16,2022,3
PRT,-0.9731051,2022-03-16,2022,3
PRI,0.40992522,2022-03-16,2022,3
QAT,-0.53125757,2022-03-16,2022,3
SRB,-1.8303001,2022-03-16,2022,3
COG,-1.5989938,2022-03-16,2022,3
ROU,-1.9479324,2022-03-16,2022,3
RUS,0.084132805,2022-03-16,2022,3
RWA,1.2806357,2022-03-16,2022,3
VCT,-0.04489422,2022-03-16,2022,3
WSM,-0.029728033,2022-03-16,2022,3
SAU,-0.26175207,2022-03-16,2022,3
SEN,-1.5282706,2022-03-16,2022,3
SIA,-0.5085145,2022-03-16,2022,3
SLE,-0.33892563,2022-03-16,2022,3
SVK,-2.0061867,2022-03-16,2022,3
SVN,-1.6536615,2022-03-16,2022,3
SLB,0.03714139,2022-03-16,2022,3
SOM,-0.056102835,2022-03-16,2022,3
SOL,-1.5642035,2022-03-16,2022,3
ZAF,0.14280117,2022-03-16,2022,3
SGS,-0.8651525,2022-03-16,2022,3
KOR,-0.63185847,2022-03-16,2022,3
SSD,0.34132245,2022-03-16,2022,3
ESP,-0.531759,2022-03-16,2022,3
LKA,-0.01708168,2022-03-16,2022,3
SDN,0.44381854,2022-03-16,2022,3
SUR,0.8094518,2022-03-16,2022,3
SWE,-0.03204695,2022-03-16,2022,3
CHE,-1.5033531,2022-03-16,2022,3
SYR,0.28179663,2022-03-16,2022,3
TWN,0.37635726,2022-03-16,2022,3
TJK,0.697125,2022-03-16,2022,3
THA,1.8092663,2022-03-16,2022,3
BHS,0.5697828,2022-03-16,2022,3
TGO,-1.5756427,2022-03-16,2022,3
TTO,0.7771332,2022-03-16,2022,3
TUN,-0.98855704,2022-03-16,2022,3
TUR,0.5642626,2022-03-16,2022,3
TKM,-0.48609045,2022-03-16,2022,3
UGA,0.5624747,2022-03-16,2022,3
UKR,-1.1468996,2022-03-16,2022,3
ARE,-1.3370607,2022-03-16,2022,3
GBR,-0.7059573,2022-03-16,2022,3
TZA,0.48930588,2022-03-16,2022,3
VIR,0.13119322,2022-03-16,2022,3
USA,-0.20878224,2022-03-16,2022,3
URY,0.4441547,2022-03-16,2022,3
UZB,0.20046338,2022-03-16,2022,3
VUT,0.11274115,2022-03-16,2022,3
VEN,0.08268561,2022-03-16,2022,3
VNM,1.277129,2022-03-16,2022,3
ESH,-0.6395944,2022-03-16,2022,3
YEM,-0.21309061,2022-03-16,2022,3
ZMB,0.19753705,2022-03-16,2022,3
ZWE,0.07546527,2022-03-16,2022,3
SWZ,-1.5435009,2022-03-16,2022,3
AFG,-1.6974938,2022-04-16,2022,4
ALA,-0.025145704,2022-04-16,2022,4
ALB,-0.57042414,2022-04-16,2022,4
DZA,-0.18920171,2022-04-16,2022,4
AGO,0.08434541,2022-04-16,2022,4
ARG,0.07229723,2022-04-16,2022,4
ARM,-1.1158943,2022-04-16,2022,4
AUS,-0.0922338,2022-04-16,2022,4
AUT,-1.3597507,2022-04-16,2022,4
AZE,-1.1030859,2022-04-16,2022,4
BGD,-0.360366,2022-04-16,2022,4
BLR,-0.5002695,2022-04-16,2022,4
BEL,-1.1856586,2022-04-16,2022,4
BLZ,1.5863982,2022-04-16,2022,4
BEN,-0.19411464,2022-04-16,2022,4
BTN,0.6398382,2022-04-16,2022,4
BOL,-1.1845016,2022-04-16,2022,4
BIH,-1.1820093,2022-04-16,2022,4
BWA,0.14748292,2022-04-16,2022,4
BRA,-0.25264028,2022-04-16,2022,4
BRN,1.7529852,2022-04-16,2022,4
BGR,-0.6911839,2022-04-16,2022,4
