iso_o,iso_d,distw
ALB,STP,4729.894
ALB,SUR,8319.723
ALB,SVK,841.7741
ALB,SVN,691.6104
ALB,SWE,1995.412
ALB,SWZ,7617.212
ALB,SYC,6252.861
ALB,SYR,1661.801
ALB,TCA,8550.062
ALB,TCD,3352.695
ALB,TGO,4205.431
ALB,THA,8249.614
ALB,TJK,4156.687
ALB,TKL,16306.41
ALB,TKM,3345.862
ALB,TMP,11975.31
ALB,TON,17366.71
ALB,TTO,8523.689
ALB,TUN,1021.8
ALB,TUR,1048.17
ALB,TUV,15770.13
ALB,TWN,9136.481
ALB,TZA,5541.962
ALB,UGA,4679.687
ALB,UKR,1369.845
ALB,URY,11430.95
ALB,USA,8882.747
ALB,UZB,4020.816
ALB,VCT,8313.756
ALB,VEN,9085.091
ALB,VGB,8223.796
ALB,VNM,8733.453
ALB,VUT,15973.84
ALB,WLF,16563.0
ALB,WSM,16786.18
ALB,YEM,3801.053
ALB,YUG,338.0825
ALB,ZAF,7854.973
ALB,ZAR,5187.707
ALB,ZMB,6221.803
ALB,ZWE,6740.386
AND,ABW,7570.083
AND,AFG,5712.403
AND,AGO,5958.821
AND,AIA,6593.265
AND,ALB,1523.718
AND,AND,11.22738
AND,ANT,7386.338
AND,ARE,5239.465
AND,ARG,10537.61
AND,ARM,3565.946
AND,ATG,6574.278
AND,AUS,16706.35
AND,AUT,1229.578
AND,AZE,3903.907
AND,BDI,5833.506
AND,BEL,955.182
AND,BEN,3872.682
AND,BFA,3399.226
AND,BGD,8183.296
AND,BGR,1910.97
AND,BHR,4781.881
AND,BHS,7279.874
AND,BIH,1340.782
AND,BLR,2303.112
AND,BLZ,8711.583
AND,BMU,5813.321
AND,BOL,9586.211
AND,BRA,8274.031
AND,BRB,6678.375
AND,BRN,11510.93
AND,BTN,7884.57
AND,BWA,7757.258
AND,CAF,4503.615
AND,CAN,6634.502
AND,CCK,
AND,CHE,701.218
AND,CHL,11208.89
AND,CHN,9136.144
AND,CIV,4103.513
AND,CMR,4199.048
AND,COG,5343.604
AND,COK,17043.52
AND,COL,8458.034
AND,COM,7425.88
AND,CPV,3849.207
AND,CRI,8914.802
AND,CUB,7690.846
AND,CXR,
AND,CYM,8011.657
AND,CYP,2863.465
AND,CZE,1357.724
AND,DEU,1182.827
AND,DJI,5288.321
AND,DMA,6655.732
AND,DNK,1642.14
AND,DOM,7131.905
AND,DZA,781.0697
AND,ECU,9388.166
AND,EGY,2973.146
AND,ERI,4726.443
AND,ESH,2241.056
AND,ESP,519.3864
AND,EST,2477.954
AND,ETH,5180.944
AND,FIN,2595.897
AND,FJI,17269.18
AND,FLK,11942.29
AND,FRA,546.5107
AND,FRO,2242.259
AND,FSM,13754.69
AND,GAB,4817.105
AND,GBR,1140.947
AND,GEO,3446.755
AND,GHA,4027.621
AND,GIB,923.6544
AND,GIN,3902.684
AND,GLP,6608.92
AND,GMB,3667.351
AND,GNB,3786.448
AND,GNQ,4501.465
AND,GRC,1915.178
AND,GRD,6919.21
AND,GRL,4123.298
AND,GTM,9097.853
AND,GUF,6775.742
AND,GUY,7058.994
AND,HKG,10049.54
AND,HND,8821.16
AND,HRV,1221.601
AND,HTI,7324.403
AND,HUN,1491.841
AND,IDN,11757.31
AND,IND,7236.318
AND,IRL,1336.74
AND,IRN,4381.304
AND,IRQ,3882.238
AND,ISL,2831.33
AND,ISR,3152.961
AND,ITA,898.0082
AND,JAM,7745.647
AND,JOR,3239.26
AND,JPN,10251.69
AND,KAZ,5335.273
AND,KEN,6043.823
AND,KGZ,5782.302
AND,KHM,10169.23
AND,KIR,15090.04
AND,KNA,6620.711
AND,KOR,9653.28
AND,KWT,4381.286
AND,LAO,9629.615
AND,LBN,3105.363
AND,LBR,4197.388
AND,LBY,1734.559
AND,LCA,6725.717
AND,LKA,8521.71
AND,LSO,8438.232
AND,LTU,2146.14
AND,LUX,861.3617
AND,LVA,2264.156
AND,MAC,
AND,MAR,1237.935
AND,MDA,2201.422
AND,MDG,8325.898
AND,MDV,8254.234
AND,MEX,9366.99
AND,MHL,14328.15
AND,MKD,1648.326
AND,MLI,3376.329
AND,MLT,1335.35
AND,MMR,9036.837
AND,MNG,7534.723
AND,MNP,12645.3
AND,MOZ,7866.928
AND,MRT,3125.554
AND,MSR,
AND,MTQ,6681.282
AND,MUS,9036.911
AND,MWI,7172.768
AND,MYS,10756.51
AND,NAM,7353.93
AND,NCL,17329.33
AND,NER,3191.604
AND,NFK,18106.51
AND,NGA,3866.603
AND,NIC,8910.539
AND,NIU,17298.74
AND,NLD,1101.213
AND,NOR,2078.724
AND,NPL,7463.495
AND,NRU,15139.73
AND,NZL,19278.08
AND,OMN,5552.247
AND,PAK,6249.843
AND,PAL,3163.268
AND,PAN,8669.504
AND,PCN,
AND,PER,9908.672
AND,PHL,11331.92
AND,PLW,12723.48
AND,PNG,14881.98
AND,POL,1698.869
AND,PRI,6845.125
AND,PRK,9351.444
AND,PRT,991.2724
AND,PRY,9639.733
AND,PYF,16136.0
AND,QAT,4909.826
AND,REU,8979.982
AND,ROM,1942.101
AND,RUS,3720.029
AND,RWA,5714.339
AND,SAU,4371.379
AND,SDN,4268.672
AND,SEN,3576.39
AND,SGP,10925.04
AND,SHN,6658.606
AND,SLB,15763.05
AND,SLE,4035.954
AND,SLV,9044.995
AND,SMR,899.9304
AND,SOM,6092.049
AND,SPM,4491.309
AND,STP,4719.496
AND,SUR,6894.321
AND,SVK,1515.141
AND,SVN,1128.728
AND,SWE,2067.332
AND,SWZ,8263.828
AND,SYC,7547.437
AND,SYR,3174.669
AND,TCA,7034.338
AND,TCD,3764.61
AND,TGO,3928.658
AND,THA,9713.172
AND,TJK,5568.734
AND,TKL,16264.78
AND,TKM,4797.37
AND,TMP,13436.62
AND,TON,17594.06
AND,TTO,7023.423
AND,TUN,1052.413
AND,TUR,2559.969
AND,TUV,16164.59
AND,TWN,10353.61
AND,TZA,6484.865
AND,UGA,5583.995
AND,UKR,2542.025
AND,URY,10364.73
AND,USA,7598.921
AND,UZB,5408.778
AND,VCT,6805.012
AND,VEN,7571.292
AND,VGB,6701.142
AND,VNM,10158.83
AND,VUT,16918.7
AND,WLF,16770.99
AND,WSM,16775.72
AND,YEM,5144.043
AND,YUG,1552.578
AND,ZAF,8380.86
AND,ZAR,5651.057
AND,ZMB,6882.135
AND,ZWE,7418.358
ANT,ABW,239.9064
ANT,AFG,13004.56
ANT,AGO,9396.203
ANT,AIA,801.7491
ANT,ALB,8906.541
ANT,AND,7386.338
ANT,ANT,238.3552
ANT,ARE,12579.68
ANT,ARG,5201.84
ANT,ARM,10930.39
ANT,ATG,829.1225
ANT,AUS,15846.62
ANT,AUT,8460.14
ANT,AZE,11248.65
ANT,BDI,10934.94
ANT,BEL,7677.018
ANT,BEN,7710.158
ANT,BFA,7141.475
ANT,BGD,15347.09
ANT,BGR,9290.46
ANT,BHR,12102.3
ANT,BHS,1727.397
ANT,BIH,8708.5
ANT,BLR,9260.288
ANT,BLZ,2258.153
ANT,BMU,2202.179
ANT,BOL,3396.55
ANT,BRA,4349.828
ANT,BRB,961.3382
ANT,BRN,18029.71
ANT,BTN,14973.01
ANT,BWA,11005.26
ANT,CAF,9522.306
ANT,CAN,4341.164
ANT,CCK,
ANT,CHE,7899.119
ANT,CHL,5149.801
ANT,CHN,14565.35
ANT,CIV,6991.748
ANT,CMR,8741.228
ANT,COG,9278.403
ANT,COK,10684.87
ANT,COL,1097.861
ANT,COM,12640.2
ANT,CPV,4756.022
ANT,CRI,1788.483
ANT,CUB,1626.764
ANT,CXR,
ANT,CYM,1612.469
ANT,CYP,10207.94
ANT,CZE,8469.877
ANT,DEU,8066.369
ANT,DJI,11965.88
ANT,DMA,812.3799
ANT,DNK,8177.356
ANT,DOM,752.4336
ANT,DZA,7515.473
ANT,ECU,2032.125
ANT,EGY,10164.44
ANT,ERI,11460.04
ANT,ESH,5880.355
ANT,ESP,6999.191
ANT,EST,8996.341
ANT,ETH,11590.86
ANT,FIN,8917.54
ANT,FJI,12926.38
ANT,FLK,7264.353
ANT,FRA,7541.499
ANT,FRO,7278.325
ANT,FSM,14940.2
ANT,GAB,8728.451
ANT,GBR,7319.906
ANT,GEO,10791.3
ANT,GHA,7416.698
ANT,GIB,6736.435
ANT,GIN,6043.854
ANT,GLP,822.0527
ANT,GMB,5599.608
ANT,GNB,5712.174
ANT,GNQ,8597.494
ANT,GRC,9268.626
ANT,GRD,762.5905
ANT,GRL,6100.125
ANT,GTM,2459.003
ANT,GUF,1917.342
ANT,GUY,1340.719
ANT,HKG,16100.46
ANT,HND,2127.048
ANT,HRV,8562.592
ANT,HTI,851.3459
ANT,HUN,8766.992
ANT,IDN,18953.28
ANT,IND,14577.17
ANT,IRL,6965.813
ANT,IRN,11758.83
ANT,IRQ,11255.57
ANT,ISL,6741.102
ANT,ISR,10448.17
ANT,ITA,8244.538
ANT,JAM,1149.771
ANT,JOR,10541.08
ANT,JPN,13990.32
ANT,KAZ,12141.45
ANT,KEN,11695.46
ANT,KGZ,12791.25
ANT,KHM,17157.16
ANT,KIR,12978.44
ANT,KNA,1205.837
ANT,KOR,14271.96
ANT,KWT,11728.18
ANT,LAO,16480.83
ANT,LBN,10443.37
ANT,LBR,6371.671
ANT,LBY,8702.225
ANT,LCA,826.2081
ANT,LKA,15851.41
ANT,LSO,11264.79
ANT,LTU,8967.331
ANT,LUX,7788.303
ANT,LVA,8960.739
ANT,MAC,
ANT,MAR,6580.069
ANT,MDA,9482.09
ANT,MDG,13139.72
ANT,MDV,15383.28
ANT,MEX,3698.548
ANT,MHL,13215.18
ANT,MKD,9034.158
ANT,MLI,6592.768
ANT,MLT,8517.624
ANT,MMR,16173.43
ANT,MNG,13239.86
ANT,MNP,15171.53
ANT,MOZ,11868.39
ANT,MRT,5724.973
ANT,MSR,
ANT,MTQ,830.3541
ANT,MUS,14194.31
ANT,MWI,11692.86
ANT,MYS,17922.61
ANT,NAM,10066.24
ANT,NCL,14201.32
ANT,NER,7882.24
ANT,NFK,13986.03
ANT,NGA,8069.989
ANT,NIC,1977.792
ANT,NIU,11701.17
ANT,NLD,7745.014
ANT,NOR,8099.132
ANT,NPL,14659.49
ANT,NRU,13813.16
ANT,NZL,13267.86
ANT,OMN,12877.13
ANT,PAK,13578.4
ANT,PAL,10447.34
ANT,PAN,1396.058
ANT,PCN,
ANT,PER,2866.621
ANT,PHL,16896.36
ANT,PLW,16658.51
ANT,PNG,16124.59
ANT,POL,8720.404
ANT,PRI,693.0456
ANT,PRK,14001.79
ANT,PRT,6438.585
ANT,PRY,4425.385
ANT,PYF,9571.747
ANT,QAT,12223.14
ANT,REU,13982.21
ANT,ROM,9272.372
ANT,RUS,10386.57
ANT,RWA,10933.73
ANT,SAU,11530.81
ANT,SDN,10726.21
ANT,SEN,5526.949
ANT,SGP,18220.42
ANT,SHN,7344.51
ANT,SLB,14794.91
ANT,SLE,6079.147
ANT,SLV,2291.037
ANT,SMR,8273.885
ANT,SOM,12398.15
ANT,SPM,3941.932
ANT,STP,8357.324
ANT,SUR,1736.196
ANT,SVK,8731.176
ANT,SVN,8441.302
ANT,SWE,8441.074
ANT,SWZ,11581.67
ANT,SYC,13768.25
ANT,SYR,10534.9
ANT,TCA,1057.179
ANT,TCD,9133.255
ANT,TGO,7600.234
ANT,THA,16813.92
ANT,TJK,12764.49
ANT,TKL,11686.81
ANT,TKM,12098.29
ANT,TMP,18435.98
ANT,TON,12259.74
ANT,TTO,833.6646
ANT,TUN,8139.864
ANT,TUR,9942.266
ANT,TUV,12738.67
ANT,TWN,15774.67
ANT,TZA,11783.35
ANT,UGA,11139.89
ANT,UKR,9743.585
ANT,URY,5390.756
ANT,USA,3936.364
ANT,UZB,12562.04
ANT,VCT,799.943
ANT,VEN,457.6761
ANT,VGB,751.322
ANT,VNM,16959.86
ANT,VUT,14003.96
ANT,WLF,12264.03
ANT,WSM,11813.6
ANT,YEM,11997.99
ANT,YUG,8917.86
ANT,ZAF,11164.01
ANT,ZAR,9940.798
ANT,ZMB,11046.33
ANT,ZWE,11343.73
ARE,ABW,12773.08
ARE,AFG,1657.193
ARE,AGO,5939.363
ARE,AIA,11801.63
ARE,ALB,3723.028
ARE,AND,5239.465
ARE,ANT,12579.68
ARE,ARE,87.03857
ARE,ARG,13816.55
ARE,ARM,1965.565
ARE,ATG,11764.43
ARE,AUS,11543.81
ARE,AUT,4324.891
ARE,AZE,1815.17
ARE,BDI,4198.267
ARE,BEL,5173.252
ARE,BEN,5932.975
ARE,BFA,6181.758
ARE,BGD,3561.531
ARE,BGR,3398.117
ARE,BHR,490.1921
ARE,BHS,12465.54
ARE,BIH,3978.999
ARE,BLR,3905.914
ARE,BLZ,13880.18
ARE,BMU,11015.66
ARE,BOL,13910.87
ARE,BRA,11848.63
ARE,BRB,11792.98
ARE,BRN,6716.702
ARE,BTN,3458.108
ARE,BWA,6235.949
ARE,CAF,4515.751
ARE,CAN,11074.93
ARE,CCK,
ARE,CHE,4831.203
ARE,CHL,14768.76
ARE,CHN,5975.254
ARE,CIV,6705.428
ARE,CMR,5130.822
ARE,COG,5500.355
ARE,COK,16424.12
ARE,COL,13629.92
ARE,COM,4297.07
ARE,CPV,8229.035
ARE,CRI,14153.27
ARE,CUB,12885.49
ARE,CXR,
ARE,CYM,13222.57
ARE,CYP,2381.657
ARE,CZE,4388.648
ARE,DEU,4823.589
ARE,DJI,1970.608
ARE,DMA,11821.78
ARE,DNK,4918.476
ARE,DOM,12368.68
ARE,DZA,5067.102
ARE,ECU,14509.07
ARE,EGY,2447.299
ARE,ERI,2000.912
ARE,ESH,6800.298
ARE,ESP,5605.068
ARE,EST,4441.28
ARE,ETH,2464.884
ARE,FIN,4638.037
ARE,FJI,14114.33
ARE,FLK,13740.86
ARE,FRA,5180.43
ARE,FRO,6127.718
ARE,FSM,10441.81
ARE,GAB,5611.671
ARE,GBR,5594.327
ARE,GEO,2160.824
ARE,GHA,6293.392
ARE,GIB,5843.959
ARE,GIN,7347.095
ARE,GLP,11787.11
ARE,GMB,7556.81
ARE,GNB,7534.492
ARE,GNQ,5500.752
ARE,GRC,3332.014
ARE,GRD,12042.46
ARE,GRL,8163.276
ARE,GTM,14273.17
ARE,GUF,11584.25
ARE,GUY,12015.93
ARE,HKG,5961.188
ARE,HND,14021.75
ARE,HRV,4146.66
ARE,HTI,12563.33
ARE,HUN,4021.083
ARE,IDN,6635.37
ARE,IND,2318.755
ARE,IRL,5974.352
ARE,IRN,1178.39
ARE,IRQ,1387.964
ARE,ISL,6888.304
ARE,ISR,2133.738
ARE,ITA,4399.974
ARE,JAM,12980.89
ARE,JOR,2040.894
ARE,JPN,7767.567
ARE,KAZ,3022.544
ARE,KEN,3535.066
ARE,KGZ,2586.807
ARE,KHM,5379.96
ARE,KIR,12844.33
ARE,KNA,11465.71
ARE,KOR,6864.77
ARE,KWT,860.2638
ARE,LAO,5052.753
ARE,LBN,2142.62
ARE,LBR,7262.251
ARE,LBY,3906.412
ARE,LCA,11868.97
ARE,LKA,3289.13
ARE,LSO,6735.13
ARE,LTU,4219.517
ARE,LUX,5019.183
ARE,LVA,4321.641
ARE,MAC,
ARE,MAR,6011.04
ARE,MDA,3389.383
ARE,MDG,4987.646
ARE,MDV,3068.588
ARE,MEX,14184.52
ARE,MHL,12089.8
ARE,MKD,3612.663
ARE,MLI,6640.847
ARE,MLT,4062.969
ARE,MMR,4296.921
ARE,MNG,5069.858
ARE,MNP,9355.084
ARE,MOZ,5564.04
ARE,MRT,7218.365
ARE,MSR,
ARE,MTQ,11834.1
ARE,MUS,5043.984
ARE,MWI,4937.982
ARE,MYS,5734.662
ARE,NAM,6659.895
ARE,NCL,13056.93
ARE,NER,5374.448
ARE,NFK,13446.53
ARE,NGA,5582.634
ARE,NIC,14137.28
ARE,NIU,15349.76
ARE,NLD,5155.024
ARE,NOR,5253.573
ARE,NPL,2954.694
ARE,NRU,12218.53
ARE,NZL,14195.32
ARE,OMN,360.2072
ARE,PAK,1626.469
ARE,PAL,2136.24
ARE,PAN,13900.69
ARE,PCN,
ARE,PER,14733.89
ARE,PHL,7046.731
ARE,PLW,8590.194
ARE,PNG,10555.81
ARE,POL,4247.487
ARE,PRI,12069.87
ARE,PRK,6724.995
ARE,PRT,6157.841
ARE,PRY,13288.57
ARE,PYF,17324.76
ARE,QAT,388.6831
ARE,REU,5131.271
ARE,ROM,3503.447
ARE,RUS,3721.569
ARE,RWA,4063.961
ARE,SAU,1239.456
ARE,SDN,2672.899
ARE,SEN,7566.036
ARE,SGP,5843.977
ARE,SHN,8329.164
ARE,SLB,11905.04
ARE,SLE,7394.123
ARE,SLV,14243.98
ARE,SMR,4389.285
ARE,SOM,2630.134
ARE,SPM,9494.923
ARE,STP,5895.974
ARE,SUR,11702.26
ARE,SVK,4101.007
ARE,SVN,4285.431
ARE,SWE,4859.49
ARE,SWZ,6275.439
ARE,SYC,3303.894
ARE,SYR,2075.421
ARE,TCA,12272.04
ARE,TCD,4387.542
ARE,TGO,6067.824
ARE,THA,4903.947
ARE,TJK,2016.241
ARE,TKL,14788.57
ARE,TKM,1601.844
ARE,TMP,8494.024
ARE,TON,14884.55
ARE,TTO,12115.09
ARE,TUN,4443.1
ARE,TUR,2720.666
ARE,TUV,13729.36
ARE,TWN,6581.705
ARE,TZA,4006.113
ARE,UGA,3656.277
ARE,UKR,3278.289
ARE,URY,13446.89
ARE,USA,12196.15
ARE,UZB,2144.198
ARE,VCT,11938.84
ARE,VEN,12726.39
ARE,VGB,11919.33
ARE,VNM,5518.667
ARE,VUT,13053.82
ARE,WLF,14506.16
ARE,WSM,14962.04
ARE,YEM,1631.889
ARE,YUG,3779.619
ARE,ZAF,6756.299
ARE,ZAR,5108.161
ARE,ZMB,5249.955
ARE,ZWE,5556.155
ARG,ABW,5187.788
ARG,AFG,15341.16
ARG,AGO,7977.916
ARG,AIA,5734.338
ARG,ALB,11662.56
ARG,AND,10537.61
ARG,ANT,5201.839
ARG,ARE,13816.55
ARG,ARG,533.9082
ARG,ARM,13505.4
ARG,ATG,5607.045
ARG,AUS,12044.57
ARG,AUT,11751.15
ARG,AZE,13853.48
ARG,BDI,9834.967
ARG,BEL,11305.29
ARG,BEN,8050.423
ARG,BFA,7990.589
ARG,BGD,16993.58
ARG,BGR,12115.57
ARG,BHR,13444.57
ARG,BHS,6760.757
ARG,BIH,11708.03
ARG,BLR,12833.47
ARG,BLZ,6374.445
ARG,BMU,7311.78
ARG,BOL,1865.839
ARG,BRA,2391.846
ARG,BRB,5164.769
ARG,BRN,16820.98
ARG,BTN,17106.21
ARG,BWA,8336.667
ARG,CAF,9312.543
ARG,CAN,9391.461
ARG,CCK,
ARG,CHE,11232.93
ARG,CHL,1156.726
ARG,CHN,19110.13
ARG,CIV,7342.303
ARG,CMR,8732.01
ARG,COG,8349.832
ARG,COK,9567.484
ARG,COL,4615.471
ARG,COM,10586.84
ARG,CPV,6699.009
ARG,CRI,5423.042
ARG,CUB,6477.505
ARG,CXR,
ARG,CYM,6251.537
ARG,CYP,12365.9
ARG,CZE,11889.49
ARG,DEU,11646.03
ARG,DJI,11983.92
ARG,DMA,5415.011
ARG,DNK,12006.05
ARG,DOM,5874.742
ARG,DZA,10171.67
ARG,ECU,4047.071
ARG,EGY,11928.12
ARG,ERI,11835.94
ARG,ESH,8312.937
ARG,ESP,10079.66
ARG,EST,12925.28
ARG,ETH,11459.45
ARG,FIN,12969.02
ARG,FJI,11587.91
ARG,FLK,2101.838
ARG,FRA,10932.34
ARG,FRO,11639.3
ARG,FSM,15509.8
ARG,GAB,8219.739
ARG,GBR,11136.96
ARG,GEO,13501.66
ARG,GHA,7701.868
ARG,GIB,9620.5
ARG,GIN,6975.026
ARG,GLP,5511.649
ARG,GMB,7004.497
ARG,GNB,6938.296
ARG,GNQ,8344.667
ARG,GRC,11772.04
ARG,GRD,5056.359
ARG,GRL,11112.46
ARG,GTM,6217.216
ARG,GUF,4342.209
ARG,GUY,4441.709
ARG,HKG,18685.81
ARG,HND,6085.645
ARG,HRV,11658.35
ARG,HTI,5917.815
ARG,HUN,11973.17
ARG,IDN,15581.88
ARG,IND,15676.28
ARG,IRL,10913.81
ARG,IRN,13881.96
ARG,IRQ,13251.44
ARG,ISL,11375.4
ARG,ISR,12350.1
ARG,ITA,11214.01
ARG,JAM,5971.188
ARG,JOR,12429.66
ARG,JPN,18310.16
ARG,KAZ,15718.94
ARG,KEN,10647.45
ARG,KGZ,15962.9
ARG,KHM,17208.44
ARG,KIR,13294.32
ARG,KNA,5921.451
ARG,KOR,19146.65
ARG,KWT,13353.04
ARG,LAO,17689.23
ARG,LBN,12494.71
ARG,LBR,6892.73
ARG,LBY,10820.61
ARG,LCA,5259.429
ARG,LKA,15078.43
ARG,LSO,8138.023
ARG,LTU,12661.51
ARG,LUX,11311.68
ARG,LVA,12755.68
ARG,MAC,
ARG,MAR,9321.642
ARG,MDA,12601.92
ARG,MDG,10439.18
ARG,MDV,14227.5
ARG,MEX,7533.986
ARG,MHL,14107.43
ARG,MKD,11816.62
ARG,MLI,7671.932
ARG,MLT,10951.72
ARG,MMR,17150.68
ARG,MNG,17994.31
ARG,MNP,16686.33
ARG,MOZ,9263.54
ARG,MRT,7513.115
ARG,MSR,
ARG,MTQ,5331.587
ARG,MUS,11173.65
ARG,MWI,9601.087
ARG,MYS,16333.03
ARG,NAM,7605.196
ARG,NCL,12139.53
ARG,NER,8729.721
ARG,NFK,11413.31
ARG,NGA,8365.154
ARG,NIC,5753.554
ARG,NIU,10543.75
ARG,NLD,11434.1
ARG,NOR,12204.09
ARG,NPL,16648.44
ARG,NRU,13798.51
ARG,NZL,10156.1
ARG,OMN,13922.6
ARG,PAK,15391.13
ARG,PAL,12317.15
ARG,PAN,5126.519
ARG,PCN,
ARG,PER,2954.814
ARG,PHL,17783.11
ARG,PLW,16741.48
ARG,PNG,14618.38
ARG,POL,12224.97
ARG,PRI,5772.56
ARG,PRK,19045.81
ARG,PRT,9636.49
ARG,PRY,1030.452
ARG,PYF,8877.243
ARG,QAT,13482.19
ARG,REU,10951.29
ARG,ROM,12294.28
ARG,RUS,14195.33
ARG,RWA,9943.115
ARG,SAU,12674.51
ARG,SDN,11159.57
ARG,SEN,7063.377
ARG,SGP,16120.1
ARG,SHN,5578.163
ARG,SLB,13658.0
ARG,SLE,6878.778
ARG,SLV,6042.198
ARG,SMR,11326.95
ARG,SOM,11676.13
ARG,SPM,8920.7
ARG,STP,7945.365
ARG,SUR,4460.342
ARG,SVK,12027.78
ARG,SVN,11616.15
ARG,SWE,12404.68
ARG,SWZ,8618.807
ARG,SYC,12104.74
ARG,SYR,12679.53
ARG,TCA,6195.419
ARG,TCD,9505.109
ARG,TGO,7919.379
ARG,THA,17137.09
ARG,TJK,15507.14
ARG,TKL,11345.33
ARG,TKM,14667.31
ARG,TMP,15311.8
ARG,TON,10841.43
ARG,TTO,4868.857
ARG,TUN,10649.98
ARG,TUR,12474.38
ARG,TUV,12298.37
ARG,TWN,18954.8
ARG,TZA,10335.99
ARG,UGA,10340.32
ARG,UKR,12969.89
ARG,URY,529.559
ARG,USA,8678.352
ARG,UZB,15463.13
ARG,VCT,5169.55
ARG,VEN,4886.743
ARG,VGB,5769.861
ARG,VNM,17531.51
ARG,VUT,12422.24
ARG,WLF,11465.21
ARG,WSM,11063.24
ARG,YEM,12275.93
ARG,YUG,11878.46
ARG,ZAF,8071.708
ARG,ZAR,8830.99
ARG,ZMB,9066.287
ARG,ZWE,8983.306
ARM,ABW,11106.96
ARM,AFG,2171.302
ARM,AGO,6413.464
ARM,AIA,10132.05
ARM,ALB,2084.605
ARM,AND,3565.946
ARM,ANT,10930.39
ARM,ARE,1965.565
ARM,ARG,13505.4
ARM,ARM,63.15974
ARM,ATG,10124.28
ARM,AUS,13188.62
ARM,AUT,2481.713
ARM,AZE,370.3409
ARM,BDI,5086.153
ARM,BEL,3303.218
ARM,BEN,5537.705
ARM,BFA,5530.048
ARM,BGD,4647.69
ARM,BGR,1659.677
ARM,BHR,1661.172
ARM,BHS,10589.2
ARM,BIH,2229.784
ARM,BLR,1943.57
ARM,BLZ,11977.57
ARM,BMU,9168.37
ARM,BOL,12979.56
ARM,BRA,11270.88
ARM,BRB,10243.9
ARM,BRN,7985.849
ARM,BTN,4381.16
ARM,BWA,7336.659
ARM,CAF,4719.176
ARM,CAN,9157.499
ARM,CCK,
ARM,CHE,3033.851
ARM,CHL,14354.08
ARM,CHN,6213.067
ARM,CIV,6199.908
ARM,CMR,5057.368
ARM,COG,5834.951
ARM,COK,16869.44
ARM,COL,12003.48
ARM,COM,5806.193
ARM,CPV,7090.854
ARM,CRI,12352.58
ARM,CUB,11019.55
ARM,CXR,
ARM,CYM,11362.03
ARM,CYP,1153.883
ARM,CZE,2502.72
ARM,DEU,2934.269
ARM,DJI,3199.006
ARM,DMA,10214.12
ARM,DNK,2971.627
ARM,DOM,10618.4
ARM,DZA,3612.834
ARM,ECU,12946.48
ARM,EGY,1673.043
ARM,ERI,2854.964
ARM,ESH,5504.906
ARM,ESP,3994.318
ARM,EST,2486.613
ARM,ETH,3489.726
ARM,FIN,2692.99
ARM,FJI,14955.86
ARM,FLK,14187.28
ARM,FRA,3402.57
ARM,FRO,4165.769
ARM,FSM,11011.75
ARM,GAB,5694.129
ARM,GBR,3707.216
ARM,GEO,222.0754
ARM,GHA,5870.082
ARM,GIB,4334.629
ARM,GIN,6561.942
ARM,GLP,10163.66
ARM,GMB,6600.726
ARM,GNB,6637.498
ARM,GNQ,5476.155
ARM,GRC,1829.196
ARM,GRD,10483.95
ARM,GRL,6210.592
ARM,GTM,12370.98
ARM,GUF,10284.49
ARM,GUY,10609.18
ARM,HKG,6733.66
ARM,HND,12142.65
ARM,HRV,2370.957
ARM,HTI,10790.26
ARM,HUN,2172.696
ARM,IDN,8202.605
ARM,IND,3703.2
ARM,IRL,4082.171
ARM,IRN,908.7886
ARM,IRQ,767.0289
ARM,ISL,4924.119
ARM,ISR,1263.304
ARM,ITA,2729.921
ARM,JAM,11170.23
ARM,JOR,1211.499
ARM,JPN,7772.805
ARM,KAZ,2377.822
ARM,KEN,4696.988
ARM,KGZ,2479.68
ARM,KHM,6630.66
ARM,KIR,13148.46
ARM,KNA,9934.448
ARM,KOR,6954.825
ARM,KWT,1263.836
ARM,LAO,6133.226
ARM,LBN,1073.455
ARM,LBR,6628.156
ARM,LBY,2723.52
ARM,LCA,10288.55
ARM,LKA,5074.464
ARM,LSO,7946.261
ARM,LTU,2255.754
ARM,LUX,3169.139
ARM,LVA,2357.776
ARM,MAC,
ARM,MAR,4569.928
ARM,MDA,1478.61
ARM,MDG,6619.228
ARM,MDV,4991.583
ARM,MEX,12232.21
ARM,MHL,12310.73
ARM,MKD,1940.125
ARM,MLI,5855.265
ARM,MLT,2670.516
ARM,MMR,5495.303
ARM,MNG,4834.418
ARM,MNP,9846.424
ARM,MOZ,6886.859
ARM,MRT,6148.526
ARM,MSR,
ARM,MTQ,10242.61
ARM,MUS,6865.686
ARM,MWI,6174.998
ARM,MYS,7198.772
ARM,NAM,7489.778
ARM,NCL,14218.83
ARM,NER,4817.604
ARM,NFK,14798.12
ARM,NGA,5264.787
ARM,NIC,12292.08
ARM,NIU,15988.23
ARM,NLD,3263.716
ARM,NOR,3293.507
ARM,NPL,3930.73
ARM,NRU,12739.7
ARM,NZL,15796.94
ARM,OMN,2272.617
ARM,PAK,2712.69
ARM,PAL,1306.047
ARM,PAN,12160.7
ARM,PCN,
ARM,PER,13449.12
ARM,PHL,7977.826
ARM,PLW,9480.809
ARM,PNG,11618.92
ARM,POL,2319.427
ARM,PRI,10364.64
ARM,PRK,6722.886
ARM,PRT,4543.881
ARM,PRY,12743.82
