iso_o,iso_d,distw
MTQ,PAN,2179.329
MTQ,PCN,
MTQ,PER,3372.517
MTQ,PHL,16896.75
MTQ,PLW,17048.13
MTQ,PNG,16859.16
MTQ,POL,8084.506
MTQ,PRI,694.1343
MTQ,PRK,13953.73
MTQ,PRT,5719.443
MTQ,PRY,4467.721
MTQ,PYF,10359.25
MTQ,QAT,11471.87
MTQ,REU,13307.43
MTQ,ROM,8591.74
MTQ,RUS,9841.015
MTQ,RWA,10172.18
MTQ,SAU,10765.0
MTQ,SDN,9938.157
MTQ,SEN,4741.206
MTQ,SGP,17599.79
MTQ,SHN,6750.508
MTQ,SLB,15559.85
MTQ,SLE,5311.944
MTQ,SLV,3035.128
MTQ,SMR,7576.33
MTQ,SOM,11615.2
MTQ,SPM,3612.218
MTQ,STP,7607.611
MTQ,SUR,1259.119
MTQ,SVK,8069.273
MTQ,SVN,7759.72
MTQ,SWE,7869.192
MTQ,SWZ,10969.86
MTQ,SYC,12997.1
MTQ,SYR,9805.475
MTQ,TCA,1322.057
MTQ,TCD,8347.175
MTQ,TGO,6828.866
MTQ,THA,16279.36
MTQ,TJK,12145.84
MTQ,TKL,12467.35
MTQ,TKM,11440.44
MTQ,TMP,19053.65
MTQ,TON,13048.84
MTQ,TTO,466.8045
MTQ,TUN,7395.24
MTQ,TUR,9230.587
MTQ,TUV,13510.54
MTQ,TWN,15697.31
MTQ,TZA,11032.13
MTQ,UGA,10368.13
MTQ,UKR,9095.5
MTQ,URY,5456.353
MTQ,USA,4221.343
MTQ,UZB,11953.67
MTQ,VCT,164.3965
MTQ,VEN,921.8966
MTQ,VGB,570.682
MTQ,VNM,16549.12
MTQ,VUT,14793.56
MTQ,WLF,13050.69
MTQ,WSM,12601.59
MTQ,YEM,11212.02
MTQ,YUG,8223.98
MTQ,ZAF,10583.72
MTQ,ZAR,9203.029
MTQ,ZMB,10346.69
MTQ,ZWE,10671.04
MUS,ABW,14382.7
MUS,AFG,6225.654
MUS,AGO,4828.119
MUS,AIA,13820.5
MUS,ALB,7862.411
MUS,AND,9036.911
MUS,ANT,14194.31
MUS,ARE,5043.984
MUS,ARG,11173.65
MUS,ARM,6865.686
MUS,ATG,13669.74
MUS,AUS,8589.217
MUS,AUT,8680.762
MUS,AZE,6808.259
MUS,BDI,3563.77
MUS,BEL,9464.821
MUS,BEN,6798.13
MUS,BFA,7464.385
MUS,BGD,6044.859
MUS,BGR,7767.109
MUS,BHR,5221.791
MUS,BHS,15402.44
MUS,BIH,8224.801
MUS,BLR,8694.037
MUS,BLZ,16442.14
MUS,BMU,14183.11
MUS,BOL,12564.0
MUS,BRA,10563.1
MUS,BRB,13320.17
MUS,BRN,6837.411
MUS,BTN,6330.97
MUS,BWA,3259.25
MUS,CAF,5110.679
MUS,CAN,15483.1
MUS,CCK,
MUS,CHE,8993.746
MUS,CHL,11949.5
MUS,CHN,8840.746
MUS,CIV,7401.247
MUS,CMR,5825.429
MUS,COG,5031.468
MUS,COK,13928.31
MUS,COL,14647.22
MUS,COM,1743.619
MUS,CPV,9772.055
MUS,CRI,15772.55
MUS,CUB,15603.28
MUS,CXR,
MUS,CYM,15738.78
MUS,CYP,6658.881
MUS,CZE,8834.948
MUS,DEU,9224.184
MUS,DJI,3873.375
MUS,DMA,13569.96
MUS,DNK,9510.446
MUS,DOM,14558.51
MUS,DZA,8466.937
MUS,ECU,14749.23
MUS,EGY,6273.17
MUS,ERI,4402.185
MUS,ESH,9255.532
MUS,ESP,9168.882
MUS,EST,9301.973
MUS,ETH,3876.104
MUS,FIN,9522.821
MUS,FJI,12299.61
MUS,FLK,9865.987
MUS,FRA,9238.776
MUS,FRO,10751.22
MUS,FSM,10870.75
MUS,GAB,5637.455
MUS,GBR,9885.632
MUS,GEO,7064.919
MUS,GHA,7020.59
MUS,GIB,9111.124
MUS,GIN,8381.507
MUS,GLP,13613.75
MUS,GMB,8906.915
MUS,GNB,8751.87
MUS,GNQ,5835.765
MUS,GRC,7425.896
MUS,GRD,13506.84
MUS,GRL,12878.29
MUS,GTM,16606.72
MUS,GUF,12331.71
MUS,GUY,12937.48
MUS,HKG,7763.212
MUS,HND,16288.76
MUS,HRV,8402.859
MUS,HTI,14797.91
MUS,HUN,8439.896
MUS,IDN,5754.134
MUS,IND,5180.667
MUS,IRL,10230.2
MUS,IRN,6150.672
MUS,IRQ,6128.209
MUS,ISL,11524.29
MUS,ISR,6297.204
MUS,ITA,8414.899
MUS,JAM,15262.0
MUS,JOR,6247.918
MUS,JPN,10457.33
MUS,KAZ,7772.85
MUS,KEN,3060.493
MUS,KGZ,7159.729
MUS,KHM,6273.474
MUS,KIR,12838.09
MUS,KNA,13440.23
MUS,KOR,9692.71
MUS,KWT,5602.781
MUS,LAO,6593.866
MUS,LBN,6455.194
MUS,LBR,7982.87
MUS,LBY,7325.151
MUS,LCA,13488.92
MUS,LKA,3959.042
MUS,LSO,3172.649
MUS,LTU,8979.52
MUS,LUX,9278.44
MUS,LVA,9122.757
MUS,MAC,
MUS,MAR,9072.131
MUS,MDA,8029.151
MUS,MDG,1089.913
MUS,MDV,3174.888
MUS,MEX,17756.85
MUS,MHL,12649.05
MUS,MKD,7832.838
MUS,MLI,7995.261
MUS,MLT,7718.336
MUS,MMR,6006.865
MUS,MNG,8973.867
MUS,MNP,10408.64
MUS,MOZ,2396.335
MUS,MRT,8980.018
MUS,MSR,
MUS,MTQ,13511.9
MUS,MUS,18.99085
MUS,MWI,2539.791
MUS,MYS,5738.299
MUS,NAM,4197.275
MUS,NCL,10984.41
MUS,NER,6902.099
MUS,NFK,10783.25
MUS,NGA,6493.878
MUS,NIC,16067.22
MUS,NIU,13263.64
MUS,NLD,9513.509
MUS,NOR,9963.109
MUS,NPL,6082.999
MUS,NRU,12014.66
MUS,NZL,10707.64
MUS,OMN,4817.693
MUS,PAK,5677.215
MUS,PAL,6264.399
MUS,PAN,15315.23
MUS,PCN,
MUS,PER,13904.52
MUS,PHL,7963.372
MUS,PLW,8956.543
MUS,PNG,9681.757
MUS,POL,8833.63
MUS,PRI,14151.08
MUS,PRK,9767.446
MUS,PRT,9583.206
MUS,PRY,11326.8
MUS,PYF,14892.75
MUS,QAT,5111.714
MUS,REU,234.3596
MUS,ROM,8001.702
MUS,RUS,8622.76
MUS,RWA,3623.024
MUS,SAU,5158.225
MUS,SDN,4791.976
MUS,SEN,9015.654
MUS,SGP,5589.156
MUS,SHN,6978.153
MUS,SLB,10916.91
MUS,SLE,8310.99
MUS,SLV,16418.14
MUS,SMR,8489.239
MUS,SOM,3005.821
MUS,SPM,13434.28
MUS,STP,5990.705
MUS,SUR,12537.9
MUS,SVK,8565.528
MUS,SVN,8550.547
MUS,SWE,9593.819
MUS,SWZ,2752.298
MUS,SYC,1748.565
MUS,SYR,6521.707
MUS,TCA,14725.88
MUS,TCD,5722.84
MUS,TGO,6879.573
MUS,THA,6048.2
MUS,TJK,6684.498
MUS,TKL,13744.76
MUS,TKM,6580.77
MUS,TMP,7406.615
MUS,TON,12715.25
MUS,TTO,13423.87
MUS,TUN,7990.128
MUS,TUR,7173.162
MUS,TUV,12857.08
MUS,TWN,8474.378
MUS,TZA,2739.443
MUS,UGA,3593.586
MUS,UKR,8057.866
MUS,URY,10774.69
MUS,USA,16465.65
MUS,UZB,6885.948
MUS,VCT,13489.64
MUS,VEN,14071.84
MUS,VGB,13982.7
MUS,VNM,6623.348
MUS,VUT,11380.21
MUS,WLF,13076.9
MUS,WSM,13436.54
MUS,YEM,4126.328
MUS,YUG,8085.666
MUS,ZAF,3272.778
MUS,ZAR,4400.376
MUS,ZMB,3173.313
MUS,ZWE,2857.239
MWI,ABW,11885.31
MWI,AFG,6533.963
MWI,AGO,2315.348
MWI,AIA,11286.18
MWI,ALB,6363.684
MWI,AND,7172.768
MWI,ANT,11692.86
MWI,ARE,4937.982
MWI,ARG,9601.087
MWI,ARM,6174.998
MWI,ATG,11137.3
MWI,AUS,10960.4
MWI,AUT,7196.866
MWI,AZE,6280.074
MWI,BDI,1342.679
MWI,BEL,7832.457
MWI,BEN,4322.257
MWI,BFA,5006.523
MWI,BGD,7416.309
MWI,BGR,6436.663
MWI,BHR,4846.3
MWI,BHS,12872.21
MWI,BIH,6733.508
MWI,BLR,7594.016
MWI,BLZ,13930.82
MWI,BMU,11713.53
MWI,BOL,10595.37
MWI,BRA,8450.905
MWI,BRB,10801.29
MWI,BRN,9104.537
MWI,BTN,7570.101
MWI,BWA,1339.756
MWI,CAF,2791.296
MWI,CAN,13497.76
MWI,CCK,
MWI,CHE,7338.173
MWI,CHL,10522.04
MWI,CHN,10296.91
MWI,CIV,4881.515
MWI,CMR,3413.75
MWI,COG,2512.907
MWI,COK,15822.47
MWI,COL,12250.82
MWI,COM,1060.007
MWI,CPV,7254.94
MWI,CRI,13350.39
MWI,CUB,13067.32
MWI,CXR,
MWI,CYM,13209.32
MWI,CYP,5500.056
MWI,CZE,7395.958
MWI,DEU,7701.454
MWI,DJI,3045.847
MWI,DMA,11042.65
MWI,DNK,8105.956
MWI,DOM,12025.74
MWI,DZA,6496.674
MWI,ECU,12532.34
MWI,EGY,4962.796
MWI,ERI,3327.329
MWI,ESH,6897.516
MWI,ESP,7185.389
MWI,EST,8221.643
MWI,ETH,2691.664
MWI,FIN,8456.409
MWI,FJI,14681.15
MWI,FLK,8910.619
MWI,FRA,7492.122
MWI,FRO,9238.225
MWI,FSM,13290.97
MWI,GAB,3129.939
MWI,GBR,8204.422
MWI,GEO,6346.786
MWI,GHA,4516.601
MWI,GIB,7008.277
MWI,GIN,5860.533
MWI,GLP,11083.55
MWI,GMB,6395.429
MWI,GNB,6234.199
MWI,GNQ,3352.424
MWI,GRC,5981.496
MWI,GRD,10996.82
MWI,GRL,11268.07
MWI,GTM,14133.48
MWI,GUF,9859.677
MWI,GUY,10465.71
MWI,HKG,9599.014
MWI,HND,13803.3
MWI,HRV,6891.347
MWI,HTI,12266.31
MWI,HUN,7036.464
MWI,IDN,8145.337
MWI,IND,6191.155
MWI,IRL,8486.199
MWI,IRN,5765.272
MWI,IRQ,5441.717
MWI,ISL,9945.396
MWI,ISR,5168.894
MWI,ITA,6756.171
MWI,JAM,12735.69
MWI,JOR,5160.847
MWI,JPN,12113.32
MWI,KAZ,7905.97
MWI,KEN,1498.271
MWI,KGZ,7503.996
MWI,KHM,8273.4
MWI,KIR,15365.39
MWI,KNA,11010.12
MWI,KOR,11236.93
MWI,KWT,5075.218
MWI,LAO,8408.496
MWI,LBN,5372.859
MWI,LBR,5453.05
MWI,LBY,5550.219
MWI,LCA,10967.34
MWI,LKA,5608.758
MWI,LSO,1810.105
MWI,LTU,7809.179
MWI,LUX,7647.56
MWI,LVA,7983.71
MWI,MAC,
MWI,MAR,6901.286
MWI,MDA,6868.722
MWI,MDG,1523.439
MWI,MDV,4746.533
MWI,MEX,15272.79
MWI,MHL,15124.67
MWI,MKD,6390.017
MWI,MLI,5519.154
MWI,MLT,5978.908
MWI,MMR,7685.259
MWI,MNG,9865.523
MWI,MNP,12668.7
MWI,MOZ,878.5267
MWI,MRT,6511.859
MWI,MSR,
MWI,MTQ,10987.33
MWI,MUS,2539.791
MWI,MWI,208.2324
MWI,MYS,7935.579
MWI,NAM,2035.113
MWI,NCL,13407.85
MWI,NER,4542.81
MWI,NFK,13090.86
MWI,NGA,4053.085
MWI,NIC,13615.75
MWI,NIU,15455.94
MWI,NLD,7921.862
MWI,NOR,8627.686
MWI,NPL,7168.62
MWI,NRU,14542.47
MWI,NZL,12743.8
MWI,OMN,4864.474
MWI,PAK,6219.251
MWI,PAL,5125.167
MWI,PAN,12893.65
MWI,PCN,
MWI,PER,11903.67
MWI,PHL,10103.4
MWI,PLW,11299.03
MWI,PNG,12207.79
MWI,POL,7510.881
MWI,PRI,11617.7
MWI,PRK,11207.39
MWI,PRT,7493.786
MWI,PRY,9475.87
MWI,PYF,16454.97
MWI,QAT,4791.441
MWI,REU,2352.443
MWI,ROM,6728.071
MWI,RUS,8059.056
MWI,RWA,1469.487
MWI,SAU,4382.209
MWI,SDN,3270.584
MWI,SEN,6509.822
MWI,SGP,7841.842
MWI,SHN,4676.426
MWI,SLB,13449.83
MWI,SLE,5784.468
MWI,SLV,13954.76
MWI,SMR,6865.832
MWI,SOM,2329.377
MWI,SPM,11227.83
MWI,STP,3472.084
MWI,SUR,10087.84
MWI,SVK,7178.673
MWI,SVN,7022.419
MWI,SWE,8326.362
MWI,SWZ,1379.86
MWI,SYC,2554.919
MWI,SYR,5512.959
MWI,TCA,12189.51
MWI,TCD,3495.5
MWI,TGO,4391.482
MWI,THA,7938.159
MWI,TJK,6938.804
MWI,TKL,16145.97
MWI,TKM,6468.445
MWI,TMP,9906.462
MWI,TON,14962.89
MWI,TTO,10925.51
MWI,TUN,6153.717
MWI,TUR,6020.332
MWI,TUV,15352.51
MWI,TWN,10333.76
MWI,TZA,1031.947
MWI,UGA,1698.138
MWI,UKR,7038.604
MWI,URY,9184.109
MWI,USA,14233.75
MWI,UZB,7069.365
MWI,VCT,10972.64
MWI,VEN,11592.59
MWI,VGB,11448.45
MWI,VNM,8585.678
MWI,VUT,13845.92
MWI,WLF,15468.32
MWI,WSM,15763.61
MWI,YEM,3407.416
MWI,YUG,6657.523
MWI,ZAF,1837.949
MWI,ZAR,1929.919
MWI,ZMB,702.5109
MWI,ZWE,661.0216
MYS,ABW,18042.02
MYS,AFG,5078.32
MYS,AGO,10111.01
MYS,AIA,17170.33
MYS,ALB,9263.163
MYS,AND,10756.51
MYS,ANT,17922.61
MYS,ARE,5734.662
MYS,ARG,16333.03
MYS,ARM,7198.772
MYS,ATG,17205.11
MYS,AUS,6084.2
MYS,AUT,9626.781
MYS,AZE,6864.18
MYS,BDI,8313.565
MYS,BEL,10376.13
MYS,BEN,11251.59
MYS,BFA,11686.52
MYS,BGD,2694.917
MYS,BGR,8852.472
MYS,BHR,6220.263
MYS,BHS,16759.41
MYS,BIH,9421.287
MYS,BLR,8774.454
MYS,BLZ,17276.81
MYS,BMU,15821.45
MYS,BOL,18064.37
MYS,BRA,16193.42
MYS,BRB,17389.34
MYS,BRN,1254.45
MYS,BTN,3060.142
MYS,BWA,8948.923
MYS,CAF,9490.142
MYS,CAN,14119.47
MYS,CCK,
MYS,CHE,10194.78
MYS,CHL,16649.88
MYS,CHN,3879.04
MYS,CIV,12034.25
MYS,CMR,10261.48
MYS,COG,10035.22
MYS,COK,10812.66
MYS,COL,18832.37
MYS,COM,6896.594
MYS,CPV,13917.99
MYS,CRI,18215.02
MYS,CUB,17091.18
MYS,CXR,
MYS,CYM,17363.53
MYS,CYP,8033.03
MYS,CZE,9597.34
MYS,DEU,9986.959
MYS,DJI,6766.186
MYS,DMA,17324.96
MYS,DNK,9844.939
MYS,DOM,17401.12
MYS,DZA,10733.33
MYS,ECU,19490.94
MYS,EGY,8172.478
MYS,ERI,7192.027
MYS,ESH,12522.29
MYS,ESP,11174.05
MYS,EST,9011.992
MYS,ETH,7226.504
MYS,FIN,9085.845
MYS,FJI,8480.362
MYS,FLK,14401.31
MYS,FRA,10553.12
MYS,FRO,10715.99
MYS,FSM,5441.483
MYS,GAB,10465.06
MYS,GBR,10714.89
MYS,GEO,7320.897
MYS,GHA,11592.5
MYS,GIB,11491.89
MYS,GIN,12863.21
MYS,GLP,17261.41
MYS,GMB,13178.81
MYS,GNB,13120.51
MYS,GNQ,10508.32
MYS,GRC,8939.393
MYS,GRD,17616.99
MYS,GRL,11971.29
MYS,GTM,17398.24
MYS,GUF,17267.54
MYS,GUY,17707.88
MYS,HKG,2408.006
MYS,HND,17559.44
MYS,HRV,9554.434
MYS,HTI,17456.32
MYS,HUN,9325.767
MYS,IDN,1306.636
MYS,IND,3610.29
MYS,IRL,11057.51
MYS,IRN,6415.507
MYS,IRQ,6968.826
MYS,ISL,11256.95
MYS,ISR,7839.196
MYS,ITA,9907.099
MYS,JAM,17557.27
MYS,JOR,7744.513
MYS,JPN,4967.821
MYS,KAZ,5876.803
MYS,KEN,7469.65
MYS,KGZ,5229.37
MYS,KHM,1068.651
MYS,KIR,7808.362
MYS,KNA,16812.14
MYS,KOR,4418.149
MYS,KWT,6551.099
MYS,LAO,1691.363
MYS,LBN,7809.827
MYS,LBR,12654.98
MYS,LBY,9623.06
MYS,LCA,17417.22
MYS,LKA,2686.522
MYS,LSO,8905.11
MYS,LTU,9059.061
MYS,LUX,10277.85
MYS,LVA,9056.946
MYS,MAC,
MYS,MAR,11692.46
MYS,MDA,8605.744
MYS,MDG,6688.855
MYS,MDV,3420.259
MYS,MEX,16024.15
MYS,MHL,7312.443
MYS,MKD,9125.7
MYS,MLI,12203.75
MYS,MLT,9738.494
MYS,MMR,1881.589
MYS,MNG,4955.426
MYS,MNP,4742.609
MYS,MOZ,7998.836
MYS,MRT,12902.72
MYS,MSR,
MYS,MTQ,17365.53
MYS,MUS,5738.299
MYS,MWI,7935.579
MYS,MYS,556.2358
MYS,NAM,9852.814
MYS,NCL,7341.949
MYS,NER,10883.86
MYS,NFK,7732.53
MYS,NGA,10877.35
MYS,NIC,17885.52
MYS,NIU,9738.904
MYS,NLD,10298.82
MYS,NOR,9904.687
MYS,NPL,3386.085
MYS,NRU,7010.521
MYS,NZL,8624.274
MYS,OMN,5463.615
MYS,PAK,4556.43
MYS,PAL,7847.697
MYS,PAN,18488.63
MYS,PCN,
MYS,PER,18998.2
MYS,PHL,2277.142
MYS,PLW,3401.953
MYS,PNG,4951.532
MYS,POL,9330.901
MYS,PRI,17310.68
MYS,PRK,4616.669
MYS,PRT,11728.88
MYS,PRY,16847.97
MYS,PYF,11871.77
MYS,QAT,6111.717
MYS,REU,5971.219
MYS,ROM,8836.806
MYS,RUS,7647.654
MYS,RWA,8269.77
MYS,SAU,6885.213
MYS,SDN,7964.617
MYS,SEN,13210.79
MYS,SGP,505.5376
MYS,SHN,12512.18
MYS,SLB,6347.489
MYS,SLE,12873.68
MYS,SLV,17582.23
MYS,SMR,9859.533
MYS,SOM,6575.665
MYS,SPM,14069.59
MYS,STP,10830.95
MYS,SUR,17377.76
MYS,SVK,9348.404
MYS,SVN,9665.254
MYS,SWE,9568.984
MYS,SWZ,8484.473
MYS,SYC,5480.744
MYS,SYR,7693.758
MYS,TCA,17136.83
MYS,TCD,9699.181
MYS,TGO,11379.17
MYS,THA,1282.879
MYS,TJK,5282.889
MYS,TKL,9474.935
MYS,TKM,5989.798
MYS,TMP,2792.852
MYS,TON,9223.646
MYS,TTO,17729.47
MYS,TUN,10115.71
MYS,TUR,8232.465
MYS,TUV,8366.223
MYS,TWN,2968.969
MYS,TZA,7545.325
MYS,UGA,7969.541
MYS,UKR,8323.441
MYS,URY,16040.9
MYS,USA,14859.51
MYS,UZB,5477.856
MYS,VCT,17500.64
MYS,VEN,18159.29
MYS,VGB,17224.73
MYS,VNM,1361.233
MYS,VUT,7392.702
MYS,WLF,9012.136
MYS,WSM,9482.133
MYS,YEM,6642.857
MYS,YUG,9212.635
MYS,ZAF,8994.414
MYS,ZAR,9394.805
MYS,ZMB,8578.15
MYS,ZWE,8437.361
NAM,ABW,10238.2
NAM,AFG,8304.847
NAM,AGO,1424.021
NAM,AIA,9804.255
NAM,ALB,7031.814
NAM,AND,7353.93
NAM,ANT,10066.24
NAM,ARE,6659.895
NAM,ARG,7605.196
NAM,ARM,7489.778
NAM,ATG,9638.83
NAM,AUS,11730.63
NAM,AUT,7783.651
NAM,AZE,7681.489
NAM,BDI,2483.108
NAM,BEL,8203.515
NAM,BEN,3686.4
NAM,BFA,4351.27
NAM,BGD,9414.84
NAM,BGR,7249.549
NAM,BHR,6463.214
NAM,BHS,11476.73
NAM,BIH,7365.375
NAM,BLR,8475.26
NAM,BLZ,12291.64
NAM,BMU,10581.92
NAM,BOL,8603.047
NAM,BRA,6511.559
NAM,BRB,9233.222
NAM,BRN,10995.28
NAM,BTN,9550.669
NAM,BWA,1007.111
NAM,CAF,3013.972
NAM,CAN,12836.87
NAM,CCK,
NAM,CHE,7736.947
NAM,CHL,8541.71
NAM,CHN,12272.32
NAM,CIV,3928.29
NAM,CMR,3175.241
NAM,COG,2032.987
NAM,COK,15260.56
NAM,COL,10463.08
NAM,COM,3049.611
NAM,CPV,6150.244
NAM,CRI,11582.27
NAM,CUB,11575.97
NAM,CXR,
NAM,CYM,11644.9
NAM,CYP,6568.06
NAM,CZE,8004.128
NAM,DEU,8196.301
NAM,DJI,4691.662
NAM,DMA,9510.097
NAM,DNK,8672.702
NAM,DOM,10510.26
NAM,DZA,6617.17
NAM,ECU,10624.45
NAM,EGY,5983.606
NAM,ERI,4786.821
NAM,ESH,6327.211
NAM,ESP,7208.64
NAM,EST,9057.255
NAM,ETH,4222.273
NAM,FIN,9280.488
NAM,FJI,15146.16
NAM,FLK,7086.618
NAM,FRA,7775.102
NAM,FRO,9588.809
NAM,FSM,15024.85
NAM,GAB,2567.486
NAM,GBR,8485.825
NAM,GEO,7627.013
NAM,GHA,3712.015
NAM,GIB,6886.817
NAM,GIN,4812.917
NAM,GLP,9568.526
NAM,GMB,5376.249
NAM,GNB,5187.261
NAM,GNQ,2877.388
NAM,GRC,6747.814
NAM,GRD,9394.583
NAM,GRL,11315.59
NAM,GTM,12423.02
NAM,GUF,8179.419
NAM,GUY,8779.758
NAM,HKG,11607.43
NAM,HND,12114.53
NAM,HRV,7485.598
NAM,HTI,10736.19
NAM,HUN,7716.604
NAM,IDN,9929.927
NAM,IND,8152.492
NAM,IRL,8671.334
NAM,IRN,7287.568
NAM,IRQ,6833.976
NAM,ISL,10161.36
NAM,ISR,6302.927
NAM,ITA,7217.005
NAM,JAM,11165.34
NAM,JOR,6326.187
NAM,JPN,14108.93
NAM,KAZ,9522.26
NAM,KEN,3166.517
NAM,KGZ,9239.187
NAM,KHM,10254.94
NAM,KIR,16596.87
NAM,KNA,9626.132
NAM,KOR,13224.8
NAM,KWT,6594.768
NAM,LAO,10414.02
NAM,LBN,6514.34
NAM,LBR,4348.951
NAM,LBY,6031.053
NAM,LCA,9407.754
NAM,LKA,7616.256
NAM,LSO,1371.994
NAM,LTU,8611.756
NAM,LUX,8039.488
NAM,LVA,8794.762
NAM,MAC,
NAM,MAR,6683.181
NAM,MDA,7776.818
NAM,MDG,3200.847
NAM,MDV,6751.534
NAM,MEX,13722.71
NAM,MHL,16703.05
NAM,MKD,7107.721
NAM,MLI,4733.842
NAM,MLT,6446.573
NAM,MMR,9695.319
NAM,MNG,11708.64
NAM,MNP,14574.16
NAM,MOZ,1951.886
NAM,MRT,5671.368
NAM,MSR,
NAM,MTQ,9441.226
NAM,MUS,4197.275
NAM,MWI,2035.113
NAM,MYS,9852.814
NAM,NAM,383.4046
NAM,NCL,14116.22
NAM,NER,4243.943
NAM,NFK,13556.8
NAM,NGA,3583.921
NAM,NIC,11879.81
NAM,NIU,15403.84
NAM,NLD,8325.587
NAM,NOR,9204.579
NAM,NPL,9129.697
NAM,NRU,15900.73
NAM,NZL,12799.54
NAM,OMN,6647.808
NAM,PAK,8081.407
NAM,PAL,6256.846
NAM,PAN,11125.98
NAM,PCN,
NAM,PER,9924.884
NAM,PHL,12053.1
NAM,PLW,13140.44
NAM,PNG,13657.94
NAM,POL,8212.965
NAM,PRI,10117.04
NAM,PRK,13176.33
NAM,PRT,7340.986
NAM,PRY,7467.044
NAM,PYF,15407.65
NAM,QAT,6438.41
NAM,REU,3971.831
NAM,ROM,7556.998
NAM,RUS,9265.121
NAM,RWA,2626.192
NAM,SAU,5844.705
NAM,SDN,4415.061
NAM,SEN,5513.1
NAM,SGP,9735.146
NAM,SHN,2892.256
NAM,SLB,14672.28
NAM,SLE,4696.306
NAM,SLV,12231.99
NAM,SMR,7350.861
NAM,SOM,4168.042
NAM,SPM,10595.37
NAM,STP,2740.087
NAM,SUR,8436.849
NAM,SVK,7858.3
NAM,SVN,7585.873
NAM,SWE,8993.655
NAM,SWZ,1561.703
NAM,SYC,4564.553
NAM,SYR,6689.719
NAM,TCA,10731.17
NAM,TCD,3705.795
NAM,TGO,3690.748
NAM,THA,9935.4
NAM,TJK,8668.071
NAM,TKL,16432.89
NAM,TKM,8069.205
NAM,TMP,11526.5
NAM,TON,15092.91
NAM,TTO,9291.748
NAM,TUN,6486.735
NAM,TUR,7025.785
NAM,TUV,16131.81
NAM,TWN,12341.73
NAM,TZA,2790.482
NAM,UGA,3027.632
NAM,UKR,8037.905
NAM,URY,7186.598
NAM,USA,13210.7
NAM,UZB,8761.824
NAM,VCT,9394.504
NAM,VEN,9912.035
NAM,VGB,9961.431
NAM,VNM,10569.69
NAM,VUT,14651.24
NAM,WLF,15849.15
NAM,WSM,15929.91
NAM,YEM,5042.905
NAM,YUG,7357.649
NAM,ZAF,1371.972
NAM,ZAR,1998.335
NAM,ZMB,1495.376
NAM,ZWE,1459.998
NCL,ABW,13994.37
NCL,AFG,12087.35
NCL,AGO,15397.97
NCL,AIA,14879.73
NCL,ALB,16226.84
NCL,AND,17329.33
NCL,ANT,14201.32
NCL,ARE,13056.93
NCL,ARG,12139.53
NCL,ARM,14218.83
NCL,ATG,14973.45
NCL,AUS,2503.379
NCL,AUT,16150.44
NCL,AZE,13856.71
NCL,BDI,14546.85
NCL,BEL,16440.51
NCL,BEN,17699.34
NCL,BFA,18393.18
NCL,BGD,9639.517
NCL,BGR,15769.48
NCL,BHR,13542.61
NCL,BHS,13580.84
NCL,BIH,16209.96
NCL,BLR,15056.44
NCL,BLZ,12264.49
NCL,BMU,14897.59
NCL,BOL,12863.14
NCL,BRA,14401.22
NCL,BRB,15086.88
NCL,BRN,6352.353
NCL,BTN,9863.699
NCL,BWA,13400.58
NCL,CAF,16086.17
NCL,CAN,13014.5
NCL,CCK,
NCL,CHE,16631.72
NCL,CHL,11396.92
NCL,CHN,8262.214
NCL,CIV,18021.66
NCL,CMR,16776.78
NCL,COG,15840.97
NCL,COK,3531.338
NCL,COL,13237.8
NCL,COM,12725.43
NCL,CPV,18748.08
NCL,CRI,12440.73
NCL,CUB,13277.97
NCL,CXR,
NCL,CYM,13038.01
NCL,CYP,15248.73
NCL,CZE,15991.53
NCL,DEU,16160.98
NCL,DJI,13897.0
NCL,DMA,14977.53
NCL,DNK,15721.48
NCL,DOM,14171.86
NCL,DZA,17744.2
NCL,ECU,12451.86
NCL,EGY,15480.48
NCL,ERI,14402.39
NCL,ESH,19485.33
NCL,ESP,17750.62
NCL,EST,14854.02
NCL,ETH,14251.21
NCL,FIN,14747.75
NCL,FJI,1333.817
NCL,FLK,10792.45
NCL,FRA,16870.66
NCL,FRO,15526.79
NCL,FSM,3597.361
NCL,GAB,16484.07
NCL,GBR,16449.24
NCL,GEO,14275.28
NCL,GHA,17809.4
NCL,GIB,18246.03
NCL,GIN,18673.72
NCL,GLP,14983.01
NCL,GMB,19051.81
NCL,GNB,18907.15
NCL,GNQ,16743.62
NCL,GRC,16038.98
NCL,GRD,14838.18
NCL,GRL,14421.1
NCL,GTM,11940.34
NCL,GUF,15425.41
NCL,GUY,14978.11
NCL,HKG,7492.512
NCL,HND,12271.99
NCL,HRV,16259.87
NCL,HTI,13933.56
NCL,HUN,15943.2
NCL,IDN,6517.4
NCL,IND,10825.46
NCL,IRL,16505.0
NCL,IRN,13577.98
NCL,IRQ,14194.69
NCL,ISL,15272.65
NCL,ISR,15117.09
NCL,ITA,16691.37
NCL,JAM,13445.77
NCL,JOR,15022.64
NCL,JPN,7084.02
NCL,KAZ,12138.73
NCL,KEN,13941.73
NCL,KGZ,11788.95
NCL,KHM,7706.105
NCL,KIR,2741.967
NCL,KNA,14795.56
NCL,KOR,7683.896
NCL,KWT,13846.82
NCL,LAO,8128.293
NCL,LBN,15050.54
NCL,LBR,18261.88
NCL,LBY,16885.13
