country,date,spei
Portugal,2021-01-16,-0.21141978
Puerto Rico,2021-01-16,-0.38684472
Qatar,2021-01-16,-0.22212897
Republic of Serbia,2021-01-16,-0.03821905
Republic of the Congo,2021-01-16,1.1418301
Romania,2021-01-16,0.20075503
Russia,2021-01-16,0.27258915
Rwanda,2021-01-16,1.7035109
Saint Vincent and the Grenadines,2021-01-16,-0.41141066
Samoa,2021-01-16,0.75315344
Saudi Arabia,2021-01-16,-0.31592697
Senegal,2021-01-16,-3.176891
Siachen Glacier,2021-01-16,1.8632536
Sierra Leone,2021-01-16,-0.45312452
Slovakia,2021-01-16,-0.47431982
Slovenia,2021-01-16,-0.47651297
Solomon Islands,2021-01-16,0.07206629
Somalia,2021-01-16,-0.29411626
Somaliland,2021-01-16,-1.4007365
South Africa,2021-01-16,0.8520898
South Georgia and the Islands,2021-01-16,-2.3985748
South Korea,2021-01-16,-0.9898798
South Sudan,2021-01-16,-0.48390153
Spain,2021-01-16,0.16085568
Sri Lanka,2021-01-16,0.36806363
Sudan,2021-01-16,-1.2077862
Suriname,2021-01-16,1.6997395
Sweden,2021-01-16,0.1607256
Switzerland,2021-01-16,-0.00806727
Syria,2021-01-16,-0.18115857
Taiwan,2021-01-16,-0.9902381
Tajikistan,2021-01-16,-0.40446275
Thailand,2021-01-16,-0.60144955
The Bahamas,2021-01-16,1.7756048
Togo,2021-01-16,-2.1601849
Trinidad and Tobago,2021-01-16,-1.3400003
Tunisia,2021-01-16,-0.790533
Turkey,2021-01-16,-0.68123674
Turkmenistan,2021-01-16,-0.5125414
Uganda,2021-01-16,0.6901658
Ukraine,2021-01-16,0.18166193
United Arab Emirates,2021-01-16,0.3349009
United Kingdom,2021-01-16,0.90412647
United Republic of Tanzania,2021-01-16,0.7094476
United States Virgin Islands,2021-01-16,-0.73051023
United States of America,2021-01-16,-0.28175738
Uruguay,2021-01-16,-0.6268102
Uzbekistan,2021-01-16,-1.140482
Vanuatu,2021-01-16,-0.003963031
Venezuela,2021-01-16,0.068719655
Vietnam,2021-01-16,-0.4578572
Western Sahara,2021-01-16,-0.44068298
Yemen,2021-01-16,-1.1518269
Zambia,2021-01-16,0.04671161
Zimbabwe,2021-01-16,-0.1797914
eSwatini,2021-01-16,0.24818948
Afghanistan,2021-02-15,-1.702443
Aland,2021-02-15,0.53022295
Albania,2021-02-15,1.4808322
Algeria,2021-02-15,-1.0413147
Angola,2021-02-15,0.091846116
Antarctica,2021-02-15,
Argentina,2021-02-15,-0.27602565
Armenia,2021-02-15,-0.57605815
Australia,2021-02-15,0.35378864
Austria,2021-02-15,0.09052514
Azerbaijan,2021-02-15,0.21862546
Bangladesh,2021-02-15,-0.8195998
Belarus,2021-02-15,1.1143459
Belgium,2021-02-15,1.1321279
Belize,2021-02-15,0.035473544
Benin,2021-02-15,-2.2974617
Bhutan,2021-02-15,-0.8480333
Bolivia,2021-02-15,-0.51873827
Bosnia and Herzegovina,2021-02-15,1.0268551
Botswana,2021-02-15,0.21129939
Brazil,2021-02-15,-0.20560443
Brunei,2021-02-15,1.0087795
Bulgaria,2021-02-15,1.4643759
Burkina Faso,2021-02-15,-2.6854796
Burundi,2021-02-15,1.7266691
Cabo Verde,2021-02-15,-1.5624427
Cambodia,2021-02-15,-0.036359612
Cameroon,2021-02-15,-0.38949513
Canada,2021-02-15,0.057286978
Cayman Islands,2021-02-15,
Central African Republic,2021-02-15,-0.3475807
Chad,2021-02-15,-0.8544251
Chile,2021-02-15,-0.5673199
China,2021-02-15,-0.73916477
Colombia,2021-02-15,0.25933516
Comoros,2021-02-15,-0.2711447
Costa Rica,2021-02-15,0.285438
Croatia,2021-02-15,0.74281263
Cuba,2021-02-15,-0.369101
Cyprus,2021-02-15,-0.8366674
Czechia,2021-02-15,0.039599225
Democratic Republic of the Congo,2021-02-15,0.23197134
Denmark,2021-02-15,0.015272057
Djibouti,2021-02-15,0.06556133
Dominican Republic,2021-02-15,-0.37569723
East Timor,2021-02-15,-2.1631832
Ecuador,2021-02-15,-0.47140744
Egypt,2021-02-15,-2.055619
El Salvador,2021-02-15,-0.9912156
Equatorial Guinea,2021-02-15,-0.39075345
Eritrea,2021-02-15,-0.646643
Estonia,2021-02-15,0.6480278
Ethiopia,2021-02-15,-0.28966784
Falkland Islands,2021-02-15,-0.6193855
Faroe Islands,2021-02-15,-0.4991744
Fiji,2021-02-15,0.7657914
Finland,2021-02-15,0.87807804
France,2021-02-15,0.8949645
French Polynesia,2021-02-15,-1.8496326
French Southern and Antarctic Lands,2021-02-15,0.6410368
Gabon,2021-02-15,0.13219711
Gambia,2021-02-15,-1.981735
Georgia,2021-02-15,-0.5860046
Germany,2021-02-15,-0.009940863
Ghana,2021-02-15,-2.0090973
Greece,2021-02-15,0.757465
Greenland,2021-02-15,0.4923531
Guatemala,2021-02-15,-0.9688638
Guinea,2021-02-15,-2.2205827
Guinea-Bissau,2021-02-15,-2.1882997
Guyana,2021-02-15,0.2770056
Haiti,2021-02-15,-1.0040101
Honduras,2021-02-15,0.026007678
Hungary,2021-02-15,0.23230316
Iceland,2021-02-15,-0.19437917
India,2021-02-15,-0.5215933
Indonesia,2021-02-15,0.029369963
Iran,2021-02-15,-1.3821303
Iraq,2021-02-15,-1.371341
Ireland,2021-02-15,1.3383996
Israel,2021-02-15,-0.873573
Italy,2021-02-15,0.19408748
Ivory Coast,2021-02-15,-1.301523
Jamaica,2021-02-15,-0.51630473
Japan,2021-02-15,-0.59594584
Jordan,2021-02-15,-0.87644947
Kazakhstan,2021-02-15,0.10782659
Kenya,2021-02-15,0.5232236
Kiribati,2021-02-15,
Kosovo,2021-02-15,1.4929298
Kuwait,2021-02-15,-0.986062
Kyrgyzstan,2021-02-15,-0.90932107
Laos,2021-02-15,0.19881621
Latvia,2021-02-15,0.10439606
Lebanon,2021-02-15,-0.71104425
Lesotho,2021-02-15,1.6461806
Liberia,2021-02-15,-0.32458314
Libya,2021-02-15,-1.2678242
Lithuania,2021-02-15,-0.17284079
Luxembourg,2021-02-15,1.0709513
Madagascar,2021-02-15,-1.3602132
Malawi,2021-02-15,-0.78066623
Malaysia,2021-02-15,0.36280406
Mali,2021-02-15,-1.9508936
Mauritania,2021-02-15,-1.3293914
Mauritius,2021-02-15,-2.4027236
Mexico,2021-02-15,-0.58739096
Moldova,2021-02-15,1.2676108
Mongolia,2021-02-15,-1.3606633
Montenegro,2021-02-15,1.4270822
Morocco,2021-02-15,-0.5483109
Mozambique,2021-02-15,0.13844223
Myanmar,2021-02-15,-0.4764324
Namibia,2021-02-15,0.31498122
Nepal,2021-02-15,-0.40672782
Netherlands,2021-02-15,0.8278514
New Caledonia,2021-02-15,1.7880807
New Zealand,2021-02-15,-0.20814088
Nicaragua,2021-02-15,0.1953559
Niger,2021-02-15,-0.13117655
Nigeria,2021-02-15,-0.7065841
North Korea,2021-02-15,-0.8394007
North Macedonia,2021-02-15,1.6142961
Northern Cyprus,2021-02-15,-0.82295763
Norway,2021-02-15,-0.25360262
Oman,2021-02-15,-1.5567867
Pakistan,2021-02-15,-1.3768903
Palestine,2021-02-15,-0.7843125
Panama,2021-02-15,0.41514966
Papua New Guinea,2021-02-15,0.26256517
Paraguay,2021-02-15,0.43592757
Peru,2021-02-15,0.12807195
Philippines,2021-02-15,0.8974829
Poland,2021-02-15,0.14305337
Portugal,2021-02-15,0.22129953
Puerto Rico,2021-02-15,-0.3166461
Qatar,2021-02-15,-0.9191683
Republic of Serbia,2021-02-15,0.7671612
Republic of the Congo,2021-02-15,0.6552242
Romania,2021-02-15,0.84748966
Russia,2021-02-15,0.3866194
Rwanda,2021-02-15,1.5214
Saint Vincent and the Grenadines,2021-02-15,-0.64172864
Samoa,2021-02-15,0.6334385
Saudi Arabia,2021-02-15,-0.73183787
Senegal,2021-02-15,-1.9530091
Siachen Glacier,2021-02-15,0.81529844
Sierra Leone,2021-02-15,-1.0943714
Slovakia,2021-02-15,0.59698
Slovenia,2021-02-15,0.24886242
Solomon Islands,2021-02-15,0.038447328
Somalia,2021-02-15,-0.5380387
Somaliland,2021-02-15,-0.75744814
South Africa,2021-02-15,0.7114935
South Georgia and the Islands,2021-02-15,-2.7540572
South Korea,2021-02-15,-1.4246347
South Sudan,2021-02-15,-0.7002149
Spain,2021-02-15,0.16981882
Sri Lanka,2021-02-15,0.69358015
Sudan,2021-02-15,-1.2339082
Suriname,2021-02-15,0.74006975
Sweden,2021-02-15,0.21699381
Switzerland,2021-02-15,0.6109532
Syria,2021-02-15,-1.2448739
Taiwan,2021-02-15,-0.65539545
Tajikistan,2021-02-15,-1.3162181
Thailand,2021-02-15,0.09397725
The Bahamas,2021-02-15,-0.8982428
Togo,2021-02-15,-2.2125406
Trinidad and Tobago,2021-02-15,-0.75412416
Tunisia,2021-02-15,-1.3833303
Turkey,2021-02-15,-0.9957133
Turkmenistan,2021-02-15,-1.4055322
Uganda,2021-02-15,0.8393457
Ukraine,2021-02-15,1.0657562
United Arab Emirates,2021-02-15,-0.46834216
United Kingdom,2021-02-15,1.3016217
United Republic of Tanzania,2021-02-15,0.76145864
United States Virgin Islands,2021-02-15,-0.6516832
United States of America,2021-02-15,-0.10483165
Uruguay,2021-02-15,0.33851463
Uzbekistan,2021-02-15,-1.6021339
Vanuatu,2021-02-15,0.10704603
Venezuela,2021-02-15,-0.25419235
Vietnam,2021-02-15,-0.05086437
Western Sahara,2021-02-15,-0.64264023
Yemen,2021-02-15,-1.0712134
Zambia,2021-02-15,0.059306275
Zimbabwe,2021-02-15,-0.0013758967
eSwatini,2021-02-15,1.2755642
Afghanistan,2021-03-16,-1.7137523
Aland,2021-03-16,0.55543524
Albania,2021-03-16,0.64207184
Algeria,2021-03-16,-0.30939978
Angola,2021-03-16,0.12048392
Antarctica,2021-03-16,
Argentina,2021-03-16,0.04492307
Armenia,2021-03-16,0.38696256
Australia,2021-03-16,0.43952966
Austria,2021-03-16,-0.4677005
Azerbaijan,2021-03-16,0.37870786
Bangladesh,2021-03-16,-1.2092761
Belarus,2021-03-16,1.050929
Belgium,2021-03-16,0.49890977
Belize,2021-03-16,0.61917996
Benin,2021-03-16,-1.0827942
Bhutan,2021-03-16,0.47915107
Bolivia,2021-03-16,-0.062292676
Bosnia and Herzegovina,2021-03-16,-0.16718498
Botswana,2021-03-16,0.07938152
Brazil,2021-03-16,0.019569535
Brunei,2021-03-16,0.9002422
Bulgaria,2021-03-16,1.3936651
Burkina Faso,2021-03-16,-1.9031808
Burundi,2021-03-16,1.8075699
Cabo Verde,2021-03-16,-1.2703568
Cambodia,2021-03-16,-0.0533186
Cameroon,2021-03-16,0.37742215
Canada,2021-03-16,-0.17383116
Cayman Islands,2021-03-16,
Central African Republic,2021-03-16,0.30963647
Chad,2021-03-16,-0.8368711
Chile,2021-03-16,-0.58898604
China,2021-03-16,-0.65568596
Colombia,2021-03-16,0.58441806
Comoros,2021-03-16,-0.980291
Costa Rica,2021-03-16,0.22878736
Croatia,2021-03-16,-0.53066427
Cuba,2021-03-16,-0.9348137
Cyprus,2021-03-16,-0.70106494
Czechia,2021-03-16,-0.092668235
Democratic Republic of the Congo,2021-03-16,0.15514857
Denmark,2021-03-16,0.2641252
Djibouti,2021-03-16,-2.0528839
Dominican Republic,2021-03-16,-0.39465916
East Timor,2021-03-16,-2.1558745
Ecuador,2021-03-16,0.17930946
Egypt,2021-03-16,-1.5527487
El Salvador,2021-03-16,-0.77502745
Equatorial Guinea,2021-03-16,-0.34563693
Eritrea,2021-03-16,-0.7732709
Estonia,2021-03-16,0.9163062
Ethiopia,2021-03-16,-0.11584623
Falkland Islands,2021-03-16,-0.90356743
Faroe Islands,2021-03-16,-0.3307539
Fiji,2021-03-16,0.7609324
Finland,2021-03-16,0.8100024
France,2021-03-16,-0.22326107
French Polynesia,2021-03-16,-2.4044366
French Southern and Antarctic Lands,2021-03-16,-0.09141065
Gabon,2021-03-16,-0.2236114
Gambia,2021-03-16,-0.82472867
Georgia,2021-03-16,0.33252394
Germany,2021-03-16,0.15822613
Ghana,2021-03-16,-1.0468109
Greece,2021-03-16,0.12009262
Greenland,2021-03-16,0.64748824
Guatemala,2021-03-16,-0.18977024
Guinea,2021-03-16,-1.3722317
Guinea-Bissau,2021-03-16,-0.94704664
Guyana,2021-03-16,0.8440434
Haiti,2021-03-16,-0.5885416
Honduras,2021-03-16,-0.02102288
Hungary,2021-03-16,-0.3503437
Iceland,2021-03-16,-0.045298878
India,2021-03-16,-0.5192249
Indonesia,2021-03-16,0.20813632
Iran,2021-03-16,-1.7327688
Iraq,2021-03-16,-1.4839472
Ireland,2021-03-16,0.9752592
Israel,2021-03-16,-1.0702138
Italy,2021-03-16,-0.62449455
Ivory Coast,2021-03-16,-0.65902287
Jamaica,2021-03-16,-0.3865838
Japan,2021-03-16,0.3328055
Jordan,2021-03-16,-1.020501
Kazakhstan,2021-03-16,0.91108984
Kenya,2021-03-16,1.3667839
Kiribati,2021-03-16,
Kosovo,2021-03-16,0.6264334
Kuwait,2021-03-16,-2.2425866
Kyrgyzstan,2021-03-16,0.4932509
Laos,2021-03-16,0.2412992
Latvia,2021-03-16,0.4956433
Lebanon,2021-03-16,-0.6739807
Lesotho,2021-03-16,1.1990284
Liberia,2021-03-16,-0.46349517
Libya,2021-03-16,-1.0236642
Lithuania,2021-03-16,0.119020425
Luxembourg,2021-03-16,0.8055855
Madagascar,2021-03-16,-0.8974945
Malawi,2021-03-16,-0.623922
Malaysia,2021-03-16,0.7804108
Mali,2021-03-16,-1.506197
Mauritania,2021-03-16,-1.1519523
Mauritius,2021-03-16,-2.5356998
Mexico,2021-03-16,-0.5911925
Moldova,2021-03-16,0.77870333
Mongolia,2021-03-16,-2.0666747
Montenegro,2021-03-16,0.32980517
Morocco,2021-03-16,-0.5682735
Mozambique,2021-03-16,0.19235042
Myanmar,2021-03-16,-0.14217183
Namibia,2021-03-16,0.32697296
Nepal,2021-03-16,-0.4785878
Netherlands,2021-03-16,0.40595534
New Caledonia,2021-03-16,1.1995968
New Zealand,2021-03-16,0.31523126
Nicaragua,2021-03-16,-0.014821859
Niger,2021-03-16,-0.158372
Nigeria,2021-03-16,-0.30303115
North Korea,2021-03-16,0.9623182
North Macedonia,2021-03-16,1.1808547
Northern Cyprus,2021-03-16,-0.3011007
Norway,2021-03-16,-0.019714722
Oman,2021-03-16,-2.4502997
Pakistan,2021-03-16,-1.616787
Palestine,2021-03-16,-0.87173104
Panama,2021-03-16,0.5968067
Papua New Guinea,2021-03-16,0.4095006
Paraguay,2021-03-16,0.44010478
Peru,2021-03-16,0.24130291
Philippines,2021-03-16,0.82902926
Poland,2021-03-16,0.20973064
Portugal,2021-03-16,0.08027806
Puerto Rico,2021-03-16,-0.27328086
Qatar,2021-03-16,-1.5882797
Republic of Serbia,2021-03-16,0.30589435
Republic of the Congo,2021-03-16,0.20984855
Romania,2021-03-16,0.6956194
Russia,2021-03-16,0.6093576
Rwanda,2021-03-16,1.7665704
Saint Vincent and the Grenadines,2021-03-16,1.3597183
Samoa,2021-03-16,0.6455724
Saudi Arabia,2021-03-16,-1.4541131
Senegal,2021-03-16,-0.85815936
Siachen Glacier,2021-03-16,1.6618282
Sierra Leone,2021-03-16,-0.9692366
Slovakia,2021-03-16,-0.04551526
Slovenia,2021-03-16,-0.89804184
Solomon Islands,2021-03-16,0.03714139
Somalia,2021-03-16,-0.32917845
Somaliland,2021-03-16,-1.390348
South Africa,2021-03-16,0.44276124
South Georgia and the Islands,2021-03-16,-2.221387
South Korea,2021-03-16,0.47208944
South Sudan,2021-03-16,-0.50541
Spain,2021-03-16,-0.27630132
Sri Lanka,2021-03-16,0.3534506
Sudan,2021-03-16,-1.0618252
Suriname,2021-03-16,0.46929753
Sweden,2021-03-16,0.22632508
Switzerland,2021-03-16,0.3419284
Syria,2021-03-16,-0.9254515
Taiwan,2021-03-16,-0.73841405
Tajikistan,2021-03-16,-0.80083257
Thailand,2021-03-16,-0.05520821
The Bahamas,2021-03-16,-1.0862316
Togo,2021-03-16,-0.9257747
Trinidad and Tobago,2021-03-16,1.6162493
Tunisia,2021-03-16,-1.4880396
Turkey,2021-03-16,0.1855086
Turkmenistan,2021-03-16,-1.1040503
Uganda,2021-03-16,0.90400225
Ukraine,2021-03-16,1.2295029
United Arab Emirates,2021-03-16,-1.5891435
United Kingdom,2021-03-16,0.60743874
United Republic of Tanzania,2021-03-16,0.67717254
United States Virgin Islands,2021-03-16,-0.6874707
United States of America,2021-03-16,0.05388929
Uruguay,2021-03-16,0.6126531
Uzbekistan,2021-03-16,-0.89490354
Vanuatu,2021-03-16,0.1215323
Venezuela,2021-03-16,0.26826832
Vietnam,2021-03-16,-0.25013536
Western Sahara,2021-03-16,-0.8606694
Yemen,2021-03-16,-1.4989582
Zambia,2021-03-16,-0.0374255
Zimbabwe,2021-03-16,-0.26386794
eSwatini,2021-03-16,1.0990403
Afghanistan,2021-04-16,-1.6156082
Aland,2021-04-16,-0.44966838
Albania,2021-04-16,-0.73185295
Algeria,2021-04-16,-0.36462635
Angola,2021-04-16,0.11535347
Antarctica,2021-04-16,
Argentina,2021-04-16,-0.15184456
Armenia,2021-04-16,-1.3404847
Australia,2021-04-16,0.26812863
Austria,2021-04-16,-1.2135912
Azerbaijan,2021-04-16,-0.9587671
Bangladesh,2021-04-16,-1.4683948
Belarus,2021-04-16,-0.3571145
Belgium,2021-04-16,-0.8858504
Belize,2021-04-16,0.24741913
Benin,2021-04-16,-1.6504765
Bhutan,2021-04-16,-0.4913364
Bolivia,2021-04-16,-0.07613663
Bosnia and Herzegovina,2021-04-16,-0.7806082
Botswana,2021-04-16,-0.26230055
Brazil,2021-04-16,0.017980557
Brunei,2021-04-16,-0.5590159
Bulgaria,2021-04-16,0.3588455
Burkina Faso,2021-04-16,-2.2568662
Burundi,2021-04-16,-0.72405493
Cabo Verde,2021-04-16,-1.2255065
Cambodia,2021-04-16,1.5597668
Cameroon,2021-04-16,0.38039643
Canada,2021-04-16,-0.23428228
Cayman Islands,2021-04-16,
Central African Republic,2021-04-16,-0.088898465
Chad,2021-04-16,-0.60840887
Chile,2021-04-16,-0.9054669
China,2021-04-16,-0.31658155
Colombia,2021-04-16,0.6536344
Comoros,2021-04-16,0.60741615
Costa Rica,2021-04-16,0.7441618
Croatia,2021-04-16,-1.046122
Cuba,2021-04-16,-1.270293
Cyprus,2021-04-16,-1.1570032
Czechia,2021-04-16,-0.736663
Democratic Republic of the Congo,2021-04-16,-0.095417514
Denmark,2021-04-16,-0.8929306
Djibouti,2021-04-16,-0.9630894
Dominican Republic,2021-04-16,-0.8176286
East Timor,2021-04-16,-1.9829574
Ecuador,2021-04-16,0.15158805
Egypt,2021-04-16,-1.1586525
El Salvador,2021-04-16,-0.32285407
Equatorial Guinea,2021-04-16,0.041187473
Eritrea,2021-04-16,0.0796091
Estonia,2021-04-16,-0.32555503
Ethiopia,2021-04-16,0.60555774
Falkland Islands,2021-04-16,-1.331414
Faroe Islands,2021-04-16,-0.21815912
Fiji,2021-04-16,-0.65822744
Finland,2021-04-16,0.42189702
France,2021-04-16,-1.1863884
French Polynesia,2021-04-16,-1.6231403
French Southern and Antarctic Lands,2021-04-16,0.5642199
Gabon,2021-04-16,-0.5669459
Gambia,2021-04-16,-0.9429444
Georgia,2021-04-16,-0.26858923
Germany,2021-04-16,-0.73452485
Ghana,2021-04-16,-1.1915363
Greece,2021-04-16,-1.0363243
Greenland,2021-04-16,0.7196416
Guatemala,2021-04-16,-0.40877104
Guinea,2021-04-16,-1.1660748
Guinea-Bissau,2021-04-16,-1.0354501
Guyana,2021-04-16,1.3485675
Haiti,2021-04-16,-0.72148037
Honduras,2021-04-16,-0.28485858
Hungary,2021-04-16,-0.52026665
Iceland,2021-04-16,-0.39422783
India,2021-04-16,-0.35422087
Indonesia,2021-04-16,-0.31792256
Iran,2021-04-16,-1.8849062
Iraq,2021-04-16,-1.8674968
Ireland,2021-04-16,-0.44876012
Israel,2021-04-16,-0.9660066
Italy,2021-04-16,-1.0894331
Ivory Coast,2021-04-16,-0.69730747
Jamaica,2021-04-16,-0.69237113
Japan,2021-04-16,0.2826109
Jordan,2021-04-16,-1.0258721
Kazakhstan,2021-04-16,-0.35010403
Kenya,2021-04-16,0.87363595
Kiribati,2021-04-16,
Kosovo,2021-04-16,-0.49457934
Kuwait,2021-04-16,-2.2912173
Kyrgyzstan,2021-04-16,-0.21239041
Laos,2021-04-16,1.6919206
Latvia,2021-04-16,-0.88926893
Lebanon,2021-04-16,-1.0531361
Lesotho,2021-04-16,0.023259426
Liberia,2021-04-16,-0.2806225
Libya,2021-04-16,-0.86752206
Lithuania,2021-04-16,-1.2342963
Luxembourg,2021-04-16,-0.46203533
Madagascar,2021-04-16,-0.51643443
Malawi,2021-04-16,-0.59861386
Malaysia,2021-04-16,-0.35171345
Mali,2021-04-16,-1.429592
Mauritania,2021-04-16,-1.0934552
Mauritius,2021-04-16,0.22380908
Mexico,2021-04-16,-0.79172033
Moldova,2021-04-16,0.35892537
Mongolia,2021-04-16,-1.2695999
Montenegro,2021-04-16,-0.6941492
Morocco,2021-04-16,-0.9928068
Mozambique,2021-04-16,0.34261116
Myanmar,2021-04-16,0.15852645
Namibia,2021-04-16,0.0044839997
Nepal,2021-04-16,-0.120850876
Netherlands,2021-04-16,-0.74846226
New Caledonia,2021-04-16,0.6225368
New Zealand,2021-04-16,0.18432124
Nicaragua,2021-04-16,-0.22668062
Niger,2021-04-16,-0.8004732
Nigeria,2021-04-16,-0.8195937
North Korea,2021-04-16,0.5659024
North Macedonia,2021-04-16,-0.23165436
Northern Cyprus,2021-04-16,-1.0241691
Norway,2021-04-16,0.1665645
Oman,2021-04-16,-2.1218762
Pakistan,2021-04-16,-1.22444
Palestine,2021-04-16,-0.88344353
Panama,2021-04-16,0.9807742
Papua New Guinea,2021-04-16,0.32035163
Paraguay,2021-04-16,-0.9820457
Peru,2021-04-16,0.105289444
Philippines,2021-04-16,0.27733037
Poland,2021-04-16,-0.38055065
Portugal,2021-04-16,0.25059396
Puerto Rico,2021-04-16,-0.086768515
Qatar,2021-04-16,-1.9542197
Republic of Serbia,2021-04-16,-0.2418966
Republic of the Congo,2021-04-16,-0.34181684
Romania,2021-04-16,0.35755292
Russia,2021-04-16,0.39513162
Rwanda,2021-04-16,-0.3287174
Saint Vincent and the Grenadines,2021-04-16,1.5252427
Samoa,2021-04-16,-0.26598153
Saudi Arabia,2021-04-16,-1.5683558
Senegal,2021-04-16,-1.0136068
Siachen Glacier,2021-04-16,1.3811685
Sierra Leone,2021-04-16,-0.52112633
Slovakia,2021-04-16,-0.3992014
Slovenia,2021-04-16,-1.36852
Solomon Islands,2021-04-16,-0.00087223406
Somalia,2021-04-16,0.47283104
Somaliland,2021-04-16,-0.047199316
South Africa,2021-04-16,-0.6916221
South Georgia and the Islands,2021-04-16,-2.412191
South Korea,2021-04-16,0.20724757
South Sudan,2021-04-16,-0.22433588
Spain,2021-04-16,-0.42332208
Sri Lanka,2021-04-16,-0.61207443
Sudan,2021-04-16,-0.45099697
Suriname,2021-04-16,0.72061366
Sweden,2021-04-16,0.0015553047
Switzerland,2021-04-16,-1.3581886
Syria,2021-04-16,-1.4923416
Taiwan,2021-04-16,-0.7541603
Tajikistan,2021-04-16,-0.57164675
Thailand,2021-04-16,1.5157382
The Bahamas,2021-04-16,-1.2818228
Togo,2021-04-16,-1.1407094
Trinidad and Tobago,2021-04-16,1.8865398
Tunisia,2021-04-16,-1.1341753
Turkey,2021-04-16,-0.77452576
Turkmenistan,2021-04-16,-1.630419
Uganda,2021-04-16,0.009893288
Ukraine,2021-04-16,0.6733006
United Arab Emirates,2021-04-16,-1.9230484
United Kingdom,2021-04-16,-0.95694095
United Republic of Tanzania,2021-04-16,0.07126802
United States Virgin Islands,2021-04-16,-0.63647765
United States of America,2021-04-16,0.010004205
Uruguay,2021-04-16,0.13953525
Uzbekistan,2021-04-16,-1.3318434
Vanuatu,2021-04-16,0.048444297
Venezuela,2021-04-16,0.45724183
Vietnam,2021-04-16,0.69119996
Western Sahara,2021-04-16,-1.026725
Yemen,2021-04-16,-0.58804125
Zambia,2021-04-16,0.05657928
Zimbabwe,2021-04-16,-0.17595828
eSwatini,2021-04-16,0.8364401
Afghanistan,2021-05-16,-1.214041
Aland,2021-05-16,0.56836456
Albania,2021-05-16,-0.8523145
Algeria,2021-05-16,-0.1556753
Angola,2021-05-16,0.10444163
Antarctica,2021-05-16,
Argentina,2021-05-16,-0.000781576
Armenia,2021-05-16,-2.13043
Australia,2021-05-16,0.08594741
Austria,2021-05-16,0.048290975
Azerbaijan,2021-05-16,-1.2640028
Bangladesh,2021-05-16,-1.0378836
Belarus,2021-05-16,0.68431556
Belgium,2021-05-16,-0.08531949
Belize,2021-05-16,0.040670615
Benin,2021-05-16,-1.7613637
Bhutan,2021-05-16,0.369554
Bolivia,2021-05-16,0.15787868
Bosnia and Herzegovina,2021-05-16,-0.34078005
Botswana,2021-05-16,-0.55505896
Brazil,2021-05-16,-0.35498872
Brunei,2021-05-16,-0.27457058
Bulgaria,2021-05-16,0.55108166
Burkina Faso,2021-05-16,-0.9927867
Burundi,2021-05-16,-0.2787297
Cabo Verde,2021-05-16,-0.6927825
Cambodia,2021-05-16,0.4121787
Cameroon,2021-05-16,0.5141901
Canada,2021-05-16,-0.14565496
Cayman Islands,2021-05-16,
Central African Republic,2021-05-16,-0.111808054
Chad,2021-05-16,-1.1585717
Chile,2021-05-16,-0.8047842
China,2021-05-16,-0.06436716
Colombia,2021-05-16,0.4627663
Comoros,2021-05-16,-0.5934852
Costa Rica,2021-05-16,0.87753594
Croatia,2021-05-16,-0.23522308
Cuba,2021-05-16,-1.1116662
Cyprus,2021-05-16,-1.2311455
Czechia,2021-05-16,0.072958805
Democratic Republic of the Congo,2021-05-16,-0.03304759
Denmark,2021-05-16,0.555816
Djibouti,2021-05-16,-0.73549634
Dominican Republic,2021-05-16,-0.6154893
East Timor,2021-05-16,-1.7151874
Ecuador,2021-05-16,0.24205668
Egypt,2021-05-16,-1.4413097
El Salvador,2021-05-16,-0.04374651
Equatorial Guinea,2021-05-16,0.8837955
Eritrea,2021-05-16,0.08506587
Estonia,2021-05-16,1.1790817
Ethiopia,2021-05-16,0.43708503
Falkland Islands,2021-05-16,-1.0355662
Faroe Islands,2021-05-16,-0.024793528
Fiji,2021-05-16,-0.6368366
Finland,2021-05-16,1.0972857
France,2021-05-16,-0.4724856
French Polynesia,2021-05-16,-2.3734403
French Southern and Antarctic Lands,2021-05-16,-0.47672743
Gabon,2021-05-16,-0.1681304
Gambia,2021-05-16,-1.0450767
Georgia,2021-05-16,-1.1339034
Germany,2021-05-16,0.21125184
Ghana,2021-05-16,-1.048977
Greece,2021-05-16,-1.272392
Greenland,2021-05-16,0.31050515
Guatemala,2021-05-16,0.6900345
Guinea,2021-05-16,-0.52036476
Guinea-Bissau,2021-05-16,-1.3540847
Guyana,2021-05-16,1.6990014
Haiti,2021-05-16,-0.78971124
Honduras,2021-05-16,-0.076927505
Hungary,2021-05-16,-0.13750806
Iceland,2021-05-16,-0.14526287
India,2021-05-16,0.71101046
Indonesia,2021-05-16,0.095937364
Iran,2021-05-16,-1.8508992
Iraq,2021-05-16,-2.1318965
Ireland,2021-05-16,0.011349365
Israel,2021-05-16,-1.4093912
Italy,2021-05-16,-0.47442538
Ivory Coast,2021-05-16,-0.44500586
Jamaica,2021-05-16,-1.2956895
Japan,2021-05-16,0.9390918
Jordan,2021-05-16,-1.3235619
Kazakhstan,2021-05-16,-1.5976187
Kenya,2021-05-16,0.66372657
Kiribati,2021-05-16,
Kosovo,2021-05-16,-0.40565014
Kuwait,2021-05-16,-2.5526543
Kyrgyzstan,2021-05-16,-0.83603346
